govid|english_name|email
1546|JL Employment Centre|jlemployment@outlook.com

1546|JL Employment Centre|jlemployment@outlook.com
1545|JL Employment Centre|jlemployment@outlook.com

1576|C & C Oversea Employment Company|cnc_boss_i@yahoo.com.hk
1577|C & C Oversea Employment Company|cnc_boss_i@yahoo.com.hk
1649|Hong Kong DH Employment Centre|cnc_boss_i@yahoo.com.hk

1579|Lotus Employment Agency|comment@lotusmaid.com.hk
1580|Lotus Employment Agency|comment@lotusmaid.com.hk
1581|Lotus Employment Agency|comment@lotusmaid.com.hk
1582|Lotus Employment Agency|comment@lotusmaid.com.hk

1580|Lotus Employment Agency|comment@lotusmaid.com.hk
1579|Lotus Employment Agency|comment@lotusmaid.com.hk
1581|Lotus Employment Agency|comment@lotusmaid.com.hk
1582|Lotus Employment Agency|comment@lotusmaid.com.hk

1581|Lotus Employment Agency|comment@lotusmaid.com.hk
1579|Lotus Employment Agency|comment@lotusmaid.com.hk
1580|Lotus Employment Agency|comment@lotusmaid.com.hk
1582|Lotus Employment Agency|comment@lotusmaid.com.hk

1582|Lotus Employment Agency|comment@lotusmaid.com.hk
1579|Lotus Employment Agency|comment@lotusmaid.com.hk
1580|Lotus Employment Agency|comment@lotusmaid.com.hk
1581|Lotus Employment Agency|comment@lotusmaid.com.hk

1612|LI WING EMPLOYMENT CENTRE|liwing2903@gmail.com
1889|NAULI EMPLOYMENT AGENCY COMPANY LIMITED|liwing2903@gmail.com

1673|MRS. HUI EMPLOYMENT AGENCY|pessenpatsy@gmail.com
460|Pessen Technology Limited|pessenpatsy@gmail.com

1724|Loyalty Team Employment Agency|ngokaho1@gmail.com
1725|Loyalty Team Employment Agency|ngokaho1@gmail.com

1725|Loyalty Team Employment Agency|ngokaho1@gmail.com
1724|Loyalty Team Employment Agency|ngokaho1@gmail.com

1796|Bandung Enterprises|info@bandung.com.hk
1797|Bandung Enterprises|info@bandung.com.hk
1798|Bandung Enterprises|info@bandung.com.hk

1797|Bandung Enterprises|info@bandung.com.hk
1796|Bandung Enterprises|info@bandung.com.hk
1798|Bandung Enterprises|info@bandung.com.hk

1798|Bandung Enterprises|info@bandung.com.hk
1796|Bandung Enterprises|info@bandung.com.hk
1797|Bandung Enterprises|info@bandung.com.hk

3578|Malang Employment Service Centre|malang.agency@gmail.com
2305|Malang Employment Service Centre|malang.agency@gmail.com

2129|Unlimited Source Co.|pwshunfong@biznetvigator.com
465|Assurance Services Co.|pwshunfong@biznetvigator.com

2250|HOME CARE EMPLOYMENT AGENCY LIMITED|evashum@homecareagency.com.hk
2249|HOME CARE EMPLOYMENT AGENCY LIMITED|evashum@homecareagency.com.hk

2297|Best of Best (BOB) Employment Centre|admin@shingyan.com
3383|Best of Best (BOB) Employment Centre|admin@shingyan.com

2305|Malang Employment Service Centre|malang.agency@gmail.com
3578|Malang Employment Service Centre|malang.agency@gmail.com

2357|FUN TOP EMPLOYMENT SERVICE COMPANY|funtop888@yahoo.com.hk
622|Anlida|funtop888@yahoo.com.hk

2481|MAIDSDOT.COM LIMITED|sin@maidsdot.com
179|C.T. Maids Limited|sin@maidsdot.com

3066|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com
3072|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com
3074|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com

3072|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com
3066|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com
3074|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com

3074|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com
3066|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com
3072|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com

3132|STAR CARE EMPLOYMENT AGENCY|edmond@starcarehk.com
894|STAR CARE EMPLOYMENT AGENCY|edmond@starcarehk.com

3206|CITY EMPLOYMENT PARADISE CO.|scenewayemployment@yahoo.com.hk
3412|SCENEWAY EMPLOYMENT PARADISE CO.|scenewayemployment@yahoo.com.hk

3299|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com
3300|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com
3681|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com

3430|Ming Tak Services Company|mingtak.kiki@yahoo.com
576|Ming Tak Services Company|mingtak.kiki@yahoo.com

61|B & A Co|baguio.inv@gmail.com
7|Baguio Investment Company Limited|baguio.inv@gmail.com

93|Wellmark Employment Services Consultant|wesc@netvigator.com
91|Wellmark Employment Services Consultant|wesc@netvigator.com

179|C.T. Maids Limited|sin@maidsdot.com
2481|MAIDSDOT.COM LIMITED|sin@maidsdot.com

185|Top Maids Employment Agency|topmaids@netvigator.com
189|Top Make Enterprise|topmaids@netvigator.com

189|Top Make Enterprise|topmaids@netvigator.com
185|Top Maids Employment Agency|topmaids@netvigator.com

291|Megasea Employment Agency Limited|info@megasea.hk
292|Megasea Employment Agency Limited|info@megasea.hk
293|Megasea Employment Agency Limited|info@megasea.hk
294|Megasea Employment Agency Limited|info@megasea.hk
3785|Megasea Employment Agency Limited|info@megasea.hk

321|Right Choice Overseas Employment Centre Limited|info@rightchoice.hk
322|Right Choice Overseas Employment Centre Limited|info@rightchoice.hk

346|K&P; Employment Agency|kdagencykaren@gmail.com
3676|K&P; Employment Agency|kdagencykaren@gmail.com
3724|K&P; Employment Agency|kdagencykaren@gmail.com

366|Romy Employment Services|masma@netvigator.com
265|Mrs. MA's Employment Services|masma@netvigator.com
266|Mrs. MA's Employment Services|masma@netvigator.com

438|Pak On (Hong Kong) Company Limited|pakon_hk@yahoo.com.hk
955|Royalcorp Employment Agency Limited|pakon_hk@yahoo.com.hk

460|Pessen Technology Limited|pessenpatsy@gmail.com
1673|MRS. HUI EMPLOYMENT AGENCY|pessenpatsy@gmail.com

521|New Town Employment Agency|barry@newtown.on-nets.com
1882|HO MAN EMPLOYMENT AGENCY|barry@newtown.on-nets.com

538|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
536|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
537|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
539|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
540|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
541|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
542|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

539|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
536|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
537|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
538|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
540|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
541|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
542|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

540|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
536|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
537|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
538|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
539|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
541|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
542|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

541|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
536|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
537|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
538|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
539|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
540|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
542|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

542|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
536|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
537|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
538|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
539|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
540|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
541|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

556|Get Maid Agency|info@gma.hk
557|Get Maid Agency|info@gma.hk
558|Get Maid Agency|info@gma.hk

557|Get Maid Agency|info@gma.hk
556|Get Maid Agency|info@gma.hk
558|Get Maid Agency|info@gma.hk

572|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk
573|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk
574|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk

576|Ming Tak Services Company|mingtak.kiki@yahoo.com
3430|Ming Tak Services Company|mingtak.kiki@yahoo.com

610|Bright Essence International Limited|brilliant_stevencho@yahoo.com.hk
665|Brilliant Employment Consultant|brilliant_stevencho@yahoo.com.hk

619|SVC DEVELOPMENT CO.|ivys_agency_hk@yahoo.com
57|Ivy's Agency (H.K.)|ivys_agency_hk@yahoo.com

622|Anlida|funtop888@yahoo.com.hk
2357|FUN TOP EMPLOYMENT SERVICE COMPANY|funtop888@yahoo.com.hk

634|O & S Employment Agency|hr@ons.com.hk
635|O & S Employment Agency|hr@ons.com.hk

665|Brilliant Employment Consultant|brilliant_stevencho@yahoo.com.hk
610|Bright Essence International Limited|brilliant_stevencho@yahoo.com.hk

666|Pawer Express International Company Limited|ckpe@biznetvigator.com
407|C. & K. ENTERPRISES COMPANY LIMITED|ckpe@biznetvigator.com

702|BTI Courier Express|pg@maidoutlet.com
810|Pacific Garden Employment Agency|pg@maidoutlet.com

761|Arrow Employment Services|info@arrowes.hk
762|Arrow Employment Services|info@arrowes.hk

780|J C Casa Recruitment Agency|info@jccasa.com
781|J C Casa Recruitment Agency|info@jccasa.com
782|J C Casa Recruitment Agency|info@jccasa.com

781|J C Casa Recruitment Agency|info@jccasa.com
780|J C Casa Recruitment Agency|info@jccasa.com
782|J C Casa Recruitment Agency|info@jccasa.com

810|Pacific Garden Employment Agency|pg@maidoutlet.com
702|BTI Courier Express|pg@maidoutlet.com

866|Chin House Employment Agency Limited|info@chinhouse.com.hk
865|Chin House Employment Agency Limited|info@chinhouse.com.hk
868|Chin House Employment Agency Limited|info@chinhouse.com.hk

868|Chin House Employment Agency Limited|info@chinhouse.com.hk
865|Chin House Employment Agency Limited|info@chinhouse.com.hk
866|Chin House Employment Agency Limited|info@chinhouse.com.hk

894|STAR CARE EMPLOYMENT AGENCY|edmond@starcarehk.com
3132|STAR CARE EMPLOYMENT AGENCY|edmond@starcarehk.com

914|BIR EMPLOYMENT AGENCY LIMITED|info@bir.com.hk
915|BIR EMPLOYMENT AGENCY LIMITED|info@bir.com.hk

915|BIR EMPLOYMENT AGENCY LIMITED|info@bir.com.hk
914|BIR EMPLOYMENT AGENCY LIMITED|info@bir.com.hk

955|Royalcorp Employment Agency Limited|pakon_hk@yahoo.com.hk
438|Pak On (Hong Kong) Company Limited|pakon_hk@yahoo.com.hk

3787|Excel Famous Domestic Helper Consultant Limited|efdh6688@gmail.com
1947|Excel Famous Domestic Helper Consultant Limited|efdh6688@gmail.com

3676|K&P; Employment Agency|kdagencykaren@gmail.com
346|K&P; Employment Agency|kdagencykaren@gmail.com
3724|K&P; Employment Agency|kdagencykaren@gmail.com

3724|K&P; Employment Agency|kdagencykaren@gmail.com
346|K&P; Employment Agency|kdagencykaren@gmail.com
3676|K&P; Employment Agency|kdagencykaren@gmail.com

3455|SINCERE COMPANY|service@sia-sincere.com.hk
3456|SINCERE COMPANY|service@sia-sincere.com.hk
3457|SINCERE COMPANY|service@sia-sincere.com.hk
3458|SINCERE COMPANY|service@sia-sincere.com.hk

3457|SINCERE COMPANY|service@sia-sincere.com.hk
3455|SINCERE COMPANY|service@sia-sincere.com.hk
3456|SINCERE COMPANY|service@sia-sincere.com.hk
3458|SINCERE COMPANY|service@sia-sincere.com.hk

3488|WELL SHINE CO.|jc.wellshine@gmail.com
1909|WELL SHINE CO.|jc.wellshine@gmail.com

1909|WELL SHINE CO.|jc.wellshine@gmail.com
3488|WELL SHINE CO.|jc.wellshine@gmail.com

1135|Many Maids Employment Agency|manymaids@gmail.com
1134|Many Maids Employment Agency|manymaids@gmail.com

1566|J & P Employment Agency|taipinghmt@gmail.com
522|Tai Ping Employment Agency|taipinghmt@gmail.com

1745|Kakao Limited|kkleung2005@gmail.com
143|Pilipino Overseas Workers Club Limited|kkleung2005@gmail.com
1456|SUPER MAID LIMITED|kkleung2005@gmail.com

3065|Anlida|info@anlida.com
621|Anlida|info@anlida.com

57|Ivy's Agency (H.K.)|ivys_agency_hk@yahoo.com
619|SVC DEVELOPMENT CO.|ivys_agency_hk@yahoo.com

265|Mrs. MA's Employment Services|masma@netvigator.com
266|Mrs. MA's Employment Services|masma@netvigator.com
366|Romy Employment Services|masma@netvigator.com

293|Megasea Employment Agency Limited|info@megasea.hk
291|Megasea Employment Agency Limited|info@megasea.hk
292|Megasea Employment Agency Limited|info@megasea.hk
294|Megasea Employment Agency Limited|info@megasea.hk
3785|Megasea Employment Agency Limited|info@megasea.hk

407|C. & K. ENTERPRISES COMPANY LIMITED|ckpe@biznetvigator.com
666|Pawer Express International Company Limited|ckpe@biznetvigator.com

465|Assurance Services Co.|pwshunfong@biznetvigator.com
2129|Unlimited Source Co.|pwshunfong@biznetvigator.com

522|Tai Ping Employment Agency|taipinghmt@gmail.com
1566|J & P Employment Agency|taipinghmt@gmail.com

558|Get Maid Agency|info@gma.hk
556|Get Maid Agency|info@gma.hk
557|Get Maid Agency|info@gma.hk

807|RAHARJA HK|hkg@raharja-hk.com
808|RAHARJA HK|hkg@raharja-hk.com

808|RAHARJA HK|hkg@raharja-hk.com
807|RAHARJA HK|hkg@raharja-hk.com

621|Anlida|info@anlida.com
3065|Anlida|info@anlida.com

91|Wellmark Employment Services Consultant|wesc@netvigator.com
93|Wellmark Employment Services Consultant|wesc@netvigator.com

223|ASIA-ONE EMPLOYMENT AGENCY|admin@asiaone.hk
222|ASIA-ONE EMPLOYMENT AGENCY|admin@asiaone.hk
224|ASIA-ONE EMPLOYMENT AGENCY|admin@asiaone.hk

1947|Excel Famous Domestic Helper Consultant Limited|efdh6688@gmail.com
3787|Excel Famous Domestic Helper Consultant Limited|efdh6688@gmail.com

1214|YOURMAID SERVICES CENTRE LIMITED|document@yourmaid.com.hk
1265|Enjoy Services Centre Limited|document@yourmaid.com.hk

1265|Enjoy Services Centre Limited|document@yourmaid.com.hk
1214|YOURMAID SERVICES CENTRE LIMITED|document@yourmaid.com.hk

3630|VIVA EMPLOYMENT SERVICES LIMITED|vivaemployment@gmail.com
1651|VIVA EMPLOYMENT SERVICES LIMITED|vivaemployment@gmail.com

820|A & E Employment Centre|phineng18@yahoo.com.hk
821|A & E Employment Centre|phineng18@yahoo.com.hk
822|A & E Employment Centre|phineng18@yahoo.com.hk
823|A & E Employment Centre|phineng18@yahoo.com.hk

2627|A&F; EMPLOYMENT CENTRE|cwbcentre1002@yahoo.com.hk
2629|A&F; EMPLOYMENT CENTRE|cwbcentre1002@yahoo.com.hk

3300|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com
3299|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com
3681|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com

266|Mrs. MA's Employment Services|masma@netvigator.com
265|Mrs. MA's Employment Services|masma@netvigator.com
366|Romy Employment Services|masma@netvigator.com

865|Chin House Employment Agency Limited|info@chinhouse.com.hk
866|Chin House Employment Agency Limited|info@chinhouse.com.hk
868|Chin House Employment Agency Limited|info@chinhouse.com.hk

1314|KAH KAH EMPLOYMENT|susanna@kahkah.com.hk
1315|KAH KAH EMPLOYMENT|susanna@kahkah.com.hk

75|Silver Region Development Limited|info@wintip.com.hk
147|Wintip Employment Services Limited|info@wintip.com.hk

147|Wintip Employment Services Limited|info@wintip.com.hk
75|Silver Region Development Limited|info@wintip.com.hk

1621|BLUE BAY EMPLOYMENT SERVICE COMPANY LIMITED|topservices.co@gmail.com
1140|MASS TRINITY INTERNATIONAL LIMITED|topservices.co@gmail.com
14|Top Services and Company|topservices.co@gmail.com

2588|FamilyMaid Employment Services Limited|info@familymaid.hk
2587|FamilyMaid Employment Services Limited|info@familymaid.hk

574|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk
572|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk
573|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk

2623|Maid Best Limited|info@maidbest.com.hk
2157|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|info@maidbest.com.hk
2292|FIRST CAPITAL RESOURCES GROUP LIMITED|info@maidbest.com.hk
2624|Maid Best Limited|info@maidbest.com.hk

2629|A&F; EMPLOYMENT CENTRE|cwbcentre1002@yahoo.com.hk
2627|A&F; EMPLOYMENT CENTRE|cwbcentre1002@yahoo.com.hk

139|H L&C; Employment Agency Limited|marketing@hlc.com.hk
141|H L&C; Employment Agency Limited|marketing@hlc.com.hk
325|Talent Source Limited|marketing@hlc.com.hk

3624|Hong Kong Cambodian Labour and Vocational Training Centre|rose@jcenterprises.com.hk
3623|Hong Kong Cambodian Human Resource Association|rose@jcenterprises.com.hk

1890|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|maggie@warmhouse.com.hk
1891|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|maggie@warmhouse.com.hk

1891|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|maggie@warmhouse.com.hk
1890|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|maggie@warmhouse.com.hk

1140|MASS TRINITY INTERNATIONAL LIMITED|topservices.co@gmail.com
14|Top Services and Company|topservices.co@gmail.com
1621|BLUE BAY EMPLOYMENT SERVICE COMPANY LIMITED|topservices.co@gmail.com

3623|Hong Kong Cambodian Human Resource Association|rose@jcenterprises.com.hk
3624|Hong Kong Cambodian Labour and Vocational Training Centre|rose@jcenterprises.com.hk

1941|Mamie Employment Centre Limited|customerservice@bliss-agency.com.hk
1030|BLISS EMPLOYMENT SERVICES LIMITED|customerservice@bliss-agency.com.hk

1393|Well-Serviced Employment Agency|info@well-serviced.com.hk
1668|PLEASANT HOUSE EMPLOYMENT CENTRE LIMITED|info@well-serviced.com.hk

1668|PLEASANT HOUSE EMPLOYMENT CENTRE LIMITED|info@well-serviced.com.hk
1393|Well-Serviced Employment Agency|info@well-serviced.com.hk

1737|HAPPY HOUSE EMPLOYMENT AGENCY|gpedanny@biznetvigator.com
2001|FAVOR MAID EMPLOYMENT AGENCY|gpedanny@biznetvigator.com
2836|GOLDEN PEAK EMPLOYMENT AGENCY|gpedanny@biznetvigator.com

2836|GOLDEN PEAK EMPLOYMENT AGENCY|gpedanny@biznetvigator.com
1737|HAPPY HOUSE EMPLOYMENT AGENCY|gpedanny@biznetvigator.com
2001|FAVOR MAID EMPLOYMENT AGENCY|gpedanny@biznetvigator.com

3204|CITY EMPLOYMENT PARADISE CO.|yuenlongemployment@yahoo.com.hk
3209|TSUEN WAN EMPLOYMENT PARADISE CO.|yuenlongemployment@yahoo.com.hk

3209|TSUEN WAN EMPLOYMENT PARADISE CO.|yuenlongemployment@yahoo.com.hk
3204|CITY EMPLOYMENT PARADISE CO.|yuenlongemployment@yahoo.com.hk

14|Top Services and Company|topservices.co@gmail.com
1140|MASS TRINITY INTERNATIONAL LIMITED|topservices.co@gmail.com
1621|BLUE BAY EMPLOYMENT SERVICE COMPANY LIMITED|topservices.co@gmail.com

70|Great Top Employment Service Centre|greattop@pacific.net.hk
208|Mabros Employment Agency|greattop@pacific.net.hk

325|Talent Source Limited|marketing@hlc.com.hk
139|H L&C; Employment Agency Limited|marketing@hlc.com.hk
141|H L&C; Employment Agency Limited|marketing@hlc.com.hk

424|Home De Fairy Consultants Limited|domestic@netvigator.com
197|KA WO CONSULTANTS LIMITED|domestic@netvigator.com
86|D.D. Domestic Services|domestic@netvigator.com

635|O & S Employment Agency|hr@ons.com.hk
634|O & S Employment Agency|hr@ons.com.hk

1030|BLISS EMPLOYMENT SERVICES LIMITED|customerservice@bliss-agency.com.hk
1941|Mamie Employment Centre Limited|customerservice@bliss-agency.com.hk

2001|FAVOR MAID EMPLOYMENT AGENCY|gpedanny@biznetvigator.com
1737|HAPPY HOUSE EMPLOYMENT AGENCY|gpedanny@biznetvigator.com
2836|GOLDEN PEAK EMPLOYMENT AGENCY|gpedanny@biznetvigator.com

1855|K & H Employment Agency|knhagency@gmail.com
684|Kai Sing Employment Agency|knhagency@gmail.com

1438|J.C. SO (HONG KONG) RECRUITMENT AGENCY|kitman1000@yahoo.com
2232|OEC OVERSEAS EMPLOYMENT CENTRE|kitman1000@yahoo.com

1558|CB Consultants|cb@netvigator.com
1655|Cambridge Consultants|cb@netvigator.com
2144|TEH WONG MANPOWER|cb@netvigator.com

1655|Cambridge Consultants|cb@netvigator.com
1558|CB Consultants|cb@netvigator.com
2144|TEH WONG MANPOWER|cb@netvigator.com

2144|TEH WONG MANPOWER|cb@netvigator.com
1558|CB Consultants|cb@netvigator.com
1655|Cambridge Consultants|cb@netvigator.com

