gov_id,english_name,chinese_name,address,district,latitude,longitude,email,telephone,fax,placement_type,valid_license_since
3315|The Health Elements International Limited|天行健國際有限公司|Room 1504, 15th floor, Island Centre, 1 Great George Street, Causeway Bay, Hong Kong|Wan Chai District|22.2804512|114.1849467|thehealthelements@gmail.com|51280038|25663767|Foreign Domestic Helpers, Local Domestic Helpers, Other Non-office Worker|2017
3365|BEST WORKNET EMPLOYMENT AGENCY LIMITED|迅澤僱傭有限公司|Unit A, 8th floor, Hoi Ying Building, 29 King's Road, Tin Hau, Hong Kong|Wan Chai District|22.2839554|114.1924472|Bestworknetemployment@gmail.com| ||Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search, Other Non-office Worker|2017
3407|Beacon Consulting (International) Limited|多次元(國際)顧問有限公司|Unit 2305, 23rd floor, APEC Plaza, 49 Hoi Yuen Road, Kwun Tong, Kowloon|Kwun Tong District|22.3102581|114.2236787|irene@beaconconsulting.com.co|37069557|30115681|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2017
3410|Onne Nanny Employment and Training Company|安妮僱傭培訓顧問公司|Unit 901, 9th floor, Block A, Wah Tat Industrial Centre, 6-8 Wah Sing Street, Kwai Chung, New Territories|Kwai Tsing District|22.3630234|114.1349245|mecelam@gmail.com|95516806||Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2017
3432|GALAXY MAID EMPLOYMENT CONSULTANTS LIMITED|星鑽僱傭顧問有限公司|Units 1065-1067, 10th floor, 8 Hysan Avenue, Causeway Bay, Hong Kong|Wan Chai District|22.2785485|114.1849545|cs@galaxymaid.com.hk|21800998|21800991|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2017
3450|EDINA SEARCH CONSULTING LIMITED|懿德來顧問有限公司|Unit 601, 6th floor, Chung Ying Building, 20-20A Connaught Road West, Sheung Wan, Hong Kong|Central and Western District|22.2877423|114.1493|admin@edinasearch.com|28655043||Foreign Domestic Helpers, Local Domestic Helpers, Office Staff / Executive Search, Other Non-office Worker|2017
3463|INTERCARE PROFESSIONAL SERVICES LIMITED|恩德護理專業服務有限公司|Room 6, Unit C, 20th floor, Ford Glory Plaza, 37-39 Wing Hong Street, Cheung Sha Wan, Kowloon|Sham Shui Po District|22.3388023|114.146843|INFO@INTERCARE.HK|55038099||Foreign Domestic Helpers, Local Domestic Helpers, Other Non-office Worker|2017
3570|PALO EMPLOYMENT AGENCY|柏盈僱傭中心|Unit 2203, 22nd floor, 135 Bonham Strand Trade Centre, 135 Bonham Strand, Sheung Wan, Hong Kong|Central and Western District|22.2866449|114.1493465|violet7257@yahoo.com.hk|35958578|37052617|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2017
3598|CORPORATE HR MANAGEMENT CONSULTANCY LIMITED|歌柏毅人力資源管理諮詢有限公司|Unit 1-5, 20th floor, Midas Plaza, 1 Tai Yau Street, San Po Kong, Kowloon|Wong Tai Sin District|22.338824|114.199361|KANDI917@NETVIGATOR.COM|39662868||Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search, Other Non-office Worker|2017
3608|Synergia Recruit|金華英才|15th floor, Chuang's Tower, 30-32 Connaught Road Central, Central, Hong Kong|Central and Western District|22.283593|114.1571031|info@synergiarecruit.com|37528828||Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search, Other Non-office Worker|2017
3622|ZHONGYI INTERNATIONAL (HK) MANAGEMENT INSTITUTE LIMITED|中誼國際(香港)管理學院有限公司|Room 2902, 29th floor, China Resources Building, 26 Harbour Road, Wan Chai, Hong Kong|Wan Chai District|22.2800492|114.1754378|zoefeng@qhfinance.org|35909216|21169596|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search, Other Non-office Worker|2017
3662|Matching Manpower Company Limited|嘉盟人力資源顧問有限公司|6th floor, May May Building, 683-685 Nathan Road, Mong Kok, Kowloon|Yau Tsim Mong District|22.3196886|114.1690396|55404111wong@gmail.com| ||Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2017
3814|Angelos Care Company Limited|卓愛護理有限公司|Room 1, 10th floor, Block C, Yally Industrial Building, 6 Yip Fat Street, Wong Chuk Hang, Hong Kong|Southern District|22.2485801|114.1674409|ange.carehk@gmail.com|91422232||Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2017
3819|GOOD COMPANION EMPLOYMENT CENTER|浩堡國際僱傭中心|Block I, 13th floor, Edward Mansion, 141-155 Prince Edward Road West, Prince Edward, Kowloon|Yau Tsim Mong District|22.3237335|114.1681339|chanlaifan88@yahoo.com.hk|29888750|36701763|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2017
3833|Powerful Employment Agency|權威人力資源職業介紹所|Shop B01, Basement floor, Provident Square, 21-53 Wharf Road, North Point, Hong Kong|Eastern District|22.292139|114.1970556|trainer@beautyexpertcollege.com|25101306|22690533|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search, Other Non-office Worker|2018
3836|PACIFIC OVERSEAS EMPLOYMENT SERVICE CENTRE LIMITED|太平洋海外僱傭中心有限公司|Room 1212E, 12th floor, Witty Commercial Building, 1A-1L Tung Choi Street, Mong Kok, Kowloon|Yau Tsim Mong District|22.3163037|114.1710135|pacificeemploymentcentre@gmail.com|95420898||Foreign Domestic Helpers, Local Domestic Helpers, Office Staff / Executive Search|2018
3872|CAMBO HR AGENCY LIMITED|甘浦僱傭代理有限公司|Unit 1001, 10th floor, Edward Wong Tower, 910 Cheung Sha Wan Road, Lai Chi Kok, Kowloon|Sham Shui Po District|22.337014|114.1463971|cambo@mg-fb.com|24999128||Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search, Other Non-office Worker|2018
3894|MISSION EMPLOYMENT AGENCY LIMITED|盟信僱傭有限公司|Shop 163, Level 1, MCP Discovery, 8 Mau Yip Road, Tseung Kwan O, New Territories|Sai Kung District|22.3224182|114.2546677|missiontko@biznetvigator.com|28112168|28112608|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2018
3934|Horizon Employment Agency|維港專業僱傭中心|Flat B, 4th floor, King's Building, 293 Prince Edward Road West, Kowloon City, Kowloon|Kowloon City District|22.3245919|114.1734949|mgmt0505@gmail.com|91002218||Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2018
1837|Sweet Home Indonesian Manpower Agency|安樂印尼僱佣服務中心|Unit C, 12th floor, Prosperous Commercial Building, 54 Jardine's Bazaar, Causeway Bay, Hong Kong|Wan Chai District|22.2793355|114.1858034|sweethomehk88@yahoo.com|28349081|28340061|Foreign Domestic Helpers, Local Domestic Helpers|2013
1962|HT EMPLOYMENT CENTRE LIMITED|海達僱傭中心有限公司|Shop 2, Ground floor, Chung Nam Mansion, 88 Ma Tau Chung Road, To Kwa Wan, Kowloon|Kowloon City District|22.323131|114.1882971|info@htec.com.hk|31140038|31140197|Foreign Domestic Helpers, Imported Worker, Office Staff / Executive Search|2013
1996|Maria's Employment Limited|瑪麗亞僱傭有限公司|Room H3, 2nd floor, Block CD, Ka Ming Court, 688-690 Castle Peak Road, Lai Chi Kok, Kowloon|Sham Shui Po District|22.338107|114.1465985|mariaconsultant611@gmail.com|61938669|35689275|Foreign Domestic Helpers, Local Domestic Helpers|2013
3917|POWERFUL JOINER LIMITED|力群有限公司|Flat C-E, 19th floor, Po Shau Centre, 115 How Ming Street, Kwun Tong, Kowloon|Kwun Tong District|22.3117206|114.2244914|info@powerfuljoiner.com.hk|35689468|35689467|Foreign Domestic Helpers, Imported Worker, Office Staff / Executive Search, Other Non-office Worker|2018
3918|POWERFUL JOINER LIMITED|力群有限公司|Unit 2902, 29th floor, Metroplaza Tower 2, Kwai Fong, New Territories|Kwai Tsing District|22.357444|114.1263314|info@powerfuljoiner.com.hk|37065599|37065577|Foreign Domestic Helpers, Imported Worker, Office Staff / Executive Search, Other Non-office Worker|2018
3920|Rising Planet Employment Agency|昇行僱傭中心|Unit 810, 8th floor, Wayson Commercial Building, 28 Connaught Road West, Sheung Wan, Hong Kong|Central and Western District|22.2877826|114.1489052|risingplanet@yahoo.com.hk|35720085|35720031|Foreign Domestic Helpers, Local Domestic Helpers|2018
1150|SOURCENET OVERSEAS EMPLOYMENT SERVICES (HONG KONG)|源網海外僱佣服務(香港)|Flat 603, 6th floor, Sunny House, 12-16 Li Yuen Street West, Central, Hong Kong|Central and Western District|22.2831074|114.156043|sourcenethk@hotmail.com|34823443||Foreign Domestic Helpers, Local Domestic Helpers|2009
1252|Bright International Services Co.|碧圖國際僱傭公司|Shop UG46B, Upper Ground floor, Laguna Mall, 8 Laguna Verde Avenue, Hung Hom, Kowloon|Kowloon City District|22.308764|114.19199|thomaschan_bright@yahoo.com|23303360|23309205|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers|2010
1276|Andy & Master Human Resources Consultant Co. Limited|百事達僱傭中心有限公司|Room 702, 7th floor, Sunny House, 12-16 Li Yuen Street West, Central, Hong Kong|Central and Western District|22.2831074|114.156043|inquiry@hkhousekeeper.com|24300045|35477949|Foreign Domestic Helpers|2010
1420|Legend Gurkhas Services Limited||Unit 1, 17th floor, Justen Centre, 44-52 Wai Ching Street, Jordan, Kowloon|Yau Tsim Mong District|22.3069775|114.1676695|legendgurkhas@biznetvigator.com|25170500||Foreign Domestic Helpers, Local Domestic Helpers, Office Staff / Executive Search, Other Non-office Worker|2011
1467|Joe Employment (Oversea) Agency Co|寶盈(海外)僱傭服務中心|Shop B27, 1st floor, Richly Plaza, Kingswood Villas, Tin Shui Wai, New Territories|Yuen Long District|22.4606419|114.0041996|joefong60887726@yahoo.com.hk|81086368|31549372|Foreign Domestic Helpers, Local Domestic Helpers|2011
1469|Best Wealth Consultant and Trading Co.|碧樺僱傭公司|Room 1106, 11th floor, Wayson Commercial Building, 28 Connaught Road West, Sheung Wan, Hong Kong|Central and Western District|22.2877826|114.1489052|bwcagency@yahoo.com|34604138|30116033|Foreign Domestic Helpers, Local Domestic Helpers|2011
1471|ASIA EXPANSION LIMITED|亞洲拓展僱傭有限公司|Unit B, 17th floor, Wang Cheong Commercial Building, 251 Reclamation Street, Yau Ma Tei, Kowloon|Yau Tsim Mong District|22.3144092|114.1685942|asia_expansion@yahoo.com.hk|21910199|30201825|Foreign Domestic Helpers, Local Domestic Helpers|2011
1484|MADAM JOE PROFESSIONAL DOMESTIC SERVICES COMPANY|慧群專業僱傭服務公司|Room 501, 5th floor, General Commercial Building, 156-164 Des Voeux Road Central, Central, Hong Kong|Central and Western District|22.2854738|114.1542413|madamjoeagency@yahoo.com.hk|25410668|35202170|Foreign Domestic Helpers|2011
1486|EAST ASIA BRIDGE CONSULT LIMITED|東亞橋樑人才有限公司|Room 0079, Ground floor, Smiling Shau Kei Wan Plaza, 360A Shau Kei Wan Road, Shau Kei Wan, Hong Kong|Eastern District|22.278367|114.2264961|andy@eabridge.com|25686518|25686598|Foreign Domestic Helpers, Local Domestic Helpers|2011
1563|BILLION WAY OVERSEAS EMPLOYMENT AGENCY LIMITED|佰威海外僱傭有限公司|Room 1203, 12th floor, Block B, Kin Lee Building, 130-146 Jaffe Road, Wan Chai, Hong Kong|Wan Chai District|22.2786165|114.1737105|billionway@hotmail.com|28111732|28111731|Foreign Domestic Helpers, Local Domestic Helpers|2012
1663|LIANG IK COMPANY|兩益公司|Room 1101-D, 11th floor, Causeway Bay Commercial Building, 1-3 Sugar Street, Causeway Bay, Hong Kong|Wan Chai District|22.2799736|114.1864561|info@liangik.com|28910100|28666613|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2012
1681|Bobymark Employment Agency|小白兔僱傭公司|Room 2105-6, 21st floor, Far East Consortium Building, 121 Des Voeux Road Central, Central, Hong Kong|Central and Western District|22.2850745|114.15562|info@bobymark.com|29097636|29097601|Foreign Domestic Helpers, Local Domestic Helpers|2012
3887|NETSGONOLOGY LIMITED|一鴻科技有限公司|21st floor, CMA Building, 64 Connaught Road Central, Central, Hong Kong|Central and Western District|22.2854655|114.1555367|info@sherimiss.com|37103713|37103613|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2018
3905|Takecare Employment Agency|用心僱傭中心|Shop 21, 1st floor, Fu Tor Loy Sun Chuen, 34 Cherry Street, Tai Kok Tsui, Kowloon|Yau Tsim Mong District|22.319709|114.163144|mrcoase1010@gmail.com|97362056||Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2018
3914|Pinnacle and Associates Limited|臻峯人力顧問服務有限公司|Unit 310, 3rd floor, Houston Centre, 63 Mody Road, Tsim Sha Tsui East, Kowloon|Yau Tsim Mong District|22.2980295|114.1768655|alex.lau@pinnacle-hr.com.hk|37285501||Foreign Domestic Helpers, Office Staff / Executive Search|2018
3595|AUBREYALLY LIMITED|俊橋有限公司|1st floor, Everglory Centre, 1B Kimberley Street, Tsim Sha Tsui, Kowloon|Yau Tsim Mong District|22.3006287|114.1754489|aubreyally2005@gmail.com|93809613||Foreign Domestic Helpers, Local Domestic Helpers, Office Staff / Executive Search, Other Non-office Worker|2017
3604|Prowess Plus Management Training Limited||Room C, 15th floor, Thomson Commercial Building, 8 Thomson Road, Wan Chai, Hong Kong|Wan Chai District|22.276967|114.1712225|iris.mok@prowess.hk|28389621|28389620|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2017
3657|Ideal Domestic Helper Agency Limited|好配對僱傭有限公司|18th floor, Parkview Commercial Building, 9-11 Shelter Street, Causeway Bay, Hong Kong|Wan Chai District|22.2792808|114.1886389|dawnseek58@gmail.com|82002863|21250131|Foreign Domestic Helpers, Imported Worker, Other Non-office Worker|2017
3672|FORTUNE WORLD TRADE CO. LIMITED|禾豐行國際有限公司|Unit B, 13th floor, Superluck Industrial Centre, Phase 2, 57 Sha Tsui Road, Tsuen Wan, New Territories|Tsuen Wan District|22.3737208|114.1102132|fortunewtc@gmail.com|24130338|24124361|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers|2017
2096|HAPPY SPRING CARE SERVICE COMPANY|春樂護理服務公司|Flat K, 14th floor, Ho King Building, 116 Yuen Long On Ning Road, Yuen Long, New Territories|Yuen Long District|22.446301|114.0239626|| ||Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Other Non-office Worker|2014
2163|EDELWEISS EMPLOYMENT SERVICES COMPANY LIMITED|天慈僱傭服務有限公司|Shop 211, 2nd floor, Causeway Bay Centre, 15-23 Sugar Street, Causeway Bay, Hong Kong|Wan Chai District|22.279987|114.186683|edelweissemployment@gmail.com|36899043|36899078|Foreign Domestic Helpers, Office Staff / Executive Search|2014
2175|SINDHU EMPLOYMENT MANAGEMENT SERVICES||Room 406B, 4th floor, Mirror Tower, 61 Mody Road, Tsim Sha Tsui East, Kowloon|Yau Tsim Mong District|22.2975335|114.1765104|cnc8@gmail.com|37499221||Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search, Other Non-office Worker|2014
2306|FORE SIGNAL INTERNATIONAL LIMITED|褔之訊國際有限公司|Room 2-3, 5th floor, Trans Asia Centre, 18 Kin Hong Street, Kwai Chung, New Territories|Kwai Tsing District|22.3702765|114.1303251|alankong@fore-signal.com|24777988||Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers|2014
2510|Abundance Employment Agency|裕澄僱傭|Room 2606, 26th floor, Golden Era Plaza, 39 Sai Yee Street, Mong Kok, Kowloon|Yau Tsim Mong District|22.3183665|114.1717566|monicakpm@gmail.com|96991691|39795296|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2015
2569|BOLY EMPLOYMENT AGENCY LIMITED|保利海外僱傭中心有限公司|Shop 3A, Ground floor, Cheung Fat Building, 14-26 Yu King Square, Yuen Long, New Territories|Yuen Long District|22.4440686|114.0281335|| ||Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2015
2616|REMARKABLE EMPLOYMENT CENTRE|譯心僱傭中心|Room 911, 9th floor, Wealth Commercial Centre, 42-56 Kwong Wa Street, Mong Kok, Kowloon|Yau Tsim Mong District|22.3167039|114.1735912|remarkablectr@gmail.com|26232998|26232998|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers|2015
2757|Gianteagle Maid Express Consultants|宏鷹集團專業僱傭|Room 150, 1st floor, T.Mart Shopping Centre, Dung Fat Mansion, 18 Tai Ho Road, Tsuen Wan, New Territories|Tsuen Wan District|22.3726415|114.1163115|cynthia131419@icloud.com|21918896|39503499|Foreign Domestic Helpers, Local Domestic Helpers|2016
2882|YEW EMPLOYMENT AGENCY|月豈僱傭公司|Room A5, 16th floor, Kwai Fong Industrial Building, 9-15 Kwai Cheong Road, Kwai Chung, New Territories|Kwai Tsing District|22.3647983|114.1336239|yew.agency@yahoo.com.hk|21162774|21162774|Foreign Domestic Helpers, Local Domestic Helpers, Office Staff / Executive Search|2016
2977|GALAXY MAID EMPLOYMENT CONSULTANTS LIMITED|星鑽僱傭顧問有限公司|Flat A, 6th floor, Pearl Oriental House, 60 Stanley Street, Central, Hong Kong|Central and Western District|22.282951|114.154896|| ||Foreign Domestic Helpers, Local Domestic Helpers, Office Staff / Executive Search|2016
3109|Totally Chi International Education|正智全然國際教育|Room 1803, 18th floor, Prosperity Centre, 982 Canton Road, Mong Kok, Kowloon|Yau Tsim Mong District|22.317036|114.167745|sam@hktc.hk|24302848|24683439|Foreign Domestic Helpers, Imported Worker, Office Staff / Executive Search|2016
3308|WNL Employment Centre|永樂海外僱傭中心|Suite 501, 5th floor, 299 QRC, 299 Queen's Road Central, Sheung Wan, Hong Kong|Central and Western District|22.2849577|114.150647|Hkhelper1@gmail.com|25152377||Foreign Domestic Helpers, Local Domestic Helpers, Office Staff / Executive Search|2017
3371|WELLBEING EMPLOYMENT|融善僱傭|Flat D, 2nd floor, Block 1,Goldfield Industrial Building, 150 Tai Lin Pai Road, Kwai Chung, New Territories|Kwai Tsing District|22.3585137|114.1317195|wellbeingemployment@gmail.com| ||Foreign Domestic Helpers, Local Domestic Helpers, Office Staff / Executive Search|2017
7|Baguio Investment Company Limited|碧瑤投資有限公司|Unit 1001, 10th floor, Cambridge House, 26-28 Cameron Road, Tsim Sha Tsui, Kowloon|Yau Tsim Mong District|22.2989265|114.174417|baguio.inv@gmail.com|27230290|35792722|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers|1983
55|Extensive Employment Services Centre|宏寶僱傭服務中心|Shop 226, 2nd floor, Belvedere Square, Belvedere Garden Phase 2, 620 Castle Peak Road, Tsuen Wan, New Territories|Tsuen Wan District|22.3711144|114.0998887|extemployment@gmail.com|24929263|24929633|Foreign Domestic Helpers, Local Domestic Helpers|1991
69|Certain Link Personnel Consultants|確信人事僱傭中心|Room B, 17th floor, Unionway Commercial Centre, 283 Queen's Road Central, Sheung Wan, Hong Kong|Central and Western District|22.2848559|114.1507399|brenda.yung7@gmail.com|28510230|25444773|Foreign Domestic Helpers, Local Domestic Helpers|1992
122|Luckyflex International Limited|信富國際有限公司|Room 1603, 16th floor, Chow Sang Sang Building, 229 Nathan Road, Tsim Sha Tsui, Kowloon|Yau Tsim Mong District|22.304644|114.1713625|luckyflexintl@gmail.com|27391230|23692727|Foreign Domestic Helpers, Office Staff / Executive Search|1994
141|H L&C; Employment Agency Limited|康樂居僱傭中心有限公司|3rd floor, Heung Lam Building, 23 Connaught Road Central, Central, Hong Kong|Central and Western District|22.2832167|114.1573469|marketing@hlc.com.hk|28810004|28904000|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers|2002
258|Asia Selective Employment Agency|亞洲精簡代聘中心(菲傭)|Room 1101, 11th floor, Jupiter Tower, 9 Jupiter Street, North Point, Hong Kong|Eastern District|22.2862334|114.1923384|donna821128@yahoo.com.hk|23912132|23922698|Foreign Domestic Helpers, Local Domestic Helpers, Office Staff / Executive Search|1999
311|Sincerity Employment Services Company|佳譽僱傭服務公司|Room 1508, 15th floor, Causeway Bay Commercial Building, 3 Sugar Street, Causeway Bay, Hong Kong|Wan Chai District|22.279978|114.1864365|sincerity_jack@hotmail.com|26250776|21510991|Foreign Domestic Helpers, Local Domestic Helpers|2000
351|Good Hope Employment Services|真意僱傭中心|Room 803, 8th floor, Cheung Fung Commercial Building, 21-25 Cheung Sha Wan Road, Cheung Sha Wan, Kowloon|Sham Shui Po District|22.32704|114.166658|goodhopehk@yahoo.com.hk|29288222|23910781|Foreign Domestic Helpers, Local Domestic Helpers|2001
