govid|english_name|fax
322|Right Choice Overseas Employment Centre Limited|30079141
321|Right Choice Overseas Employment Centre Limited|30079141

876|VIEW RISE MAID SERVICE|30201825
1471|ASIA EXPANSION LIMITED|30201825

956|Royalcorp Employment Agency Limited|26316188
439|Pak On (Hong Kong) Company Limited|26316188

3458|SINCERE COMPANY|35851785
3457|SINCERE COMPANY|35851785

3489|Ensemble Human Resources Co. Limited|21490779
2205|Ensemble Human Resources Co. Limited|21490779

1848|MR. RIGHT EMPLOYMENT CENTRE|28571362
171|Right Man Consultants Limited|28571362

1882|HO MAN EMPLOYMENT AGENCY|24589491
521|New Town Employment Agency|24589491

1889|NAULI EMPLOYMENT AGENCY COMPANY LIMITED|28971982
1612|LI WING EMPLOYMENT CENTRE|28971982

1895|KAMPO EMPLOYMENT AGENCY|28864608
3071|FESDI EMPLOYMENT CENTRE|28864608

1898|VOILA MIGRANT WORKER AGENCY|26600689
807|RAHARJA HK|26600689

1134|Many Maids Employment Agency|21174682
1135|Many Maids Employment Agency|21174682

1145|NOW EMPLOYMENT AGENCY|23331344
900|UNITED ASIA EMPLOYMENT AGENCY|23331344

1173|C & D EMPLOYMENT AGENCY|31767419
1170|C & D EMPLOYMENT AGENCY|31767419
1171|C & D EMPLOYMENT AGENCY|31767419

1226|VCARE EMPLOYMENT SERVICES LIMITED|34282273
653|Rejoice Employment Services Limited|34282273

1282|Sunny Day Employment Agency|27045880
868|Chin House Employment Agency Limited|27045880

1285|MAIDSLAND EMPLOYMENT AGENCY|81489614
3135|MAIDSLAND EMPLOYMENT AGENCY|81489614

1371|Stone Employment Agency|25138773
608|Great Possession Employment Agency|25138773

1400|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1397|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1398|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1399|FURTHER CREATION EMPLOYMENT CENTRE|28697900
3242|Kex Industrial Company|28697900
53|Finest International Limited|28697900
54|Finest International Limited|28697900
64|Superiority International Limited|28697900

1415|Perfect Maid Centre|25100038
1416|Perfect Maid Centre|25100038
1418|Perfect Maid Centre|25100038

1416|Perfect Maid Centre|25100038
1415|Perfect Maid Centre|25100038
1418|Perfect Maid Centre|25100038

1418|Perfect Maid Centre|25100038
1415|Perfect Maid Centre|25100038
1416|Perfect Maid Centre|25100038

1493|KAREN & COMPANY|28878350
58|Helpful Company|28878350

1545|JL Employment Centre|24791970
1546|JL Employment Centre|24791970

1546|JL Employment Centre|24791970
1545|JL Employment Centre|24791970

1590|Ngai Kan Employment Agency|26382851
2184|CHAMPION EMPLOYMENT|26382851

1612|LI WING EMPLOYMENT CENTRE|28971982
1889|NAULI EMPLOYMENT AGENCY COMPANY LIMITED|28971982

1691|WANG FULLCO EMPLOYMENT AGENCY LIMITED|23328803
3519|CORDIAL EMPLOYMENT AGENCY CO|23328803

1796|Bandung Enterprises|25494838
2387|KING BEST HOLDINGS LIMITED|25494838

1818|Grand Palace Employment Agency Centre|27648688
1174|Grand Royal (AFT) Employment|27648688
3382|Grand Royal (AFT) Employment|27648688

3618|EAST STAR RECRUITMENT|21807505
1690|MY SWEET HOME EMPLOYMENT AGENCY|21807505

2124|FAI SING (HONG KONG) LIMITED|39933850
2419|Fong Wah Trading Co|39933850

2164|UNITED FAMILY EMPLOYMENT AGENCY|23932096
613|Maid Supply Employment Agency|23932096

2184|CHAMPION EMPLOYMENT|26382851
1590|Ngai Kan Employment Agency|26382851

2250|HOME CARE EMPLOYMENT AGENCY LIMITED|26739277
2249|HOME CARE EMPLOYMENT AGENCY LIMITED|26739277
3421|SUNTEL ENTERPRISES|26739277

2297|Best of Best (BOB) Employment Centre|28981738
3383|Best of Best (BOB) Employment Centre|28981738

2357|FUN TOP EMPLOYMENT SERVICE COMPANY|27720087
622|Anlida|27720087

2402|TACKLE STAR|37475880
590|HERO INDONESIA|37475880
591|HERO INDONESIA|37475880

2414|DATA MANPOWER CENTRE|25770138
3850|Sunlight Employment Agency|25770138

2419|Fong Wah Trading Co|39933850
2124|FAI SING (HONG KONG) LIMITED|39933850

2481|MAIDSDOT.COM LIMITED|25238790
179|C.T. Maids Limited|25238790

3066|FESDI EMPLOYMENT CENTRE|28992161
3072|FESDI EMPLOYMENT CENTRE|28992161
3074|FESDI EMPLOYMENT CENTRE|28992161

3072|FESDI EMPLOYMENT CENTRE|28992161
3066|FESDI EMPLOYMENT CENTRE|28992161
3074|FESDI EMPLOYMENT CENTRE|28992161

3074|FESDI EMPLOYMENT CENTRE|28992161
3066|FESDI EMPLOYMENT CENTRE|28992161
3072|FESDI EMPLOYMENT CENTRE|28992161

3132|STAR CARE EMPLOYMENT AGENCY|26138085
894|STAR CARE EMPLOYMENT AGENCY|26138085
895|STAR CARE EMPLOYMENT AGENCY|26138085
896|STAR CARE EMPLOYMENT AGENCY|26138085

3203|CITY EMPLOYMENT PARADISE CO.|28850612
1024|OLYMPIA EMPLOYMENT COMPANY|28850612

3206|CITY EMPLOYMENT PARADISE CO.|27726706
3412|SCENEWAY EMPLOYMENT PARADISE CO.|27726706

3237|Radiant Maid Agency Service Limited|27800050
1608|Radiant Maid Agency Service Limited|27800050

3320|ISLAND WEST EMPLOYMENT PARADISE CO.|25660711
3202|CITY EMPLOYMENT PARADISE CO.|25660711

3343|KING'S ONE EMPLOYMENT AGENCY|23030540
801|HAPPY YO YO OVERSEA EMPLOYMENT AGENCY|23030540

3430|Ming Tak Services Company|29888512
576|Ming Tak Services Company|29888512

53|Finest International Limited|28697900
1397|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1398|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1399|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1400|FURTHER CREATION EMPLOYMENT CENTRE|28697900
3242|Kex Industrial Company|28697900
54|Finest International Limited|28697900
64|Superiority International Limited|28697900

58|Helpful Company|28878350
1493|KAREN & COMPANY|28878350

61|B & A Co|35792722
7|Baguio Investment Company Limited|35792722

98|Sing Fai (Hong Kong) Co.|27713970
625|Regent Pacific Service Company|27713970

171|Right Man Consultants Limited|28571362
1848|MR. RIGHT EMPLOYMENT CENTRE|28571362

179|C.T. Maids Limited|25238790
2481|MAIDSDOT.COM LIMITED|25238790

185|Top Maids Employment Agency|27801903
189|Top Make Enterprise|27801903

189|Top Make Enterprise|27801903
185|Top Maids Employment Agency|27801903

279|Philmaid Service Company|30036289
401|Good Hands Employment Agency|30036289
402|Good Hands Employment Agency|30036289

321|Right Choice Overseas Employment Centre Limited|30079141
322|Right Choice Overseas Employment Centre Limited|30079141

346|K&P; Employment Agency|27157770
1855|K & H Employment Agency|27157770
3676|K&P; Employment Agency|27157770
3724|K&P; Employment Agency|27157770

353|Maid Home Employment Agency|23331035
850|ANSTAR LIMITED|23331035

366|Romy Employment Services|26532397
265|Mrs. MA's Employment Services|26532397
266|Mrs. MA's Employment Services|26532397

401|Good Hands Employment Agency|30036289
279|Philmaid Service Company|30036289
402|Good Hands Employment Agency|30036289

402|Good Hands Employment Agency|30036289
279|Philmaid Service Company|30036289
401|Good Hands Employment Agency|30036289

439|Pak On (Hong Kong) Company Limited|26316188
956|Royalcorp Employment Agency Limited|26316188

513|The Searchers Human Resources Co.|27090758
419|Blue Sky Co.|27090758

521|New Town Employment Agency|24589491
1882|HO MAN EMPLOYMENT AGENCY|24589491

532|H W Employment Agency Centre|27706568
531|H W Employment Agency Centre|27706568

556|Get Maid Agency|28159750
3257|POINTS AGENCY|28159750
557|Get Maid Agency|28159750
558|Get Maid Agency|28159750

557|Get Maid Agency|28159750
3257|POINTS AGENCY|28159750
556|Get Maid Agency|28159750
558|Get Maid Agency|28159750

576|Ming Tak Services Company|29888512
3430|Ming Tak Services Company|29888512

591|HERO INDONESIA|37475880
2402|TACKLE STAR|37475880
590|HERO INDONESIA|37475880

604|M & M Development Company Limited|21119925
168|Smart Metro Consultants Limited|21119925

608|Great Possession Employment Agency|25138773
1371|Stone Employment Agency|25138773

610|Bright Essence International Limited|24739776
665|Brilliant Employment Consultant|24739776

619|SVC DEVELOPMENT CO.|27803822
57|Ivy's Agency (H.K.)|27803822

622|Anlida|27720087
2357|FUN TOP EMPLOYMENT SERVICE COMPANY|27720087

625|Regent Pacific Service Company|27713970
98|Sing Fai (Hong Kong) Co.|27713970

653|Rejoice Employment Services Limited|34282273
1226|VCARE EMPLOYMENT SERVICES LIMITED|34282273

665|Brilliant Employment Consultant|24739776
610|Bright Essence International Limited|24739776

682|Hung Chau Company Limited|31020066
683|Hung Chau Company Limited|31020066

702|BTI Courier Express|27711295
810|Pacific Garden Employment Agency|27711295

761|Arrow Employment Services|23326511
762|Arrow Employment Services|23326511

810|Pacific Garden Employment Agency|27711295
702|BTI Courier Express|27711295

868|Chin House Employment Agency Limited|27045880
1282|Sunny Day Employment Agency|27045880

889|SKY EMPLOYMENT SERVICE COMPANY LIMITED|37412881
1110|PROTECTIVE EMPLOYMENT SERVICE COMPANY|37412881

894|STAR CARE EMPLOYMENT AGENCY|26138085
3132|STAR CARE EMPLOYMENT AGENCY|26138085
895|STAR CARE EMPLOYMENT AGENCY|26138085
896|STAR CARE EMPLOYMENT AGENCY|26138085

895|STAR CARE EMPLOYMENT AGENCY|26138085
3132|STAR CARE EMPLOYMENT AGENCY|26138085
894|STAR CARE EMPLOYMENT AGENCY|26138085
896|STAR CARE EMPLOYMENT AGENCY|26138085

900|UNITED ASIA EMPLOYMENT AGENCY|23331344
1145|NOW EMPLOYMENT AGENCY|23331344

1110|PROTECTIVE EMPLOYMENT SERVICE COMPANY|37412881
889|SKY EMPLOYMENT SERVICE COMPANY LIMITED|37412881

3843|THE ONE HELPER AGENCY|82662846
2461|Star Helper Limited|82662846

3847|Grand Bee Trade Plus|23074936
2929|Grand Excellent Intercontinental Recruitment Agency|23074936

3850|Sunlight Employment Agency|25770138
2414|DATA MANPOWER CENTRE|25770138

3877|Gary's Employment Agency Company Limited|30203306
1863|JET SYSTEM PACIFIC LIMITED|30203306
2214|U.A. EMPLOYMENT CENTER|30203306

3676|K&P; Employment Agency|27157770
1855|K & H Employment Agency|27157770
346|K&P; Employment Agency|27157770
3724|K&P; Employment Agency|27157770

3724|K&P; Employment Agency|27157770
1855|K & H Employment Agency|27157770
346|K&P; Employment Agency|27157770
3676|K&P; Employment Agency|27157770

3457|SINCERE COMPANY|35851785
3458|SINCERE COMPANY|35851785

3467|DILIGENT EMPLOYMENT|26758600
3638|WILLPOWER EMPLOYMENT CONSULTANT|26758600

3488|WELL SHINE CO.|30109787
1909|WELL SHINE CO.|30109787

3516|EMSON EMPLOYMENT AGENCY|28111513
1687|MY SWEET HOME EMPLOYMENT AGENCY|28111513

3638|WILLPOWER EMPLOYMENT CONSULTANT|26758600
3467|DILIGENT EMPLOYMENT|26758600

1909|WELL SHINE CO.|30109787
3488|WELL SHINE CO.|30109787

1135|Many Maids Employment Agency|21174682
1134|Many Maids Employment Agency|21174682

1566|J & P Employment Agency|27619693
522|Tai Ping Employment Agency|27619693

1744|LYNCH BRIGHT LIMITED|23381444
3335|LINCOLN EMPLOYMENT AGENCY|23381444

1816|EC5M|30138810
2519|directhire.hk|30138810

2519|directhire.hk|30138810
1816|EC5M|30138810

3065|Anlida|30057600
621|Anlida|30057600

3071|FESDI EMPLOYMENT CENTRE|28864608
1895|KAMPO EMPLOYMENT AGENCY|28864608

3242|Kex Industrial Company|28697900
1397|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1398|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1399|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1400|FURTHER CREATION EMPLOYMENT CENTRE|28697900
53|Finest International Limited|28697900
54|Finest International Limited|28697900
64|Superiority International Limited|28697900

3257|POINTS AGENCY|28159750
556|Get Maid Agency|28159750
557|Get Maid Agency|28159750
558|Get Maid Agency|28159750

57|Ivy's Agency (H.K.)|27803822
619|SVC DEVELOPMENT CO.|27803822

265|Mrs. MA's Employment Services|26532397
266|Mrs. MA's Employment Services|26532397
366|Romy Employment Services|26532397

419|Blue Sky Co.|27090758
513|The Searchers Human Resources Co.|27090758

522|Tai Ping Employment Agency|27619693
1566|J & P Employment Agency|27619693

531|H W Employment Agency Centre|27706568
532|H W Employment Agency Centre|27706568

558|Get Maid Agency|28159750
3257|POINTS AGENCY|28159750
556|Get Maid Agency|28159750
557|Get Maid Agency|28159750

590|HERO INDONESIA|37475880
2402|TACKLE STAR|37475880
591|HERO INDONESIA|37475880

807|RAHARJA HK|26600689
1898|VOILA MIGRANT WORKER AGENCY|26600689

1024|OLYMPIA EMPLOYMENT COMPANY|28850612
3203|CITY EMPLOYMENT PARADISE CO.|28850612

1171|C & D EMPLOYMENT AGENCY|31767419
1170|C & D EMPLOYMENT AGENCY|31767419
1173|C & D EMPLOYMENT AGENCY|31767419

621|Anlida|30057600
3065|Anlida|30057600

91|Wellmark Employment Services Consultant|21392800
633|Markwell Service Company|21392800

223|ASIA-ONE EMPLOYMENT AGENCY|23685555
222|ASIA-ONE EMPLOYMENT AGENCY|23685555
224|ASIA-ONE EMPLOYMENT AGENCY|23685555

1214|YOURMAID SERVICES CENTRE LIMITED|23888930
1265|Enjoy Services Centre Limited|23888930

1265|Enjoy Services Centre Limited|23888930
1214|YOURMAID SERVICES CENTRE LIMITED|23888930

3630|VIVA EMPLOYMENT SERVICES LIMITED|27890223
1651|VIVA EMPLOYMENT SERVICES LIMITED|27890223

820|A & E Employment Centre|23889057
2627|A&F; EMPLOYMENT CENTRE|23889057
2629|A&F; EMPLOYMENT CENTRE|23889057
2630|A&F; EMPLOYMENT CENTRE|23889057
821|A & E Employment Centre|23889057
822|A & E Employment Centre|23889057
823|A & E Employment Centre|23889057
848|AIE Employment Centre|23889057

2627|A&F; EMPLOYMENT CENTRE|23889057
2629|A&F; EMPLOYMENT CENTRE|23889057
2630|A&F; EMPLOYMENT CENTRE|23889057
820|A & E Employment Centre|23889057
821|A & E Employment Centre|23889057
822|A & E Employment Centre|23889057
823|A & E Employment Centre|23889057
848|AIE Employment Centre|23889057

2009|NEW FORSEE EMPLOYMENT AGENCY|25770187
1466|NEW WISH EMPLOYMENT AGENCY|25770187

1466|NEW WISH EMPLOYMENT AGENCY|25770187
2009|NEW FORSEE EMPLOYMENT AGENCY|25770187

3382|Grand Royal (AFT) Employment|27648688
1174|Grand Royal (AFT) Employment|27648688
1818|Grand Palace Employment Agency Centre|27648688

3421|SUNTEL ENTERPRISES|26739277
2249|HOME CARE EMPLOYMENT AGENCY LIMITED|26739277
2250|HOME CARE EMPLOYMENT AGENCY LIMITED|26739277

266|Mrs. MA's Employment Services|26532397
265|Mrs. MA's Employment Services|26532397
366|Romy Employment Services|26532397

633|Markwell Service Company|21392800
91|Wellmark Employment Services Consultant|21392800

850|ANSTAR LIMITED|23331035
353|Maid Home Employment Agency|23331035

848|AIE Employment Centre|23889057
2627|A&F; EMPLOYMENT CENTRE|23889057
2629|A&F; EMPLOYMENT CENTRE|23889057
2630|A&F; EMPLOYMENT CENTRE|23889057
820|A & E Employment Centre|23889057
821|A & E Employment Centre|23889057
822|A & E Employment Centre|23889057
823|A & E Employment Centre|23889057

3321|O-raiser Employment Agency Company Limited|34890605
3093|UNIQUE EMPLOYMENT CENTRE LIMITED|34890605

1170|C & D EMPLOYMENT AGENCY|31767419
1171|C & D EMPLOYMENT AGENCY|31767419
1173|C & D EMPLOYMENT AGENCY|31767419

2630|A&F; EMPLOYMENT CENTRE|23889057
2627|A&F; EMPLOYMENT CENTRE|23889057
2629|A&F; EMPLOYMENT CENTRE|23889057
820|A & E Employment Centre|23889057
821|A & E Employment Centre|23889057
822|A & E Employment Centre|23889057
823|A & E Employment Centre|23889057
848|AIE Employment Centre|23889057

1621|BLUE BAY EMPLOYMENT SERVICE COMPANY LIMITED|28681960
1140|MASS TRINITY INTERNATIONAL LIMITED|28681960
14|Top Services and Company|28681960

1920|TOP RESOURCES CONSULTANCY COMPANY|21519335
359|Caring Employment Centre|21519335

2588|FamilyMaid Employment Services Limited|35868860
2587|FamilyMaid Employment Services Limited|35868860

3349|SMOOTH MAID EMPLOYMENT AGENCY LIMITED|23388402
574|Jumbo International Maid Employment Agency|23388402

574|Jumbo International Maid Employment Agency|23388402
3349|SMOOTH MAID EMPLOYMENT AGENCY LIMITED|23388402

2623|Maid Best Limited|31739059
2157|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|31739059
2292|FIRST CAPITAL RESOURCES GROUP LIMITED|31739059

2629|A&F; EMPLOYMENT CENTRE|23889057
2627|A&F; EMPLOYMENT CENTRE|23889057
2630|A&F; EMPLOYMENT CENTRE|23889057
820|A & E Employment Centre|23889057
821|A & E Employment Centre|23889057
822|A & E Employment Centre|23889057
823|A & E Employment Centre|23889057
848|AIE Employment Centre|23889057

139|H L&C; Employment Agency Limited|28904000
141|H L&C; Employment Agency Limited|28904000
325|Talent Source Limited|28904000

3624|Hong Kong Cambodian Labour and Vocational Training Centre|21873968
3623|Hong Kong Cambodian Human Resource Association|21873968

1890|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|26399619
1445|Asia-Ex Employment Centre|26399619
1891|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|26399619

1891|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|26399619
1445|Asia-Ex Employment Centre|26399619
1890|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|26399619

1140|MASS TRINITY INTERNATIONAL LIMITED|28681960
14|Top Services and Company|28681960
1621|BLUE BAY EMPLOYMENT SERVICE COMPANY LIMITED|28681960

3623|Hong Kong Cambodian Human Resource Association|21873968
3624|Hong Kong Cambodian Labour and Vocational Training Centre|21873968

3403|Ansin Employment Services|28859080
2549|HELPER SEARCH TECHNOLOGIES LIMITED|28859080

613|Maid Supply Employment Agency|23932096
2164|UNITED FAMILY EMPLOYMENT AGENCY|23932096

1941|Mamie Employment Centre Limited|21111104
1030|BLISS EMPLOYMENT SERVICES LIMITED|21111104

1393|Well-Serviced Employment Agency|30071668
1668|PLEASANT HOUSE EMPLOYMENT CENTRE LIMITED|30071668

1445|Asia-Ex Employment Centre|26399619
1890|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|26399619
1891|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|26399619

1668|PLEASANT HOUSE EMPLOYMENT CENTRE LIMITED|30071668
1393|Well-Serviced Employment Agency|30071668

1737|HAPPY HOUSE EMPLOYMENT AGENCY|27877518
2001|FAVOR MAID EMPLOYMENT AGENCY|27877518
2836|GOLDEN PEAK EMPLOYMENT AGENCY|27877518
3890|JIM CITY EMPLOYMENT AGENCY|27877518

2194|Rising Sun Employment Agency|35202170
1484|MADAM JOE PROFESSIONAL DOMESTIC SERVICES COMPANY|35202170

2214|U.A. EMPLOYMENT CENTER|30203306
1863|JET SYSTEM PACIFIC LIMITED|30203306
3877|Gary's Employment Agency Company Limited|30203306

2836|GOLDEN PEAK EMPLOYMENT AGENCY|27877518
1737|HAPPY HOUSE EMPLOYMENT AGENCY|27877518
2001|FAVOR MAID EMPLOYMENT AGENCY|27877518
3890|JIM CITY EMPLOYMENT AGENCY|27877518

3204|CITY EMPLOYMENT PARADISE CO.|22134468
3209|TSUEN WAN EMPLOYMENT PARADISE CO.|22134468

3209|TSUEN WAN EMPLOYMENT PARADISE CO.|22134468
3204|CITY EMPLOYMENT PARADISE CO.|22134468

14|Top Services and Company|28681960
1140|MASS TRINITY INTERNATIONAL LIMITED|28681960
1621|BLUE BAY EMPLOYMENT SERVICE COMPANY LIMITED|28681960

70|Great Top Employment Service Centre|25120854
208|Mabros Employment Agency|25120854

325|Talent Source Limited|28904000
139|H L&C; Employment Agency Limited|28904000
141|H L&C; Employment Agency Limited|28904000

359|Caring Employment Centre|21519335
1920|TOP RESOURCES CONSULTANCY COMPANY|21519335

424|Home De Fairy Consultants Limited|25263380
197|KA WO CONSULTANTS LIMITED|25263380
86|D.D. Domestic Services|25263380

1030|BLISS EMPLOYMENT SERVICES LIMITED|21111104
1941|Mamie Employment Centre Limited|21111104

2001|FAVOR MAID EMPLOYMENT AGENCY|27877518
1737|HAPPY HOUSE EMPLOYMENT AGENCY|27877518
2836|GOLDEN PEAK EMPLOYMENT AGENCY|27877518
3890|JIM CITY EMPLOYMENT AGENCY|27877518

1855|K & H Employment Agency|27157770
346|K&P; Employment Agency|27157770
3676|K&P; Employment Agency|27157770
3724|K&P; Employment Agency|27157770

1863|JET SYSTEM PACIFIC LIMITED|30203306
2214|U.A. EMPLOYMENT CENTER|30203306
3877|Gary's Employment Agency Company Limited|30203306

1549|LUCKY MAIDS JOB CENTRE|29068816
198|EMPLOYMENT WORLD|29068816

1558|CB Consultants|23853905
1655|Cambridge Consultants|23853905
1656|Chris Benne|23853905
2144|TEH WONG MANPOWER|23853905

1655|Cambridge Consultants|23853905
1558|CB Consultants|23853905
1656|Chris Benne|23853905
2144|TEH WONG MANPOWER|23853905

1656|Chris Benne|23853905
1558|CB Consultants|23853905
1655|Cambridge Consultants|23853905
2144|TEH WONG MANPOWER|23853905

2144|TEH WONG MANPOWER|23853905
1558|CB Consultants|23853905
1655|Cambridge Consultants|23853905
1656|Chris Benne|23853905

2157|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|31739059
2292|FIRST CAPITAL RESOURCES GROUP LIMITED|31739059
2623|Maid Best Limited|31739059

2249|HOME CARE EMPLOYMENT AGENCY LIMITED|26739277
2250|HOME CARE EMPLOYMENT AGENCY LIMITED|26739277
3421|SUNTEL ENTERPRISES|26739277

2292|FIRST CAPITAL RESOURCES GROUP LIMITED|31739059
2157|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|31739059
2623|Maid Best Limited|31739059

2549|HELPER SEARCH TECHNOLOGIES LIMITED|28859080
3403|Ansin Employment Services|28859080

3135|MAIDSLAND EMPLOYMENT AGENCY|81489614
1285|MAIDSLAND EMPLOYMENT AGENCY|81489614

3335|LINCOLN EMPLOYMENT AGENCY|23381444
1744|LYNCH BRIGHT LIMITED|23381444

3383|Best of Best (BOB) Employment Centre|28981738
2297|Best of Best (BOB) Employment Centre|28981738

86|D.D. Domestic Services|25263380
197|KA WO CONSULTANTS LIMITED|25263380
424|Home De Fairy Consultants Limited|25263380

197|KA WO CONSULTANTS LIMITED|25263380
424|Home De Fairy Consultants Limited|25263380
86|D.D. Domestic Services|25263380

198|EMPLOYMENT WORLD|29068816
1549|LUCKY MAIDS JOB CENTRE|29068816

208|Mabros Employment Agency|25120854
70|Great Top Employment Service Centre|25120854

221|SACRED HEART INTERNATIONAL CONSULTANTS|28322036
298|Way Tech Consultants Company|28322036

298|Way Tech Consultants Company|28322036
221|SACRED HEART INTERNATIONAL CONSULTANTS|28322036

683|Hung Chau Company Limited|31020066
682|Hung Chau Company Limited|31020066

1398|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1397|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1399|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1400|FURTHER CREATION EMPLOYMENT CENTRE|28697900
3242|Kex Industrial Company|28697900
53|Finest International Limited|28697900
54|Finest International Limited|28697900
64|Superiority International Limited|28697900

821|A & E Employment Centre|23889057
2627|A&F; EMPLOYMENT CENTRE|23889057
2629|A&F; EMPLOYMENT CENTRE|23889057
2630|A&F; EMPLOYMENT CENTRE|23889057
820|A & E Employment Centre|23889057
822|A & E Employment Centre|23889057
823|A & E Employment Centre|23889057
848|AIE Employment Centre|23889057

823|A & E Employment Centre|23889057
