_id,name,address,license_start_date,license_end_date,representative,status,website,email,telephones
_id,name,address,license_start_date,license_end_date,representative,status,website,email,telephones
8cca895cbbcff6c887166074febe3c45fcf6ccc2|ACE MANPOWER SERVICES INC|1721 AGONCILLO STREET MALATE, MANILA|5/16/1986|5/16/1988|MS ISABEL L MARTINEZ|Delisted|||
f226f14e5022c07c0ff71fd6b6b8193296e691db|ACE MARITIME AGENCIES INC|GF 117 GIL PUYAT AVE COR FB HARRISON ST PASAY CITY|5/9/1990|5/4/1992|MR OSMUNDO SERRANILLA|Delisted|||
9560f631efb8267609bdf39b22eab3b52eaba0e4|ACK CONSTRUCTION|697 PINA AVE STA MESA HEIGHTS QUEZON CITY|||MR ANTON C KHO|Inactive|||
ba7a07465bab43a4ef77ce1f6c32f61dec16fdb0|ACMDC VENTURES INCORPORATED|125 M.VELEZ COR E.OSMENA STS CEBU CITY|2/7/1996|2/8/1998|MR ANTONIO V CANETE|Delisted|||
fb0bf92fe66a4ea025780fa26b622a5d14b9bf8f|ACME DEVELOPMENT|2ND FLR AGORA COMM`L COMPLEX N DOMINGO SAN JUAN|||MR ALEJANDRO L MEJIA|Inactive|||
123e22375d9602a6dbaee803d327bae2c13e8399|ACTION MANPOWER MANAGEMENT CORPORATION|561 CARLOS PALANCA ST QUIAPO, MANILA|||MR ANTHONY U QUE|Forever Banned|||
a707e8fe55311f33cebbb86da09fd4b12993b884|ADAM-C MANPOWER CORPORATION|RM.202-203 CK SY DIAMOND BLDG. 156 LIBERTAD PASAY|8/30/1996|8/30/1998|MR RODOLFO V TORRES|Delisted|||8338822
640b8f606b981701e0261354d936b6f90cc5addd|ADARNA MANPOWER & RESOURCES INC|1155A ENRIQUEZ BLDG QUEZON AVE QUEZON CITY|12/29/1987|12/29/1989|MR ZOSIMO P CASTOR|Delisted|||
75a952d28835cc408b3baffffcf71df1337cac17|ADIONG INTERNATIONAL & DEVELOPMENT CORPORATION|18 MASIGLA ST DILIMAN, QUEZON CITY|||ENGR MAMINTAL M ADIONG|Cancelled|||
7aaa543b9b07fc53a38be994db6eed1404cf8cd6|ADVANCE ENGINEERING CORPORATION|2208 SINGALONG ST MALATE, MANILA|10/5/1994|10/4/1996|MR JESUS S MANEGO|Delisted|||8022501,4034728
90193d3147c323722b4bc26f3368bd46ef1410b7|ADVANCE MANPOWER INTERNATIONAL|NO 20 REAL ST COR NORTH ROAD CUBAO, QUEZON CITY|2/15/2002|2/15/2004|ELENITA M CORTEZ|Delisted|||7218175
c5122d00da828635b1c5e7c346326432de1d0c6b|AGE CONSTRUCTION COMPANY INC (ACE GLOBE MGT & SERVICES INC)|814 EARNSHAW ST SAMPALOC, MANILA|||MR EDUARDO ESCOBAR JR|Inactive|||
0b4d24859b9798361173ee379ec76d5d67263304|AGF MANPOWER DEVELOPMENT CORPORATION|1655-1657 ESPANA ST SAMPALOC, MANILA|9/4/1996|9/3/1998|MR WILFREDO T SALAZAR|Delisted|||
fbf9d33d7b97d10df91f03d7746f85c2e6bcdc1b|AGGREGATE EMPLOYMENT & SERVICES CORPORATION|1175 LORENZO GUERRERO ST COR ARQUIZA ST ERMITA, MANILA|||MS MARY L YORO|Cancelled|||5216675
3ce78bcb561d29551d0970c8860b4ee8a9545a99|AGM INTERNATIONAL SERVICES CO|RMS 400,409,411 GEDISCO CTR 1564 A.MABINI MLA|12/14/1993|12/13/1995|MS VICTORIA M CANLAS|Delisted|||
4ac4f9a0a19674379c8a09853c6613c181f3ae13|AGVILL RESOURCES INC|137 YAKAL ST MAKATI|||MR RENE AGUILA|Delisted|||
4791019d45bee4ce54e742805ee326ad3dd36e34|AIR SEA MULTI-SERVICES CORPORATION|2646-A TAFT AVE MALATE, MANILA|||MR FRANK P SANTOS|Delisted|||
f50000d7a22aae2c10841621bf3e9ba90a6370a2|AIRBUS MANPOWER SERVICES|NO. 142 MINDANAO AVE. QUEZON CITY|4/6/2000|4/6/2002|JOY G MAGDURULAN|Revoked|||9208518,9208522
08b9d0172588651a4f9e304b199394d940b9c2dd|AJ LEDESMA CONSTRUCTION CORPORATION|TORRE DE SALCEDO BLDG SALCEDO ST MAKATI||||Inactive|||
0af37e3ace5207413b125e9c91dc07198920b441|AJE MANAGEMENT & TECHNICAL SERVICES|101 TINDALO ST MAKATI MANILA|||EDILBERTO PONSE|Forever Banned|||
43e0394d516d8ce035c03af87fba1a06664f1f99|AL AMEER INTERNATIONAL SERVICES|MANILA|8/24/1998|8/23/2000|MS MA THERESA JAVIER|Denied Renewal|||5251504,5265777
4ff4ce4ac1c46a3d73b3c29d161fe1a159e02ac0|AL KHALEEJ INTERNATIONAL|2630 ROCKEFELLER ST MAKATI|||MR BERNARDO G MARCHAN|Forever Banned|||
fceeda172e53ca218d90bf3c82114930ecb45f0c|AL MANPOWER SERVICES & TRADING CORP|SUITE 1094-1095 VV SOLIVEN BLDG EDSA SAN JUAN|5/21/1986|5/21/1988|MR JULIO A MUTUC|Delisted|||
c4d92fa12fead099352151719c94db827e7fdc4f|ALBA MANPOWER & GENERAL SERVICES|1735 DIAN ST MAKATI|6/25/1996|6/24/1998|MS ALODIA LOVINA BATHAN|Delisted|||8313056,8318592
f1ac108ddb41d8930390db29f74796c79fbe58a4|AL-EID MANPOWER SERVICES|1860 A & B NEPOMUCENO BLDG L.GUINTO MALATE, MANILA|||MR ALEJO I LABRADOR|Forever Banned|||
bfdf6da2803073aa97bec7f068b7fa7b2e299de9|ALEN ENGINEERING CORPORATION|41 LINAW ST STA MESA HEIGHTS QUEZON CITY|||MR ALFREDO LAGMAN JR|Delisted|||
703870b4b0181b4b4d4a87534f8415968ff0ff85|ALI-REZA MANPOWER EXPONENT|RM 306 & 307 DIAMOND BLDG. LIBERTAD ST PASAY|1/10/1994|1/10/1996|HADJA SHARIFA QUE BASIL|Delisted|||
65c0e28beeb7d701f6b37e6928e59310b805fec0|ALL ASIA MANPOWER SERVICES, INC.|33 DAGAT-DAGATAN AVE. KALOOKAN METRO MANILA|4/20/1994|4/18/1996|MS AVELINA C TAN|Delisted|||
d62221f00cc8b6190f00086231cc083e36091d39|ALL COUNTRY EMPLOYMENT AGENCY COMPANY|MIDTOWN ARCADE RAMADA HOTEL ADRIATICO ST ERMITA, MANILA|||MR ANTHONY ZAMORA|Delisted|||
2529f1b88de7fea9be3235f8c49a9e2c163f3da5|ALLTECH CONTRACTORS INC|1295 G ARANETA AVE QUEZON CITY|4/21/2000|4/2/2000|MS CAROLINA M OCAMPO|Delisted|||7114031,7114032
90eebaf05aec02f9912c74836c0b06a40156c423|ALMAR SURVEYING COMPANY INC|RM 307-310 MEDALLA BLDG CUBAO, QUEZON CITY|||MR ELEUTERIO DELAS ALAS|Delisted|||9212601
e5283efaa147bafeb46a649818f83d35a4760013|AL-MUSSADIQ PLACEMENT CORPORATION|RM 201 RAMAN COND 1130 P TAMO COR KAMAGONG ST MAKATI|10/4/1993|10/3/1995|ATTY CELSO PALMA|Delisted|||
32680f3d3336d7a4944ef8a8591645c63d34ebe3|AL-MUSTANEER MANPOWER SUPPLY|2014 B SAN MARCELINO ST MALATE MANILA|4/21/1996|4/20/1998|MS MIRIAM D AL-MUSTANEER|Delisted|||
8213d885a56f54bea5c27aa808228952b7d09485|ALRO GENERAL SERVICES|8TH FLR PLYWOOD INDUSTRIES BLDG TM KALAW ERMITA, MANILA|||MR JEANFRANCO R ESPINA|Cancelled|||
118551aa95bee232767156bb7743a33015297a6a|AL-SADIQ MANPOWER CORPORATION|GF&1F 2430 TOPACIO ST.SN ANDRES BUKID STA. ANA, MANILA|4/3/2012|4/2/2016||Cancelled|||3913268
c348c47b68ccf3b1e94ddcd9cfaa0d2a51765388|AL-SHARIF OVERSEAS RECRUITMENT AGENCY|1647 SAN MARCELINO ST MALATE, MANILA|||DATU SABDULLAH R B SHARIF|Cancelled|||
4a897f206fe59d4cad6ffe3fb6b565876a15d7ec|ALTA-NARA GENERAL SERVICES|1341 MH DEL PILAR ST ERMITA MANILA|3/16/1994|3/14/1996|HENRIETTA TAN|Delisted|||
d95a3ce4cba228b164cdd6cb8d51bc8a2926eabc|ALUSAT ULTRA MANAGEMENT & RESOURCES|UNIT B,E,F,G 1602 M.ADRIATICO ST ERMITA MANILA|7/11/1995|7/11/1997|MR MUNAP A SALIDDIN|Delisted|||
1f754ac93f4413652ea95287146bf13f31a01ce3|AM ORETA & COMPANY INC|5TH FLR ERMITA BLDG ARQUIZA COR ALHAMBRA ERMITA, MANILA|||MR PEDRO B CARRILLO|Delisted|||
f72c58e73b369e1e302787b6b0d91f99dc0fc9aa|AMALGAMATED BUILDERS & CONTRACTORS INC|1704 A MABINI ST ERMITA, MANILA|||MR CARMELO F LAZATIN|Delisted|||
d4fb7cac717dd3a569ba9b7e38f5bab5ea1d20de|AMELCO ENGINEERS COMPANY|SARMIENTO BLDG AYALA AVENUE MAKATI|||MR FRANCISCO ABALOS|Cancelled|||
3239c4f441d6c9ee3c252cbe97d0ee831a769541|AMG MANPOWER SERVICES|397 CHICO ST. NAPICO PASIG CITY|6/23/1996|6/22/1998|MS ANGELINA M GOLETA|Delisted|||9152900,6563501
3406bd12acf326b3083d54baa14062fa59ca3194|AMPAVER CONSTRUCTION & TRADING CORPORATION|SUITE 301-304 JALANDONI BLDG 1444 MABINI ERMITA, MANILA|||MS AMPARO P DE VERA|Delisted|||
9c606fd9634c3394a12dfee5fe889a5d3161cd71|ANAHAW OVERSEAS EMPLOYMENT|75 KALANTIAO ST CUBAO, QUEZON CITY|||MR CID V ROBIELOS|Cancelled|||
a97453244b56ddecb02810eb68c59c553d99e43d|ANDAGAN CONSTRUCTION & GENERAL SERVICES INC|V AVENA & SONS BLDG 2278 ESPANA SAMPALOC, MANILA|||SULTAN SOLAIMAN GAMPONG|Forever Banned|||
3f8f2e606c6dfabb4984d375d1987c6ee2c2e591|ANDRADA ELECTRIC & ENGINEERING COMPANY|794-812 DEL MONTE AVE SFDM QUEZON CITY|||MR DANILO T ANDRADA|Delisted|||
44b39b6b64ef37d0afc67e63ffe550deeb70e232|ANGELES CONSTRUCTION CORPORATION|RM 203 TORRES BLDG PLARIDEL ST ANGELES CITY, PAMPANGA|||MR EMERITO L SANCHEZ|Cancelled|||
1c777c6e38da4ffe71c03862d4a593814c508d73|ANM MERCANTILE|768-A GEN MALVAR COR VELASQUEZ MALATE, MANILA|||MR ALFREDO T MACABUHAY|Delisted|||
ac512b432b9dd9284744845b05f33bf5881d4eb9|ANSCOR TRANSPORT & TERMINALS INC|1098 SANCIANGCO ST OTIS PACO, MANILA|||MR JUAN DE IBAZETA|Cancelled|||
9d36de0d1b7e9d823e8f090228fe739ea959149f|ANVIRO INCORPORATED|S306 TRINITY BLDG 636 TM KALAW ST ERMITA|5/4/1998|5/2/2000|MR ANGELES R ROBIS|Delisted|||5235080,5256765
62ffe9915f1d2bc4191657f148b4c8781b181d5b|APEX MANPOWER SERVICES INC|MARIWASA BLDG GRD FLR 717 AURORA BLVD QUEZON CITY|||MR ANTONIO A ALTIVEROS|Forever Banned|||
3e5481817308277cfdb8aa41091efde30a7b154f|APOLLO OVERSEAS MANPOWER SERVICES|MALGAPO ST. SAN VICENTE, GAPAN, NUEVA ECIJA|3/18/1995|11/18/1995|MYRA TORRES|Delisted|||
0c499338d53297d486d9b39a1b802543f53d944a|AQUARIUS ORIENT LOGISTICS INC|DAVID BLDG 567 SHAW BLVD MANDALUYONG|||MR MARCELINO T LIZASO|Cancelled|||
196f9814ebe5b58d6d3ae1ec8ee6f35585546220|ARABIAN GENERAL SERVICES|RM 222 BUENDIA COMM`L CENTER 2125 TAFT AVE PASAY CITY|12/2/1987|12/2/1989|MS MA ELENA OMAR IBRAHIM|Delisted|||
d019c85e4b1a05666861a22a1ad349a65e927be9|ARASER INTERNATIONAL MANPOWER SERVICES|CARDINAL BLDG 1427 F.AGONCILLO MALATE, MANILA|||MS PILAR B ARANA|Cancelled|||5217388
47ba99e5e8a84f73cba5dcf112d44591f524b61c|ARB PLACEMENT HOUSE RECRUITING AGENCY|508 UNLAD COND GEN MALVAR COR TAFT AVE MANILA|2/3/1987|2/3/1989|MR ANTONIO R BELTRAN|Delisted|||
e5f5741bc9f8d7a4161ba930b29f27eea07360ee|ARCHERS PROMOTION & EMPLOYMENT AGENCY INC (FOR ARIES PROM & EMPLOY`T)|2030 M.ADRIATICO ST MALATE, MANILA|1/8/1994|1/7/1996||Delisted|||
798e0c300a0503e2a48e0c4e2806648cb9d4f7e3|ARFLO CONSTRUCTION ENTERPRISES INC|947 JOSEFA LLANES ESCODA ERMITA, MANILA|11/8/1988|11/8/1990|ENGR PEDRO C MONTOYA|Delisted|||
04f20b7e8d7442df27086fcc91f8337ced280109|ARGO INC|105 GREENHEIGHTS AVE G`HEIGHT VILL SUCAT PQUE|12/27/1993|12/27/1995|MS MARIEL T CASTILLO|Delisted|||
a6d1422474770a143f079035db8710041b4e7bd7|ARJAMS MANPOWER SERVICES|2155-A TAFT BUS CTR BLG TAFT AVE MALATE, MANILA|10/25/2003|10/24/2007|ANTHONY P. NACINO|Delisted|||4001488
48301b485031ec6b6ddbddd46bdc47b0cf6b82e7|ARROW FREIGHT STEVEDORING|SANTIAGO KM 16 MC ARTHUR HWAY VALENZUELA|||MR MANSUETO E GATERA|Cancelled|||
8caa976005e2e20e70d88ad997add9b67fcf9a21|ARSE VIZMAR INDUSTRIES CORPORATION|217-B ROOSEVELT AVE SFDM QUEZON CITY|||MR ROBERTO A VIZCONDE|Delisted|||
8d55060c7f91bcc9cce21651a4ebce83b27c4696|ARTEL MANAGEMENT & SERVICES INC|901 J L ESCODA ST COR L GUINTO ERMITA, MANILA|||MR ERNESTO M MANAOIS|Cancelled|||
ed6b8910541b68e4aee8169dc0f1be416d37e76e|ASEAN ROYALE AGENCIES|2440 PALM COURT COR HARRISON PASAY CITY|||MR LEONARDO L GUERRERO|Cancelled|||
a1c1c510fe7ad181e4ef8f878ee3b72a08242dcb|ASIA EXECUTIVE RESOURCES INC|TIERRA BLDG ANGONO COR OSMENA MAKATI|2/19/1996|2/18/1998|KENNETH BUTT|Delisted|||
f4e6497341242172885e2500f9a7a71511185623|ASIA MED INTERNATIONAL MANPOWER, INC.|G/F & 2/F 1840-C VIR BLDG E RODRIGUEZ AVE QC|10/27/2002|10/26/2006|BARBARA B FARRUGIA|Cancelled|||
d15c07a366af9713183e95508e9a5860bedce061|ASIAN BULK TRANSPORT|3F RODA ST LEGASPI VILL MAKATI CITY|2/10/1987|2/10/1988|MR JAIME A FARRALES|Delisted|||8161290,8161291
bb74142a0b946803184ff50fa5493105ef822fc1|ASIAN CRUISER SHIPPING AGENCY INC|2028 F P.FLORENTINO ST SAMPALOC, MANILA|1/11/1989|1/11/1991|MR ROMEO D ESPOS|Delisted|||
bcd7b35f218e21f7424496e5f49ec1d7bf6c0c38|ASIAN DESIGN CONSTRUCTION COMPANY (PHILS) INC|11 FULGENCIO ST SFDM QUEZON CITY|||ATTY ARNALDO DIZON|Cancelled|||
4066d1b299aec82e0a3cd0ec22f474b29df860a9|ASIAN INTERNATIONAL CONTRACTORS INC|558 GEN MALVAR ST MALATE, MANILA|||MS CORAZON CALIWARA|Forever Banned|||5216279
5cf5cef4ccd7115130fe9a90dd2b7003b86d361e|ASIAN MARINE TRANSPORT CORP|#38 GORORDO AVENUE CEBU CITY, CEBU|8/9/2017|8/8/2020|PAOLO C RODRIGUEZ|Valid License|||
fb22b508b4dee1f7c69c6ea441754a5509619375|ASIAN PLACEMENT SERVICES|205 G PLANA ST BRGY STA LUCIA SAN JUAN|11/10/1997|11/9/1999|MS EVELYN V FERRER|Delisted|||
f0eacc8c47081cad9514b812ea8f180096378d51|ASIAN PROSPERITY LINES INC.|U-C 2F SAN ANTONIO BLDG WEST TRIANGLE QUEZON CITY|9/10/2000|9/9/2002|MR TRANQUILINO VENTURA JR|Delisted|||
01cc840ec2daa5b10f6beb5006941369bb55f34e|ASIAN STAR PLACEMENT COMPANY INC|8532 CAONG ST SAN ANTONIO VILL SAN ANTONIO VILLAGE, MAKATI|||MS CLAUDIA G NAGUNA|Forever Banned|||
03b97440d7ad0cc45a2abaf6b1d7aab1318cb4da|ASIAN WATER & SEWERS SYSTEMS INC|GAMMON HOUSE 110 RADA ST LEGASPI VILLAGE, MAKATI|||MARIO L SAN BUENAVENTURA|Cancelled|||8171372,8171747
c20ba438e7f78d7fc9008d994a4640883122f636|ASIA-PAC RESOURCES INC|1401 M.ADRIATICO ST ERMITA, MANILA|||MS PAQUITA TANDOC|Cancelled|||
42846e5823c5b4c87b1b9cb6befce00ed4f64c75|ASIATIC SEAFARERS AGENCY INC|238A CRUZ BLDG P OCAMPO SR AVE MAKATI|7/19/2001|7/18/2003|FELIX R RAVELAS|Denied Renewal|||
1406e484081a307129fe94664366c2666a782236|ASIATICA DEVELOPMENT & SERVICES CORPORATION|1651 SAN MARCELINO ST MALATE, MANILA|||DR FLORANTE J ABAYA|Forever Banned|||
5ae28e3bb242a78a0a717983d54704586bc2831b|ASSOCIATED MANPOWER PROMOTIONS & PLACEMENT CENTER INC|882 JP RIZAL ST MAKATI|||MS ARSENIA PARUNGAO|Cancelled|||
16e4ed8b0699baaea2de366499bfa6a03571d256|ASTRO MANPOWER PLACEMENT|13 MOTHER IGNACIA AVE ROXAS DISTRICT QUEZON CITY|||MR SALUSTIANO SOMOSO|Forever Banned|||
fbb18615836f39819029d624e1beeeb0aa5b286b|ATLANTIC OVERSEAS MANPOWER SERVICES INC|4TH FLR PASCOR BLDG QUIRINO AVE MALATE, MANILA|||ATTY ROGELIO DIO|Cancelled|||
d37b9dc801180f3e1f0587eea29c022506d11b95|AUCARMAR MANPOWER SERVICES|750 PABLO OCAMPO SR ST MALATE MANILA|8/3/2003|8/2/2007|CICERO L MALUNDA|Cancelled|||5257584
d08b87619be8c5dac3609fbe560903112933dcb8|AUDION ELECTRIC COMPANY INC|90 J.ABAD SANTOS HEROES HILL QUEZON CITY|||ENGR REYNALDO T ARINGO|Inactive|||
c1d3aaad350201d78f54d9aa7c855e206746d32f|AYALA CORPORATION|7TH FLR MAKATI STOCK EXCH BLDG AYALA AVE MAKATI|||ATTY RENATO DELA FUENTE|Inactive|||
47598f3c221020ec1432a6764c663250b258bd8a|AZDAMAN PHILIPPINES, INC|U1508 ANTEL GLOBAL BUS.TOWER,D O#A J.VARGAS,ORTIGA|3/21/2000|3/20/2002|EDNA C ENCARNACION|Delisted|||6874095
5f5d36fd12f4996d9dad7a9c94ed0a2166db214a|AZOZI MANPOWER OVERSEAS|1726 L. GUINTO ST. MALATE MANILA|10/8/2002|10/7/2006|JULIETA A ALKHUZEEM|Delisted|||5255198,5230879
d5e37e9531818237a7bef0b10a3903be53287d37|B & M ENGINEERING CORPORATION|20TH CENTURY BLDG 632 SHAW BLVD MANDALUYONG|||ENGR BENJAMIN L BARBER|Forever Banned|||
8cec2dac1c9a6ede7d6bddedfeb4fac48e408ca7|BAGONG FILIPINAS OVERSEAS CORPORATION|SUITE 505 VIP BLDG 1550 ROXAS BLVD MLA|||MR JESUS M NACIONGAYO|Cancelled|||
9807b9f3bff2c8ac2bd13bf0245a58be9adc5d67|BALM CONSTRUCTION COMPANY INC|3/F CASTRO BLDG TIMOG AVE QUEZON CITY|||MR ROMEO C BUENAVENTURA|Inactive|||
eda5c080513d6d6783dc160d1f808c2f9dc8cab5|BANTAYOG SHIPPING CORPORATION|PIER 4 NORTH HARBOR TONDO MANILA|9/10/1986|9/10/1987|MR ENRIQUE M ABOITIZ JR|Delisted|||
1810cd3f7322be1e59e8a6d2a3fe3148edb541d4|BAPP`S INTERNATIONAL MANPOWER INC|1322 PAZ ST PACO, MANILA|10/4/2001|10/3/2003|WILLIAM Y SY|Cancelled|||5637147,5641928
27e3d140a8ecb05f4832c78a1145f635c809e952|BASE CONSTRUCTION SERVICE GROUP INC|21 PRES. OSME#A ST MARIKINA METRO MANILA|||COL ANTONIO MA ALONTE|Cancelled|||
f159b69f630bb36d44dfbb72d9ef0e0833da929e|BASIC INTERNATIONAL SERVICES|475 REMEDIOS ST COR A.MABINI ST ERMITA MANILA|||MARIANNE SALLY ESTRELLA|Cancelled|||5217813
9b583c4380f2e03010cca8d117043c722df5404f|BATAAN INTERNATIONAL EXPORT-IMPORT & MANPOWER SERVICES INC|3/F VILLAFLOR BLDG 57 BUENDIA AVE MAKATI CITY|||MR NICANOR INTON|Forever Banned|||
a5bd992da5971abaf9ca3ebf9a46cb6493c82637|BATCH SHIPPING AGENCIES & MARINE SERVICES INC|STERLING COND BLDG DE LA ROSA LEGASPI VILL MAKATI|||MR JOSE ARISTEO COLMENAR|Delisted|||
51040f3de44d242f08f3595625d705065d918eba|BB CERVANTES PLACEMENT CENTER (INTERNATIONAL)|68 CARBAL BLDG WEST AVE QUEZON CITY|||MR BLAS B CERVANTES|Cancelled|||
aac4782db868fd4efe9a2042234d6c495f1f2b93|BDR INTERNATIONAL SERVICES INC|1180 E.RODRIGUEZ SR BLVD QUEZON CITY|7/28/1988|9/21/1992|MS BRENDA A DAYOT|Forever Banned|||
a4e5b5b1ec72265722117178756278afe9c94b89|BEE GENERAL SERVICES|2F OCEANIC COMM`L BLDG P.TAMO ST MAKATI CITY|||MS BELEN S ESTRELLA|Forever Banned|||
c8b71a1f290830b0958a1ea3bcd2b622708c978d|BELOVED INTERNATIONAL AGENCY INC|2205 LEVERIZA ST PASAY CITY|||CAPT VIRGILIO G CLOMA|Forever Banned|||8316891,8330278
120757d79eaaea98d23d00a04150884263fcf8a8|BEN ABASTILLAS CONSTRUCTION INC|3RD FLOOR NERY BLDG TAMBO PARANAQUE MM|||MR BEN ABASTILLAS|Inactive|||
d2b7f1b4a32fceb4c6807a04647ad48d96330c4c|BEST RESOURCES CORPORATION|SUITE 301 CUASAY BLDG 678 AURORA BLVD QC|||MR RAMON MANGAHAS|Cancelled|||
e9fa5c459676f8eb2b95826e2f56658c0975e73f|BETMAR SERVICES COMPANY|SUITE 604 SAN CARLOS APTS ERMITA MANILA|||MS MARINA IMBAT|Cancelled|||
1e53130b900217c7dfbaf8be02ef9c3d97ae9ace|BETTER BUILDERS CONSTRUCTION CORPORATION|2158 CAROLINA ST MALATE MANILA|||MR ROLANDO BAYOT|Cancelled|||
e0500acbe7d6c0d2851944937d2171f40a153556|BETTER LIFE INTERNATIONAL SERVICES|138 E.RODRIGUEZ SR AVE QUEZON CITY|||MR DESIDERIO ANOLIN|Cancelled|||
a4f6348ee1e703d1a8aec6146c34d2ea90ac8dd7|BG SPECIALIST PLACEMENT SERVICES|GIT BLDG 509 MENDOZA ST QUIAPO MANILA|||MR BONITO DE GUZMAN|Cancelled|||
7780b0642eca2dc11478ca2f100f5c7d4a84434e|BICPAN BUILDERS & DEVELOPMENT CORPORATION|HOLIDAY COMM`L COMPLEX LIBERTAD PASAY CITY||||Forever Banned|||8315331
9af39479bd25fea1e9d266475265b2a825044676|BIENTE UNO PROMOTIONS, INC.|264 VERGEL ST PASAY CITY|12/30/2002|12/29/2006|MARITES P ELLAMIL|Delisted||bienteuno@vasia.com|8866798
cc9d789398b27700328740e394f56cfcd86480b1|BLESSED SHIPPING AGENCY CORPORATION|2143-B LEVERIZA ST PASAY CITY|||FILOMENO S ORTIZ JR|Delisted|||8325203
584d9fb0ab24b0c6a675e87f9c50542419c1f832|BMC MARINE INC|391 J.RIZAL ST BO.NAMAYAN MANDALUYONG|11/3/1988|11/27/1994|MR CHRISTOPHER C RAMOS|Delisted|||
73aa0a06b58424c7199af6c263a566f69eb20c92|BPVB INTERCONTINENTAL MANPOWER & MANAGEMENT SERVICES INC|SUITE 13 2/F HOLIDAY PLAZA C`PLEX LIBERTAD PSY|||MS ANITA BUGARIN|Cancelled|||8333698
