govid|english_name|fax
4110|Chen Chen Co|22648201

1415|Perfect Maid Centre|25100038
1416|Perfect Maid Centre|25100038
1418|Perfect Maid Centre|25100038

1418|Perfect Maid Centre|25100038
1415|Perfect Maid Centre|25100038
1416|Perfect Maid Centre|25100038

1493|KAREN & COMPANY|28878350
58|Helpful Company|28878350

1545|JL Employment Centre|24791970
1546|JL Employment Centre|24791970

1558|CB Consultants|23853905
1656|Chris Benne|23853905
2144|TEH WONG MANPOWER|23853905

1612|LI WING EMPLOYMENT CENTRE|28971982
1889|NAULI EMPLOYMENT AGENCY COMPANY LIMITED|28971982

1656|Chris Benne|23853905
1558|CB Consultants|23853905
2144|TEH WONG MANPOWER|23853905

1658|FESDI EMPLOYMENT CENTRE|28992161
3066|FESDI EMPLOYMENT CENTRE|28992161
3070|FESDI EMPLOYMENT CENTRE|28992161
3072|FESDI EMPLOYMENT CENTRE|28992161
3074|FESDI EMPLOYMENT CENTRE|28992161

1671|FAN IN EMPLOYMENT AGENCY LIMITED|37530456
1653|Dragon Castle Employment Agency Limited|37530456

1855|K & H Employment Agency|27157770
346|K&P; Employment Agency|27157770
3724|K&P; Employment Agency|27157770

1909|WELL SHINE CO.|30109787
3488|WELL SHINE CO.|30109787

2144|TEH WONG MANPOWER|23853905
1558|CB Consultants|23853905
1656|Chris Benne|23853905

2297|Best of Best (BOB) Employment Centre|28981738
3383|Best of Best (BOB) Employment Centre|28981738

2734|CLARICH EMPLOYMENT COMPANY|25743304
274|PBI Employment Services & Trading Company|25743304

3074|FESDI EMPLOYMENT CENTRE|28992161
1658|FESDI EMPLOYMENT CENTRE|28992161
3066|FESDI EMPLOYMENT CENTRE|28992161
3070|FESDI EMPLOYMENT CENTRE|28992161
3072|FESDI EMPLOYMENT CENTRE|28992161

3242|Kex Industrial Company|28697900
1397|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1398|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1399|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1400|FURTHER CREATION EMPLOYMENT CENTRE|28697900
53|Finest International Limited|28697900
54|Finest International Limited|28697900
64|Superiority International Limited|28697900

3257|POINTS AGENCY|28159750
556|Get Maid Agency|28159750
557|Get Maid Agency|28159750
558|Get Maid Agency|28159750

3382|Grand Royal (AFT) Employment|27648688
1174|Grand Royal (AFT) Employment|27648688
1818|Grand Palace Employment Agency Centre|27648688
3998|GRAND WINNERS EMPLOYMENT CENTRE|27648688
4012|Grand Royal (AFT) Employment|27648688
4013|Grand Royal (AFT) Employment|27648688

3430|Ming Tak Services Company|29888512
576|Ming Tak Services Company|29888512

3724|K&P; Employment Agency|27157770
1855|K & H Employment Agency|27157770
346|K&P; Employment Agency|27157770

3843|THE ONE HELPER AGENCY|82662846
4064|THE ONE HELPER AGENCY|82662846

4057|CAMBRIDGE CONSULTANTS|26082991
3507|MING YIP CONSULTANT|26082991

4082|Fong Wah Trading Co|39933850
2124|FAI SING (HONG KONG) LIMITED|39933850

4212|EC5M LIMITED|30138810
2519|directhire.hk|30138810

4214|Good Link Consultants|81040816
240|Good Link Consultants|81040816

58|Helpful Company|28878350
1493|KAREN & COMPANY|28878350

419|Blue Sky Co.|27090758
513|The Searchers Human Resources Co.|27090758

522|Tai Ping Employment Agency|27619693
1566|J & P Employment Agency|27619693

590|HERO INDONESIA|37475880
2402|TACKLE STAR|37475880

621|Anlida|30057600
3065|Anlida|30057600

1171|C & D EMPLOYMENT AGENCY|31767419
1170|C & D EMPLOYMENT AGENCY|31767419

1566|J & P Employment Agency|27619693
522|Tai Ping Employment Agency|27619693

1588|Liberty Employment Agency|37967729
4166|Liberty Employment Agency|37967729

1744|LYNCH BRIGHT LIMITED|23381444
3335|LINCOLN EMPLOYMENT AGENCY|23381444

2519|directhire.hk|30138810
4212|EC5M LIMITED|30138810

3065|Anlida|30057600
621|Anlida|30057600

4110|Chen Chen Co|22648201
1256|Chen Chen Co|22648201

2249|HOME CARE EMPLOYMENT AGENCY LIMITED|26739277
2250|HOME CARE EMPLOYMENT AGENCY LIMITED|26739277
3421|SUNTEL ENTERPRISES|26739277

2588|FamilyMaid Employment Services Limited|35868860
2587|FamilyMaid Employment Services Limited|35868860

3421|SUNTEL ENTERPRISES|26739277
2249|HOME CARE EMPLOYMENT AGENCY LIMITED|26739277
2250|HOME CARE EMPLOYMENT AGENCY LIMITED|26739277

