govid|english_name|address
5becc464ee88cc28a96b815b|MUHAMMAD SHUAIB TRADING AS FRANKI FOREX INTERNATIONAL|SHOP 71A, G/F, BLOCK 7-14, CITY GARDEN, 233 ELECTRIC ROAD, NORTH POINT, HONG KONG
5becc46eee88cc28a96b8261|PACIFIC ACE FOREX H.K. LIMITED|SHOP 70A, G/F, BLOCK 7-14, CITY GARDEN, 233 ELECTRIC ROAD, NORTH POINT, HONG KONG
5becc3fdee88cc28a96b764a|CHEUNG CHONG LIMITED TRADING AS CHEUNG CHONG MONEY EXCHANGE|SHOP 81D, G/F, BLOCK 7-14, CITY GARDEN, 233 ELECTRIC ROAD, NORTH POINT, HONG KONG
5becc408ee88cc28a96b7762|CZARINA REMITTANCE COMPANY LIMITED|SHOP 76A, G/F, BLOCK 7-14, CITY GARDEN, 233 ELECTRIC ROAD, NORTH POINT, HONG KONG
5becc476ee88cc28a96b8340|PRIZESMART LIMITED|SHOP 51, 52, G/F, COMMERCIAL PODIUMS BELOW BLOCK 7-14, CITY GARDEN, 233 ELECTRIC ROAD, NORTH POINT, HONG KONG

1467|Joe Employment (Oversea) Agency Co|Shop B27, 1st floor, Richly Plaza, Kingswood Villas, Tin Shui Wai, New Territories
5becc403ee88cc28a96b76e3|CHU YONGWEI TRADING AS WINTONE EXCHANGE COMPANY|SHOP C112A, 1/F, KINGSWOOD RICHLY PLAZA, LOCWOOD CRT, KINGSWOOD VILLAS, TIN SHUI WAI, NEW TERRITORIES
5becc44fee88cc28a96b7f26|LAU CHI FUNG TRADING AS PO WU FOREIGN EXCHANGE|SHOP C83A &#38; C83B, 1/F, KINGSWOOD RICHLY PLAZA, LOCWOOD CRT, KINGSWOOD VILLAS, TIN SHUI WAI, NEW TERRITORIES
5becc422ee88cc28a96b7a4a|GUAN YAN FEN|SHOP C55B, 1/F, KINGSWOOD RICHLY PLAZA, 1 TIN WU ROAD, TIN SHUI WAI, NEW TERRITORIES
5becc4afee88cc28a96b8972|YU CHAU LING EMILY TRADING AS UNIVERSAL MONEY EXCHANGE CO.|SHOP F2, 1/F, KINGSWOOD RICHLY PLAZA, PHASE II, 1 TIN WU ROAD, TIN SHUI WAI, NEW TERRITORIES

1683|Silver Ocean Manpower Services Company|Shop 63B, Ground floor, Site 2, Charming Garden, 8 Hoi Ting Road, Mong Kok, Kowloon
5becc4aaee88cc28a96b88d6|YANG KAM TIN EDMUND TRADING AS SOLO BARU|SHOP 63A, G/F, SITE 2 CHARMING GARDEN, 8 HOI TING ROAD, MONG KOK, KOWLOON

1693|TY OVERSEAS EMPLOYMENT SERVICES|Shop 142, 1st floor, Fullview Garden Shopping Centre, 18 Siu Sai Wan Road, Siu Sai Wan, Hong Kong
5becc41fee88cc28a96b79f5|GOOD DEVELOPMENT LIMITED TRADING AS TOKO BANG YAU|SHOP 101, 1/F, FULLVIEW GARDEN, 18 SIU SAI WAN ROAD, CHAI WAN, HONG KONG

1896|KAMPO EMPLOYMENT AGENCY|Shop 49B, Ground floor, Belvedere Square, Belvedere Garden Phase 3, 625 Castle Peak Road, Tsuen Wan, New Territories
5becc43fee88cc28a96b7d76|KEYBASE GLOBAL (HK) LIMITED TRADING AS AP MART|FLAT /ROOM M13, G/F, BELVEDERE SQUARE MARKET, BELVEDERE GARDEN, PHASE 3, 625 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES

1962|HT EMPLOYMENT CENTRE LIMITED|Shop 2, Ground floor, Chung Nam Mansion, 88 Ma Tau Chung Road, To Kwa Wan, Kowloon
5becc448ee88cc28a96b7e5b|KONG KAI CHUNG TRADING AS PO HING HO|SHOP C3, G/F, CHUNG NAM MANSION, 86-88 MA TAU CHUNG ROAD, TO KWA WAN, KOWLOON

2163|EDELWEISS EMPLOYMENT SERVICES COMPANY LIMITED|Shop 211, 2nd floor, Causeway Bay Centre, 15-23 Sugar Street, Causeway Bay, Hong Kong
5becc4a5ee88cc28a96b8841|WONG CHUN WING TRADING AS SHINE DA (H.K) CO.|SHOP 214, 2/F, CAUSEWAY BAY CENTRE, 15-23 SUGAR STREET, CAUSEWAY BAY, HONG KONG
5becc411ee88cc28a96b786a|FAST ACCESS CORPORATION LIMITED|FLAT 209, 2/F, CAUSEWAY BAY CENTRE, 15-23 SUGAR STREET, CAUSEWAY BAY, HONG KONG

2587|FamilyMaid Employment Services Limited|Flat D, 11th floor, Causeway Tower, 16-22 Causeway Road, Causeway Bay, Hong Kong
5becc450ee88cc28a96b7f30|LAU KWAI CHEUNG TRADING AS FAMILYMAID EXPRESS|FLAT D, 11/F, CAUSEWAY TOWER, 16-22 CAUSEWAY ROAD, CAUSEWAY BAY, HONG KONG

3102|UP STAR EMPLOYMENT AGENCY LIMITED|Shop 0105, Ground floor, Smiling Shaukeiwan Plaza, 17 Nam Hong Street, Shau Kei Wan, Hong Kong
5becc49dee88cc28a96b8770|UP STAR EMPLOYMENT AGENCY LIMITED|SHOP 0105, G/F, SMILING SHAUKEIWAN PLAZA, 17 NAM HONG ST, SHAU KEI WAN, HONG KONG

3163|EDU CO.|Room 117, 1st floor, Goodwill Industrial Building, 36-44 Pak Tin Par Street, Tsuen Wan, New Territories
5becc41aee88cc28a96b795b|GEMSTAR TECHNOLOGY COMPANY LIMITED|ROOM 106, 1/F, GOODWILL INDUSTRIAL BLDG, 36-44 PAK TIN PAR STREET, TSUEN WAN, NEW TERRITORIES

3577|Ensemble Human Resources Co. Limited|Shop 2, Ground floor, Winland Building, 1A-1F, 1-13 Shui Che Kwun Street, Yuen Long, New Territories
5becc481ee88cc28a96b8474|SIM CHI YUEN TONY TRADING AS YUET SING FOREIGN EXCHANGE CO.|SHOP 11, G/F, WINLAND BUILDING, 1A-1F, 1,3,5, 7,9,13, SHUI CHE KWUN STREET, YUEN LONG, NEW TERRITORIES
5becc3f8ee88cc28a96b75b0|CHAN WAI CHUNG TRADING AS WAH WUI MONEY EXCHANGE CO.|SHOP 9&#38;10, G/F, WINLAND BUILDING, 11 SHUI CHE KWUN STREET, YUEN LONG, NEW TERRITORIES

3806|BBDS TRADING|Shop 12B, 3rd floor, Tung Yick Building, 8 Yu King Square, Yuen Long, New Territories
5becc475ee88cc28a96b8333|PRIZESMART LIMITED|SHOP 1A, 3/F, TUNG YIK BUILDING, 8 YU KING SQUARE, YUEN LONG, NEW TERRITORIES
5becc473ee88cc28a96b82f6|PNB GLOBAL REMITTANCE AND FINANCIAL COMPANY (HK) LIMITED|SHOP 9, 3/F, TUNG YIK BLDG., 8 YU KING SQUARE, YUEN LONG, NEW TERRITORIES

3844|Helper Adviser Limited|Unit C, 4th floor, China Insurance Building, 48 Cameron Road, Tsim Sha Tsui, Kowloon
5becc420ee88cc28a96b7a22|GRAND OCEAN ASIA LIMITED|UNIT C, 4/F, CHINA INSURANCE BUILDING, 48 CAMERON ROAD, TSIM SHA TSUI, KOWLOON

3914|Pinnacle and Associates Limited|Unit 310, 3rd floor, Houston Centre, 63 Mody Road, Tsim Sha Tsui East, Kowloon
5becc407ee88cc28a96b775a|CURRENCY UNION (INTERNATIONAL) REMITTANCE LIMITED|UNIT 310, 3/F, HOUSTON CENTRE, 63 MODY ROAD, TSIM SHA TSUI, KOWLOON

4040|GO GO CONSULTANCY|Room 1905, 19th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories
5becc4acee88cc28a96b890d|YING CHOI INTERNATIONAL EXCHANGE LIMITED|FLAT 1903A, 19/F, NAN FUNG CENTRE, 264-298 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES

4187|Happiness (HK) Overseas Employment Consultants Limited|Unit 310, 3rd floor, Houston Centre, 63 Mody Road, Tsim Sha Tsui East, Kowloon
5becc407ee88cc28a96b775a|CURRENCY UNION (INTERNATIONAL) REMITTANCE LIMITED|UNIT 310, 3/F, HOUSTON CENTRE, 63 MODY ROAD, TSIM SHA TSUI, KOWLOON

3|OVERSEAS EMPLOYMENT CENTRE LTD.|Shop 1-018, Tsueng Kwan O Plaza, 1 Tong Tak Street, Tseung Kwan O, New Territories
5becc43cee88cc28a96b7d13|KAYARAYA LIMITED|FLAT 84, SHEUNG TAK MARKET, SHEUNG TAK PLAZA, 2 TONG MING STREET, TSEUNG KWAN O, NEW TERRITORIES

75|Silver Region Development Limited|Shop 125, 1st floor, Peninsula Centre, 67 Mody Road, Tsim Sha Tsui East, Kowloon
5becc44aee88cc28a96b7ea1|KUNG KWOK LAI TRADING AS GOOD GOOD MONEY EXCHANGE CO.|SHOP 77, 1/F, HOUSTON CENTRE, 63 MODY ROAD, TSIM SHA TSUI EAST, TSIM SHA TSUI, KOWLOON

99|Safe Trading Co|Rooms 2-3, 2nd floor, Hop Yick Commercial Centre, 33 Hop Choi Street, Yuen Long, New Territories
5becc423ee88cc28a96b7a62|HAC REMIT LIMITED|SHOP 60, 2/F, HOP YICK COMMERCIAL CENTER, 33 HOP CHOI STREET, YUEN LONG, NEW TERRITORIES
5becc4abee88cc28a96b88e0|YAU LAI WA TRADING AS INDO TONG|SHOP 33A, 2/F, HOP YIK COMMERCIAL CENTRE, 33 HOP CHOI STREET, YUEN LONG, NEW TERRITORIES

102|Trustworthy Consultants|Shop 6B, Ground floor, Kam Fuk Court, 5-11 Sai Yu Street, Yuen Long, New Territories
5becc424ee88cc28a96b7a7e|HANG SHUN MONEY EXCHANGE LIMITED|PORTION OF SHOP 5, G &#38; COCKLOFT/F, KAM FOOK COURT, 5-11 SAI YU ST, YUEN LONG, NEW TERRITORIES

147|Wintip Employment Services Limited|Shop 125, 1st floor, Peninsula Centre, 67 Mody Road, Tsim Sha Tsui East, Kowloon
5becc44aee88cc28a96b7ea1|KUNG KWOK LAI TRADING AS GOOD GOOD MONEY EXCHANGE CO.|SHOP 77, 1/F, HOUSTON CENTRE, 63 MODY ROAD, TSIM SHA TSUI EAST, TSIM SHA TSUI, KOWLOON

180|Elegant Employment Agency|Shop 242, 2nd floor, Lik Sang Plaza, 269 Castle Peak Road, Tsuen Wan, New Territories
5becc451ee88cc28a96b7f44|LBC MABUHAY HONG KONG LIMITED|SHOP 260, 2/F, LIK SANG PLAZA, 269 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES
5becc45aee88cc28a96b803a|LUCKY STAR MANAGEMENT LIMITED|SHOP 280, 2/F, LIK SANG PLAZA, 269 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES
5becc45bee88cc28a96b8051|LULU FINANCIAL SERVICES (HONG KONG) LIMITED TRADING AS LULU MONEY|SHOP 230, 2/F, LIK SANG PLAZA, 269 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES
5becc462ee88cc28a96b8113|MOHAMMAD, RIAZ TRADING AS FRANKI EXCHANGE CO|SHOP 208, 2/F, LIK SANG PLAZA, 269 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES
5becc46eee88cc28a96b8267|PACIFIC ACE FOREX H.K. LIMITED|SHOP 225, 2/F, LIK SANG PLAZA, 269 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES
5becc3f1ee88cc28a96b74d4|BRI REMITTANCE COMPANY LIMITED|SHOP 214, 2/F, LIK SANG PLAZA, 269 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES
5becc478ee88cc28a96b8379|R.S.(H.K.) COMPANY LIMITED|SHOP 201-2, 2/F, LIK SANG PLAZA, 269 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES
5becc465ee88cc28a96b815f|MUHAMMAD SHUAIB TRADING AS FRANKI FOREX INTERNATIONAL|SHOP 208, 2/F, LIK SANG PLAZA OF FOO YU BUILDING, 269 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES
5becc3f0ee88cc28a96b74b4|BNI REMITTANCE LIMITED|FLAT 209, 2/F, LIK SANG PLAZA, FOO YU BUILDING, 269 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES

230|Hoi Shing Man Power Agency|Shop 45-46, Ground floor, Whampoa 108 Shopping Arcade, 19-23 Man Tai Street, Hung Hom, Kowloon
5becc3c9ee88cc28a96b7380|BHF HONG KONG LIMITED TRADING AS BHF SANGLAAN|SHOP 102, G/F, 108 WHAMPOA SHOPPING CENTRE, WHAMPOA ESTATE, 19-23 MAN TAI STREET, HUNG HOM, KOWLOON
5becc3f0ee88cc28a96b74b2|BNI REMITTANCE LIMITED|SHOP 83, G/F, WHAMPOA 108 SHOPPING CENTRE, WHAMPOA EST, 19-23 MAN TAI STREET, HUNG HOM, KOWLOON
5becc3c7ee88cc28a96b735f|BCA FINANCE LIMITED|SHOP 50, G/F, 108 SHOPPING ARCADE, 19-23 MAN TAI STREET, HUNG HOM, KOWLOON
5becc486ee88cc28a96b84f6|SRI-AYEM-SUGIATI TRADING AS TOKO WIJAYA INDONESIA|SHOP 13 &#38; 14, G/F, WHAMPOA 108 SHOPPING CENTRE, 19-23 MAN TAI STREET, HUNG HOM, KOWLOON
5becc4aeee88cc28a96b8956|YIP SHING YUNG TRADING AS TOKO ANDY TRADING CO.|SHOP 73, G/F, 108 SHOPPING ARCADE, 19 MAN TAI ST, HUNG HOM, KOWLOON

256|CHOW'S FAMILY SERVICES CO|Shop 4, 2nd floor, Hop Yick Commercial Centre, 33 Hop Choi Street, Yuen Long, New Territories
5becc423ee88cc28a96b7a62|HAC REMIT LIMITED|SHOP 60, 2/F, HOP YICK COMMERCIAL CENTER, 33 HOP CHOI STREET, YUEN LONG, NEW TERRITORIES
5becc4abee88cc28a96b88e0|YAU LAI WA TRADING AS INDO TONG|SHOP 33A, 2/F, HOP YIK COMMERCIAL CENTRE, 33 HOP CHOI STREET, YUEN LONG, NEW TERRITORIES

265|Mrs. MA's Employment Services|Shop 33-3, Level 2, Tai Po Plaza, 1 On Tai Road, Tai Po, New Territories
5becc497ee88cc28a96b86c8|TRUST MONEY EXCHANGE|SHOP 5 ON LEVEL 1, JADE PLAZA, 3 ON CHEE ROAD, TAI PO, NEW TERRITORIES

283|Nation Employment Agency Limited|Shop 73, 1st floor, Fu Fai Shopping Centre, 28 On Shing Street, Ma On Shan, New Territories
5becc490ee88cc28a96b861b|TJHIN, WAHYUDI CHANDRA TRADING AS CHANDRA|SHOP 72A, 1/F, FU FAI GARDEN, 28 ON SHING STREET, MA ON SHAN, NEW TERRITORIES

305|Technic Employment Service Centre Limited|Shop 113, Level 3, Lucky Plaza, 1-15 Wang Pok Street, Sha Tin, New Territories
5becc45fee88cc28a96b80cd|METRO REMITTANCE (HONG KONG) LIMITED|SHOP 104, LEVEL 3, SHATIN LUCKY PLAZA, 1-15 WANG POK STREET, SHA TIN, NEW TERRITORIES
5becc46cee88cc28a96b822d|OWTEL MONEY (HONG KONG) LIMITED TRADING AS OWTEL MONEY|SHOP 67, LEVEL 3 SHATIN LUCKY PLAZA, 1-15 WANG POK ST, SHA TIN, NEW TERRITORIES

310|Josie James Integrated Personnel Consultancy|Shop 255, 2nd floor, World-Wide Plaza, 19 Des Voeux Road Central, Central, Hong Kong
5becc45aee88cc28a96b8037|LUCKY STAR MANAGEMENT LIMITED|SHOP 223, 2/F, WORLD WIDE PLAZA, 19 DES VOEUX ROAD CENTRAL, CENTRAL, HONG KONG
5becc46dee88cc28a96b8239|OWTEL MONEY (HONG KONG) LIMITED TRADING AS OWTEL MONEY|SHOP 218, 2/F, WORLD WIDE PLAZA, 19 DES VOEUX ROAD CENTRAL, CENTRAL, HONG KONG
5becc46cee88cc28a96b822f|OWTEL MONEY (HONG KONG) LIMITED TRADING AS OWTEL MONEY|SHOP 268 &#38; 269, 2/F, WORLD WIDE PLAZA, 19 DES VOEUX ROAD CENTRAL, CENTRAL, HONG KONG
5becc460ee88cc28a96b80e5|METRO TOP HOLDINGS LIMITED|SHOP 246B, 2/F, WORLD WIDE PLAZA, 19 DES VOEUX ROAD, CENTRAL, HONG KONG
5becc472ee88cc28a96b82d8|PINOY EXPRESS SERVICES LIMITED|SHOP 240, 2/F, WORLD WIDE PLAZA, 19 DES VOEUX ROAD, CENTRAL, HONG KONG
5becc424ee88cc28a96b7a90|HATARI EXPRESS HOLDINGS LIMITED|SHOP 251, 2/F, WORLD WIDE HOUSE, 19 DES VOEUX ROAD CENTRAL, CENTRAL, HONG KONG
5becc410ee88cc28a96b7841|EXPRESS PADALA (HONG KONG) LIMITED|SHOP 231,232,233,234&#38;237, 2/F, WORLDWIDE PLAZA, 19 DES VOEUX ROAD CENTRAL, CENTRAL, HONG KONG

328|Family Care Employment Agency|Shop 58, Ground floor, Block 12, City Garden, 233 Electric Road, North Point, Hong Kong
5becc45dee88cc28a96b8099|MARIANO, CARLOS S. TRADING AS MILLENNIUM EXCHANGE AND REMITTANCE|SHOP 79A, G/F, BLOCK 13, CITY GARDEN SHOPPING ARCADE, 233 ELECTRIC ROAD, NORTH POINT, HONG KONG
5becc46dee88cc28a96b824c|P2H (HONG KONG) PTE LIMITED|SHOP 83D &#38; E, G/F, BLOCK 13, CITY GARDEN SHOPPING CENTRE, 233 ELECTRIC ROAD, NORTH POINT, HONG KONG
5becc3fdee88cc28a96b7648|CHEUNG CHONG LIMITED TRADING AS CHEUNG CHONG MONEY EXCHANGE|SHOP 83D &#38; 83E, G/F, BLOCK 13, CITY GARDEN SHOPPING CENTRE, 233 ELECTRIC ROAD, NORTH POINT, HONG KONG
5becc451ee88cc28a96b7f4b|LBC MABUHAY HONG KONG LIMITED|SHOP 69D&#38;E, 75A, G/F, BLOCK 13, CITY GARDEN SHOPPING ARCADE, 233 ELECTRIC ROAD, NORTH POINT, HONG KONG
5becc462ee88cc28a96b8111|MOHAMMAD, RIAZ TRADING AS FRANKI EXCHANGE CO|SHOP 71A, G/F, BLOCK 7-14, CITY GARDEN, 233 ELECTRIC ROAD, NORTH POINT, HONG KONG
5becc464ee88cc28a96b815b|MUHAMMAD SHUAIB TRADING AS FRANKI FOREX INTERNATIONAL|SHOP 71A, G/F, BLOCK 7-14, CITY GARDEN, 233 ELECTRIC ROAD, NORTH POINT, HONG KONG
5becc46eee88cc28a96b8261|PACIFIC ACE FOREX H.K. LIMITED|SHOP 70A, G/F, BLOCK 7-14, CITY GARDEN, 233 ELECTRIC ROAD, NORTH POINT, HONG KONG
5becc3fdee88cc28a96b764a|CHEUNG CHONG LIMITED TRADING AS CHEUNG CHONG MONEY EXCHANGE|SHOP 81D, G/F, BLOCK 7-14, CITY GARDEN, 233 ELECTRIC ROAD, NORTH POINT, HONG KONG
5becc408ee88cc28a96b7762|CZARINA REMITTANCE COMPANY LIMITED|SHOP 76A, G/F, BLOCK 7-14, CITY GARDEN, 233 ELECTRIC ROAD, NORTH POINT, HONG KONG
5becc45aee88cc28a96b8031|LUCKY MONEY HONG KONG LIMITED|FLAT 82B, G/F, BLOCK 13, CITY GARDEN SHOPPING CENTRE, 233 ELECTRIC ROAD, NORTH POINT, HONG KONG
5becc476ee88cc28a96b8340|PRIZESMART LIMITED|SHOP 51, 52, G/F, COMMERCIAL PODIUMS BELOW BLOCK 7-14, CITY GARDEN, 233 ELECTRIC ROAD, NORTH POINT, HONG KONG

337|Asia International Employment Agency Company|Shop 121, Level 5, Sceneway Plaza, 8 Sceneway Road, Lam Tin, Kowloon
5becc401ee88cc28a96b76af|CHOW CHI WAH TRADING AS NGAN FUNG MONEY EXCHANGE COMPANY|SHOP 8 LEVEL 3, SCENEWAY PLAZA, 8 SCENEWAY ROAD, LAM TIN, KOWLOON

376|Sunlight Employment Agency|Shop 49, Level 5, Sceneway Plaza, 8 Sceneway Road, Lam Tin, Kowloon
5becc401ee88cc28a96b76af|CHOW CHI WAH TRADING AS NGAN FUNG MONEY EXCHANGE COMPANY|SHOP 8 LEVEL 3, SCENEWAY PLAZA, 8 SCENEWAY ROAD, LAM TIN, KOWLOON

386|Sunlight Employment Agency|Shop 33, Level 3, Sha Tin Centre, 2-16 Wang Pok Street, Sha Tin, New Territories
5becc45fee88cc28a96b80cd|METRO REMITTANCE (HONG KONG) LIMITED|SHOP 104, LEVEL 3, SHATIN LUCKY PLAZA, 1-15 WANG POK STREET, SHA TIN, NEW TERRITORIES

423|Comfort Domestic Services|Shop 158, Maxi Base, Maximall City Garden, 233 Electric Road, North Point, Hong Kong
5becc475ee88cc28a96b832f|PRIORITY EXCHANGE LIMITED|SHOP 187, BLOCK 1-3, MAXI BASE OF CITY GARDEN, 233 ELECTRIC ROAD, NORTH POINT, HONG KONG

433|A.V.M.S. Limited|Shop 26, Ground floor, Block A, Town Centre, Fairview Park, Yuen Long, New Territories
5becc487ee88cc28a96b850a|SUKAIKU MARKETING COMPANY|SHOP 7B &#38; 7C, G/F, BLOCK E, TOWN CENTRE, FAIRVIEW PARK, YUEN LONG, NEW TERRITORIES

456|Asia Well Employment Service|Shop A36, Ground floor, Nan Fung Plaza, 8 Pui Shing Road, Tseung Kwan O, New Territories
5becc45fee88cc28a96b80d1|METRO REMITTANCE (HONG KONG) LIMITED|COMMERCIAL UNIT A-35, G/F, NAN FUNG PLAZA, 8 PUI SHING ROAD, TSEUNG KWAN O, NEW TERRITORIES
5becc46aee88cc28a96b8205|ORIENT EXCHANGE COMPANY (HK) LIMITED|COMMERCIAL UNIT A43, G/F, NAN FUNG PLAZA, 8 PUI SHING ROAD, TSEUNG KWAN O, NEW TERRITORIES
5becc4b3ee88cc28a96b89da|ZHUANG WEN QUAN TRADING AS EASING SOUTH-EAST ASIA FOODS CO.|SHOP T-VH8-9, G/F, TSEUNG KWAN O MARKET, VERBENA HEIGHTS, 8 MAU TAI ROAD, TSEUNG KWAN O, NEW TERRITORIES

513|The Searchers Human Resources Co.|Shop 117, Level 5, Sceneway Plaza, 8 Sceneway Road, Lam Tin, Kowloon
5becc401ee88cc28a96b76af|CHOW CHI WAH TRADING AS NGAN FUNG MONEY EXCHANGE COMPANY|SHOP 8 LEVEL 3, SCENEWAY PLAZA, 8 SCENEWAY ROAD, LAM TIN, KOWLOON

521|New Town Employment Agency|Room 2617, 26th floor, Tuen Mun Central Square, 22 Hoi Wing Road, Tuen Mun, New Territories
5becc40fee88cc28a96b782a|EVERY SUCCESS INTERNATIONAL COMPANY LIMITED|ROOM 2609, 26/F, TUEN MUN CENTRAL SQUARE, 22 HOI WING ROAD, TUEN MUN, NEW TERRITORIES

544|Sodo Sakti Dewi Co|Shop 28-27, Level 2, Jade Plaza, 3 On Chee Road, Tai Po, New Territories
5becc497ee88cc28a96b86c8|TRUST MONEY EXCHANGE|SHOP 5 ON LEVEL 1, JADE PLAZA, 3 ON CHEE ROAD, TAI PO, NEW TERRITORIES

558|Get Maid Agency|Shop 35, Level 3, Shatin Centre, 2-16 Wang Pok Street, Sha Tin, New Territories
5becc45fee88cc28a96b80cd|METRO REMITTANCE (HONG KONG) LIMITED|SHOP 104, LEVEL 3, SHATIN LUCKY PLAZA, 1-15 WANG POK STREET, SHA TIN, NEW TERRITORIES
5becc46cee88cc28a96b822d|OWTEL MONEY (HONG KONG) LIMITED TRADING AS OWTEL MONEY|SHOP 67, LEVEL 3 SHATIN LUCKY PLAZA, 1-15 WANG POK ST, SHA TIN, NEW TERRITORIES
5becc418ee88cc28a96b7933|FUYUAN FOREIGN CURRENCY EXCHANGE COMPANY LIMITED|SHOP NO. 3, LEVEL 3, SHATIN CENTRE, SHA TIN, NEW TERRITORIES

