gov_id,english_name,chinese_name,address,district,latitude,longitude,email,telephone,fax,placement_type,valid_license_since
1471|ASIA EXPANSION LIMITED|亞洲拓展僱傭有限公司|Unit B, 17th floor, Wang Cheong Commercial Building, 251 Reclamation Street, Yau Ma Tei, Kowloon|Yau Tsim Mong District|lat: 22.3144092|lng: 114.1685942|asia_expansion@yahoo.com.hk|21910199|30201825|Foreign Domestic Helpers, Local Domestic Helpers|2011
1484|MADAM JOE PROFESSIONAL DOMESTIC SERVICES COMPANY|慧群專業僱傭服務公司|Room 501, 5th floor, General Commercial Building, 156-164 Des Voeux Road Central, Central, Hong Kong|Central and Western District|lat: 22.2854738|lng: 114.1542413|madamjoeagency@yahoo.com.hk|25410668|35202170|Foreign Domestic Helpers|2011
1486|EAST ASIA BRIDGE CONSULT LIMITED|東亞橋樑人才有限公司|Room 0079, Ground floor, Smiling Shau Kei Wan Plaza, 360A Shau Kei Wan Road, Shau Kei Wan, Hong Kong|Eastern District|lat: 22.2783670|lng: 114.2264961|andy@eabridge.com|25686518|25686598|Foreign Domestic Helpers, Local Domestic Helpers|2011
1494|RESPECT EMPLOYMENT SERVICES CENTRE|護家僱傭服務中心|Flat J, 18th floor, Block 3, Golden Dragon Industrial Centre, 172-180 Tai Lin Pai Road, Kwai Chung, New Territories|Kwai Tsing District|lat: 22.3579856|lng: 114.1308914|respect.esc@gmail.com|31580708|31580709|Foreign Domestic Helpers|2011
1534|WELL GURKHA EMPLOYMENT AND CONSULTANCY|None|Room J, 13th floor, New Lucky House, 15 Jordan Road, Jordan, Kowloon|Yau Tsim Mong District|lat: 22.3056981|lng: 114.1719054|wellgurkha@yahoo.com|68907705|36902875|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Other Non-office Worker|2011
1543|HOME FIRST EMPLOYMENT CENTRE|第一家僱傭中心|Flat 603, 6th floor, Kowloon Bay Industrial Centre, 15 Wang Hoi Road, Kowloon Bay, Kowloon|Kwun Tong District|lat: 22.3230134|lng: 114.2105362|homefirstemployment@yahoo.com.hk|23031336|23031339|Foreign Domestic Helpers, Local Domestic Helpers|2011
1563|BILLION WAY OVERSEAS EMPLOYMENT AGENCY LIMITED|佰威海外僱傭有限公司|Room 1203, 12th floor, Block B, Kin Lee Building, 130-146 Jaffe Road, Wan Chai, Hong Kong|Wan Chai District|lat: 22.2786165|lng: 114.1737105|billionway@hotmail.com|28111732|28111731|Foreign Domestic Helpers, Local Domestic Helpers|2012
1601|Home Brilliant Domestic Helpers Centre Trading Company Limited|家亨僱傭中心貿易有限公司|Flat C3, 4th floor, Block C, Paterson Building, 37 Paterson Street, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2809264|lng: 114.1852737|homebdhc@hotmail.com|28908689| |Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search, Other Non-office Worker|2012
1608|Radiant Maid Agency Service Limited|樂陽僱傭服務中心有限公司|Rear Portion, 11th floor, Nathan Apartments, 512 Nathan Road, Yau Ma Tei, Kowloon|Yau Tsim Mong District|lat: 22.3121893|lng: 114.1710078|hkrmas@gmail.com|27800037|27800050|Foreign Domestic Helpers, Local Domestic Helpers|2012
1621|BLUE BAY EMPLOYMENT SERVICE COMPANY LIMITED|碧藍僱傭服務有限公司|Room 606 & 705, 6th floor & 7th floor, Tung Ming Building, 40-42 Des Voeux Road Central, Central, Hong Kong|Central and Western District|lat: 22.2831546|lng: 114.1566255|topservices.co@gmail.com|25257512|28681960|Foreign Domestic Helpers, Local Domestic Helpers|2012
1663|LIANG IK COMPANY|兩益公司|Room 301A, 3rd floor, McDonald's Building, 46-54 Yee Wo Street, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2795382|lng: 114.1858988|info@liangik.com|28910100|28666613|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2012
1681|Bobymark Employment Agency|小白兔僱傭公司|Room 2105-6, 21st floor, Far East Consortium Building, 121 Des Voeux Road Central, Central, Hong Kong|Central and Western District|lat: 22.2850745|lng: 114.1556200|info@bobymark.com|29097636|29097601|Foreign Domestic Helpers, Local Domestic Helpers|2012
1683|Silver Ocean Manpower Services Company|銀海人力資源服務公司|Shop 63B, Ground floor, Site 2, Charming Garden, 8 Hoi Ting Road, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3145320|lng: 114.1658107|gigilau127@gmail.com|98788836| |Foreign Domestic Helpers, Office Staff / Executive Search|2012
1687|MY SWEET HOME EMPLOYMENT AGENCY|安樂窩僱傭中心|Room 502, 5th floor, On Lok Yuen Building, 25-27A Des Voeux Road Central, Central, Hong Kong|Central and Western District|lat: 22.2828442|lng: 114.1574282|Queen@mysweethome.hk|28126008|28126664|Foreign Domestic Helpers, Local Domestic Helpers|2012
1693|TY OVERSEAS EMPLOYMENT SERVICES|天逸居海外僱傭服務|Shop 142, 1st floor, Fullview Garden Shopping Centre, 18 Siu Sai Wan Road, Siu Sai Wan, Hong Kong|Eastern District|lat: 22.2627190|lng: 114.2517300|eva@ty-maid.com.hk|39745255|39745266|Foreign Domestic Helpers, Local Domestic Helpers|2012
1726|GLOBAL PRIME EXECUTIVE CONSULTANTS|高寶人力資源顧問|23rd floor, Tesbury Centre, 28 Queen's Road East, Admiralty, Hong Kong|Central and Western District|lat: 22.2773875|lng: 114.1684126|general@globalprime.com.hk|28388763| |Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2012
1745|Kakao Limited|家家屋有限公司|6th floor, Sino Industrial Plaza, 9 Kai Cheung Road, Kowloon Bay, Kowloon|Kwun Tong District|lat: 22.3256130|lng: 114.2052500|kkleungtki@gmail.com|93816638| |Foreign Domestic Helpers, Imported Worker, Office Staff / Executive Search, Other Non-office Worker|2012
1748|SMART EMPLOYMENT & CONSULTANCY|致盛顧問|Room 33, 7th floor, Beverley Commercial Centre, 87-105 Chatham Road South, Tsim Sha Tsui, Kowloon|Yau Tsim Mong District|lat: 22.3014535|lng: 114.1759200|smart_enc@yahoo.com|26173392|26173278|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2012
1837|Sweet Home Indonesian Manpower Agency|安樂印尼僱佣服務中心|Unit C, 12th floor, Prosperous Commercial Building, 54 Jardine's Bazaar, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2793355|lng: 114.1858034|sweethomehk88@yahoo.com|28349081|28340061|Foreign Domestic Helpers, Local Domestic Helpers|2013
1890|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|暖之家僱傭服務中心有限公司|No. 116, 1st floor, Kwong Fuk Building, 114-124 Kwong Fuk Road, Tai Po, New Territories|Tai Po District|lat: 22.4494441|lng: 114.1656955|maggie@asia-ex.com.hk|23634444| |Foreign Domestic Helpers, Local Domestic Helpers|2013
1891|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|暖之家僱傭服務中心有限公司|Room 69, 2nd floor, Houston Centre, 63 Mody Road, Tsim Sha Tsui East, Kowloon|Yau Tsim Mong District|lat: 22.2980295|lng: 114.1768655|maggie@warmhouse.com.hk|35260003|22468311|Foreign Domestic Helpers, Local Domestic Helpers|2013
1896|KAMPO EMPLOYMENT AGENCY|金寶僱傭中心|Shop 49B, Ground floor, Belvedere Square, Belvedere Garden Phase 3, 625 Castle Peak Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3716590|lng: 114.1014958|kampo.agency@gmail.com|21806475| |Foreign Domestic Helpers, Local Domestic Helpers|2015
1957|ACTIVE GLOBAL SPECIALISED CAREGIVERS (HONG KONG) PTE LIMITED|活力國際專業護理有限公司|Unit 1703-04, 17th floor, Lucky Centre, 165-171 Wan Chai Road, Wan Chai, Hong Kong|Wan Chai District|lat: 22.2756881|lng: 114.1774268|hk@activeglobalcaregiver.com|34262909|30139815|Foreign Domestic Helpers, Other Non-office Worker|2013
1962|HT EMPLOYMENT CENTRE LIMITED|海達僱傭中心有限公司|Shop 2, Ground floor, Chung Nam Mansion, 88 Ma Tau Chung Road, To Kwa Wan, Kowloon|Kowloon City District|lat: 22.3231310|lng: 114.1882971|info@htec.com.hk|31140038|31140197|Foreign Domestic Helpers, Imported Worker, Office Staff / Executive Search|2013
1991|Wing On Human Resources Limited|永安人力資源有限公司|Room 1102, 11th floor, Lucky Commercial Centre, 103 Des Voeux Road West, Sai Ying Pun, Hong Kong|Central and Western District|lat: 22.2879785|lng: 114.1450269|louis@wingonprofessional.com|25438391|28543560|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2013
2029|NAOMI EMPLOYMENT COMPANY|金橋僱傭公司|Shop 114, 1st floor, Blocks 1, 2 & 3, City Garden, 233 Electric Road, North Point, Hong Kong|Eastern District|lat: 22.2909785|lng: 114.1948386|naomicitygarden@yahoo.com.hk|22719994|22719995|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers|2013
2096|HAPPY SPRING CARE SERVICE COMPANY|春樂護理服務公司|Flat K, 14th floor, Ho King Building, 116 Yuen Long On Ning Road, Yuen Long, New Territories|Yuen Long District|lat: 22.4463010|lng: 114.0239626| | | |Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Other Non-office Worker|2014
2097|HAPPY SPRING CARE SERVICE COMPANY|春樂護理服務公司|Room 411, 4th floor, Song Ling Industrial Building, 40-42 Ta Chuen Ping Street, Kwai Chung, New Territories|Kwai Tsing District|lat: 22.3673318|lng: 114.1360857|happspringcareservice@yahoo.com.hk|60146220|28854649|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Other Non-office Worker|2015
2163|EDELWEISS EMPLOYMENT SERVICES COMPANY LIMITED|天慈僱傭服務有限公司|Shop 211, 2nd floor, Causeway Bay Centre, 15-23 Sugar Street, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2799870|lng: 114.1866830|edelweissemployment@gmail.com|36899043|36899078|Foreign Domestic Helpers, Office Staff / Executive Search|2014
2175|SINDHU EMPLOYMENT MANAGEMENT SERVICES|None|Room 406B, 4th floor, Mirror Tower, 61 Mody Road, Tsim Sha Tsui East, Kowloon|Yau Tsim Mong District|lat: 22.2975335|lng: 114.1765104|cnc8@gmail.com|37499221| |Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search, Other Non-office Worker|2014
2197|Top Reliance Professionals Deployment Services Company|高信國際人力資源貿易公司|Room 606, 6th floor, Tung Ming Building, 40-42 Des Voeux Road Central, Central, Hong Kong|Central and Western District|lat: 22.2831546|lng: 114.1566255| | | |Foreign Domestic Helpers, Local Domestic Helpers|2014
2205|Ensemble Human Resources Co. Limited|万儷人力資源有限公司|Room 926, 9th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3738049|lng: 114.1163548|ensemble_limited@yahoo.com|35909993|21490779|Foreign Domestic Helpers, Local Domestic Helpers|2014
2257|MING MING EMPLOYMENT AGENCY|名名僱傭中心|Room 12D, 18th floor. Witty Commercial Centre, 1A-1L Tung Choi Street, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3964280|lng: 114.1094970|mingmingagency@hotmail.com|91973927| |Foreign Domestic Helpers, Imported Worker, Office Staff / Executive Search|2014
2306|FORE SIGNAL INTERNATIONAL LIMITED|褔之訊國際有限公司|Room 2-3, 5th floor, Trans Asia Centre, 18 Kin Hong Street, Kwai Chung, New Territories|Kwai Tsing District|lat: 22.3702765|lng: 114.1303251|alankong@fore-signal.com|24777988| |Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers|2014
2309|SOUTH CHINA INTERNATIONAL HUMAN RESOURCE CO.|華南國際人力資源公司|Room 404, 4th floor, Cheung Fung Commercial Building, 21-25 Cheung Sha Wan Road, Prince Edward, Kowloon|Yau Tsim Mong District|lat: 22.3270960|lng: 114.1666380|southchinacc@gmail.com|37920016| |Foreign Domestic Helpers|2014
2510|Abundance Employment Agency|裕澄僱傭|Room 2606, 26th floor, Golden Era Plaza, 39 Sai Yee Street, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3183665|lng: 114.1717566|monicakpm@gmail.com|96991691|39795296|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2015
2587|FamilyMaid Employment Services Limited|家庭僱傭服務中心有限公司|Flat D, 11th floor, Causeway Tower, 16-22 Causeway Road, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2795685|lng: 114.1884375|info@familymaid.hk|35868811|35868860|Foreign Domestic Helpers, Local Domestic Helpers|2015
2616|REMARKABLE EMPLOYMENT CENTRE|譯心僱傭中心|Room 911, 9th floor, Wealth Commercial Centre, 42-56 Kwong Wa Street, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3167039|lng: 114.1735912|remarkablectr@gmail.com|26232998|26232998|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Other Non-office Worker|2015
2703|GREEN SELECT EMPLOYMENT SERVICES CO.|綠妍僱傭服務公司|Room 511, 5th floor, Sun Ling Plaza, 30 On Kui Street, Fanling, New Territories|North District|lat: 22.4986884|lng: 114.1466864|greenselect.co@gmail.com|24898738|24898206|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2015
