govid|english_name|email
366|Romy Employment Services|masma@netvigator.com

291|Megasea Employment Agency Limited|info@megasea.hk
292|Megasea Employment Agency Limited|info@megasea.hk
293|Megasea Employment Agency Limited|info@megasea.hk
294|Megasea Employment Agency Limited|info@megasea.hk
3785|Megasea Employment Agency Limited|info@megasea.hk

292|Megasea Employment Agency Limited|info@megasea.hk
291|Megasea Employment Agency Limited|info@megasea.hk
293|Megasea Employment Agency Limited|info@megasea.hk
294|Megasea Employment Agency Limited|info@megasea.hk
3785|Megasea Employment Agency Limited|info@megasea.hk

293|Megasea Employment Agency Limited|info@megasea.hk
291|Megasea Employment Agency Limited|info@megasea.hk
292|Megasea Employment Agency Limited|info@megasea.hk
294|Megasea Employment Agency Limited|info@megasea.hk
3785|Megasea Employment Agency Limited|info@megasea.hk

294|Megasea Employment Agency Limited|info@megasea.hk
291|Megasea Employment Agency Limited|info@megasea.hk
292|Megasea Employment Agency Limited|info@megasea.hk
293|Megasea Employment Agency Limited|info@megasea.hk
3785|Megasea Employment Agency Limited|info@megasea.hk

322|Right Choice Overseas Employment Centre Limited|info@rightchoice.hk
321|Right Choice Overseas Employment Centre Limited|info@rightchoice.hk

366|Romy Employment Services|masma@netvigator.com
265|Mrs. MA's Employment Services|masma@netvigator.com
266|Mrs. MA's Employment Services|masma@netvigator.com

424|Home De Fairy Consultants Limited|domestic@netvigator.com
197|KA WO CONSULTANTS LIMITED|domestic@netvigator.com
86|D.D. Domestic Services|domestic@netvigator.com

460|Pessen Technology Limited|pessenpatsy@gmail.com
1673|MRS. HUI EMPLOYMENT AGENCY|pessenpatsy@gmail.com

521|New Town Employment Agency|barry@newtown.on-nets.com
1882|HO MAN EMPLOYMENT AGENCY|barry@newtown.on-nets.com

536|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
537|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
538|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
539|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
540|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
541|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
542|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

537|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
536|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
538|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
539|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
540|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
541|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
542|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

539|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
536|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
537|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
538|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
540|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
541|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
542|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

540|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
536|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
537|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
538|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
539|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
541|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
542|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

541|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
536|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
537|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
538|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
539|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
540|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
542|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

542|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
536|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
537|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
538|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
539|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
540|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
541|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

557|Get Maid Agency|info@gma.hk
556|Get Maid Agency|info@gma.hk
558|Get Maid Agency|info@gma.hk

558|Get Maid Agency|info@gma.hk
556|Get Maid Agency|info@gma.hk
557|Get Maid Agency|info@gma.hk

572|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk
573|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk
574|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk

573|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk
572|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk
574|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk

574|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk
572|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk
573|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk

576|Ming Tak Services Company|mingtak.kiki@yahoo.com
3430|Ming Tak Services Company|mingtak.kiki@yahoo.com

610|Bright Essence International Limited|brilliant_stevencho@yahoo.com.hk
665|Brilliant Employment Consultant|brilliant_stevencho@yahoo.com.hk

619|SVC DEVELOPMENT CO.|ivys_agency_hk@yahoo.com
57|Ivy's Agency (H.K.)|ivys_agency_hk@yahoo.com

622|Anlida|funtop888@yahoo.com.hk
2357|FUN TOP EMPLOYMENT SERVICE COMPANY|funtop888@yahoo.com.hk

634|O & S Employment Agency|hr@ons.com.hk
635|O & S Employment Agency|hr@ons.com.hk

635|O & S Employment Agency|hr@ons.com.hk
634|O & S Employment Agency|hr@ons.com.hk

666|Pawer Express International Company Limited|ckpe@biznetvigator.com
407|C. & K. ENTERPRISES COMPANY LIMITED|ckpe@biznetvigator.com

706|Kasa Maid Agency Limited|connie@josephmaid.com
1496|St. Joseph's Employment Consultants|connie@josephmaid.com

761|Arrow Employment Services|info@arrowes.hk
762|Arrow Employment Services|info@arrowes.hk

780|J C Casa Recruitment Agency|info@jccasa.com
781|J C Casa Recruitment Agency|info@jccasa.com
782|J C Casa Recruitment Agency|info@jccasa.com

781|J C Casa Recruitment Agency|info@jccasa.com
780|J C Casa Recruitment Agency|info@jccasa.com
782|J C Casa Recruitment Agency|info@jccasa.com

782|J C Casa Recruitment Agency|info@jccasa.com
780|J C Casa Recruitment Agency|info@jccasa.com
781|J C Casa Recruitment Agency|info@jccasa.com

865|Chin House Employment Agency Limited|info@chinhouse.com.hk
866|Chin House Employment Agency Limited|info@chinhouse.com.hk
868|Chin House Employment Agency Limited|info@chinhouse.com.hk

868|Chin House Employment Agency Limited|info@chinhouse.com.hk
865|Chin House Employment Agency Limited|info@chinhouse.com.hk
866|Chin House Employment Agency Limited|info@chinhouse.com.hk

914|BIR EMPLOYMENT AGENCY LIMITED|info@bir.com.hk
915|BIR EMPLOYMENT AGENCY LIMITED|info@bir.com.hk

1030|BLISS EMPLOYMENT SERVICES LIMITED|customerservice@bliss-agency.com.hk
1941|Mamie Employment Centre Limited|customerservice@bliss-agency.com.hk

1214|YOURMAID SERVICES CENTRE LIMITED|document@yourmaid.com.hk
1265|Enjoy Services Centre Limited|document@yourmaid.com.hk

1265|Enjoy Services Centre Limited|document@yourmaid.com.hk
1214|YOURMAID SERVICES CENTRE LIMITED|document@yourmaid.com.hk

1315|KAH KAH EMPLOYMENT|susanna@kahkah.com.hk
1314|KAH KAH EMPLOYMENT|susanna@kahkah.com.hk

1399|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com
1397|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com
1398|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com
1400|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com

1400|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com
1397|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com
1398|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com
1399|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com

1438|J.C. SO (HONG KONG) RECRUITMENT AGENCY|kitman1000@yahoo.com
2232|OEC OVERSEAS EMPLOYMENT CENTRE|kitman1000@yahoo.com

1445|Asia-Ex Employment Centre|maggie@asia-ex.com.hk
1890|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|maggie@asia-ex.com.hk

1456|SUPER MAID LIMITED|kkleung2005@gmail.com
4117|PILIPINO OVERSEAS WORKERS CLUB LIMITED|kkleung2005@gmail.com

1496|St. Joseph's Employment Consultants|connie@josephmaid.com
706|Kasa Maid Agency Limited|connie@josephmaid.com

1546|JL Employment Centre|jlemployment@outlook.com
1545|JL Employment Centre|jlemployment@outlook.com

1576|C & C Oversea Employment Company|cnc_boss_i@yahoo.com.hk
1577|C & C Oversea Employment Company|cnc_boss_i@yahoo.com.hk
1649|Hong Kong DH Employment Centre|cnc_boss_i@yahoo.com.hk

1577|C & C Oversea Employment Company|cnc_boss_i@yahoo.com.hk
1576|C & C Oversea Employment Company|cnc_boss_i@yahoo.com.hk
1649|Hong Kong DH Employment Centre|cnc_boss_i@yahoo.com.hk

1579|Lotus Employment Agency|comment@lotusmaid.com.hk
1580|Lotus Employment Agency|comment@lotusmaid.com.hk
1581|Lotus Employment Agency|comment@lotusmaid.com.hk
1582|Lotus Employment Agency|comment@lotusmaid.com.hk

1580|Lotus Employment Agency|comment@lotusmaid.com.hk
1579|Lotus Employment Agency|comment@lotusmaid.com.hk
1581|Lotus Employment Agency|comment@lotusmaid.com.hk
1582|Lotus Employment Agency|comment@lotusmaid.com.hk

1581|Lotus Employment Agency|comment@lotusmaid.com.hk
1579|Lotus Employment Agency|comment@lotusmaid.com.hk
1580|Lotus Employment Agency|comment@lotusmaid.com.hk
1582|Lotus Employment Agency|comment@lotusmaid.com.hk

1582|Lotus Employment Agency|comment@lotusmaid.com.hk
1579|Lotus Employment Agency|comment@lotusmaid.com.hk
1580|Lotus Employment Agency|comment@lotusmaid.com.hk
1581|Lotus Employment Agency|comment@lotusmaid.com.hk

1590|Ngai Kan Employment Agency|nk.tommychow@gmail.com
2184|CHAMPION EMPLOYMENT|nk.tommychow@gmail.com

1624|SHUN FAT EMPLOYMENT CO|alicewong620@gmail.com
1858|NICOLE'S EMPLOYMENT CONSULTANTS|alicewong620@gmail.com

1649|Hong Kong DH Employment Centre|cnc_boss_i@yahoo.com.hk
1576|C & C Oversea Employment Company|cnc_boss_i@yahoo.com.hk
1577|C & C Oversea Employment Company|cnc_boss_i@yahoo.com.hk

1651|VIVA EMPLOYMENT SERVICES LIMITED|vivaemployment@gmail.com
3630|VIVA EMPLOYMENT SERVICES LIMITED|vivaemployment@gmail.com

1673|MRS. HUI EMPLOYMENT AGENCY|pessenpatsy@gmail.com
460|Pessen Technology Limited|pessenpatsy@gmail.com

1724|Loyalty Team Employment Agency|ngokaho1@gmail.com
1725|Loyalty Team Employment Agency|ngokaho1@gmail.com

1725|Loyalty Team Employment Agency|ngokaho1@gmail.com
1724|Loyalty Team Employment Agency|ngokaho1@gmail.com

1737|HAPPY HOUSE EMPLOYMENT AGENCY|gpedanny@biznetvigator.com
2001|FAVOR MAID EMPLOYMENT AGENCY|gpedanny@biznetvigator.com
2836|GOLDEN PEAK EMPLOYMENT AGENCY|gpedanny@biznetvigator.com

1796|Bandung Enterprises|info@bandung.com.hk
1797|Bandung Enterprises|info@bandung.com.hk
1798|Bandung Enterprises|info@bandung.com.hk

1818|Grand Palace Employment Agency Centre|info@aftemploy.com.hk
4012|Grand Royal (AFT) Employment|info@aftemploy.com.hk
4013|Grand Royal (AFT) Employment|info@aftemploy.com.hk

1858|NICOLE'S EMPLOYMENT CONSULTANTS|alicewong620@gmail.com
1624|SHUN FAT EMPLOYMENT CO|alicewong620@gmail.com

1882|HO MAN EMPLOYMENT AGENCY|barry@newtown.on-nets.com
521|New Town Employment Agency|barry@newtown.on-nets.com

1889|NAULI EMPLOYMENT AGENCY COMPANY LIMITED|liwing2903@gmail.com
1612|LI WING EMPLOYMENT CENTRE|liwing2903@gmail.com

1895|KAMPO EMPLOYMENT AGENCY|kampo.agency@gmail.com
1896|KAMPO EMPLOYMENT AGENCY|kampo.agency@gmail.com

1941|Mamie Employment Centre Limited|customerservice@bliss-agency.com.hk
1030|BLISS EMPLOYMENT SERVICES LIMITED|customerservice@bliss-agency.com.hk

1947|Excel Famous Domestic Helper Consultant Limited|efdh6688@gmail.com
3787|Excel Famous Domestic Helper Consultant Limited|efdh6688@gmail.com

2001|FAVOR MAID EMPLOYMENT AGENCY|gpedanny@biznetvigator.com
1737|HAPPY HOUSE EMPLOYMENT AGENCY|gpedanny@biznetvigator.com
2836|GOLDEN PEAK EMPLOYMENT AGENCY|gpedanny@biznetvigator.com

2156|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|info@maidbest.com.hk
2292|FIRST CAPITAL RESOURCES GROUP LIMITED|info@maidbest.com.hk
2623|Maid Best Limited|info@maidbest.com.hk
2624|Maid Best Limited|info@maidbest.com.hk

2184|CHAMPION EMPLOYMENT|nk.tommychow@gmail.com
1590|Ngai Kan Employment Agency|nk.tommychow@gmail.com

2232|OEC OVERSEAS EMPLOYMENT CENTRE|kitman1000@yahoo.com
1438|J.C. SO (HONG KONG) RECRUITMENT AGENCY|kitman1000@yahoo.com

2250|HOME CARE EMPLOYMENT AGENCY LIMITED|evashum@homecareagency.com.hk
2249|HOME CARE EMPLOYMENT AGENCY LIMITED|evashum@homecareagency.com.hk

2292|FIRST CAPITAL RESOURCES GROUP LIMITED|info@maidbest.com.hk
2156|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|info@maidbest.com.hk
2623|Maid Best Limited|info@maidbest.com.hk
2624|Maid Best Limited|info@maidbest.com.hk

2357|FUN TOP EMPLOYMENT SERVICE COMPANY|funtop888@yahoo.com.hk
622|Anlida|funtop888@yahoo.com.hk

2481|MAIDSDOT.COM LIMITED|sin@maidsdot.com
179|C.T. Maids Limited|sin@maidsdot.com

2623|Maid Best Limited|info@maidbest.com.hk
2156|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|info@maidbest.com.hk
2292|FIRST CAPITAL RESOURCES GROUP LIMITED|info@maidbest.com.hk
2624|Maid Best Limited|info@maidbest.com.hk

2624|Maid Best Limited|info@maidbest.com.hk
2156|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|info@maidbest.com.hk
2292|FIRST CAPITAL RESOURCES GROUP LIMITED|info@maidbest.com.hk
2623|Maid Best Limited|info@maidbest.com.hk

2627|A&F; EMPLOYMENT CENTRE|cwbcentre1002@yahoo.com.hk
2629|A&F; EMPLOYMENT CENTRE|cwbcentre1002@yahoo.com.hk

2629|A&F; EMPLOYMENT CENTRE|cwbcentre1002@yahoo.com.hk
2627|A&F; EMPLOYMENT CENTRE|cwbcentre1002@yahoo.com.hk

2836|GOLDEN PEAK EMPLOYMENT AGENCY|gpedanny@biznetvigator.com
1737|HAPPY HOUSE EMPLOYMENT AGENCY|gpedanny@biznetvigator.com
2001|FAVOR MAID EMPLOYMENT AGENCY|gpedanny@biznetvigator.com

3066|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com
3072|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com
3074|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com

3072|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com
3066|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com
3074|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com

3132|STAR CARE EMPLOYMENT AGENCY|edmond@starcarehk.com
894|STAR CARE EMPLOYMENT AGENCY|edmond@starcarehk.com

3206|CITY EMPLOYMENT PARADISE CO.|scenewayemployment@yahoo.com.hk
3412|SCENEWAY EMPLOYMENT PARADISE CO.|scenewayemployment@yahoo.com.hk

3209|TSUEN WAN EMPLOYMENT PARADISE CO.|yuenlongemployment@yahoo.com.hk
3204|CITY EMPLOYMENT PARADISE CO.|yuenlongemployment@yahoo.com.hk

3219|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com
3300|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com
3681|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com

3300|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com
3219|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com
3681|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com

3383|Best of Best (BOB) Employment Centre|admin@shingyan.com
2297|Best of Best (BOB) Employment Centre|admin@shingyan.com

3412|SCENEWAY EMPLOYMENT PARADISE CO.|scenewayemployment@yahoo.com.hk
3206|CITY EMPLOYMENT PARADISE CO.|scenewayemployment@yahoo.com.hk

3433|GET ON EMPLOYMENT AGENCY|geton1@get-on.com.hk
4112|GET ON EMPLOYMENT AGENCY|geton1@get-on.com.hk

3456|SINCERE COMPANY|service@sia-sincere.com.hk
3455|SINCERE COMPANY|service@sia-sincere.com.hk
3457|SINCERE COMPANY|service@sia-sincere.com.hk
3458|SINCERE COMPANY|service@sia-sincere.com.hk

3457|SINCERE COMPANY|service@sia-sincere.com.hk
3455|SINCERE COMPANY|service@sia-sincere.com.hk
3456|SINCERE COMPANY|service@sia-sincere.com.hk
3458|SINCERE COMPANY|service@sia-sincere.com.hk

3458|SINCERE COMPANY|service@sia-sincere.com.hk
3455|SINCERE COMPANY|service@sia-sincere.com.hk
3456|SINCERE COMPANY|service@sia-sincere.com.hk
3457|SINCERE COMPANY|service@sia-sincere.com.hk

3488|WELL SHINE CO.|jc.wellshine@gmail.com
1909|WELL SHINE CO.|jc.wellshine@gmail.com

3489|Ensemble Human Resources Co. Limited|ensemblehrco@gmail.com
3577|Ensemble Human Resources Co. Limited|ensemblehrco@gmail.com
4063|Ensemble Human Resources Co. Limited|ensemblehrco@gmail.com

3630|VIVA EMPLOYMENT SERVICES LIMITED|vivaemployment@gmail.com
1651|VIVA EMPLOYMENT SERVICES LIMITED|vivaemployment@gmail.com

3681|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com
3219|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com
3300|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com

3787|Excel Famous Domestic Helper Consultant Limited|efdh6688@gmail.com
1947|Excel Famous Domestic Helper Consultant Limited|efdh6688@gmail.com

4012|Grand Royal (AFT) Employment|info@aftemploy.com.hk
1818|Grand Palace Employment Agency Centre|info@aftemploy.com.hk
4013|Grand Royal (AFT) Employment|info@aftemploy.com.hk

4013|Grand Royal (AFT) Employment|info@aftemploy.com.hk
1818|Grand Palace Employment Agency Centre|info@aftemploy.com.hk
4012|Grand Royal (AFT) Employment|info@aftemploy.com.hk

4014|REMARKABLE EMPLOYMENT CENTRE|remarkablectr@gmail.com
2616|REMARKABLE EMPLOYMENT CENTRE|remarkablectr@gmail.com

4015|PEACEFUL COMPANY|susy_tsw@yahoo.com
3554|PEACEFUL COMPANY|susy_tsw@yahoo.com

4063|Ensemble Human Resources Co. Limited|ensemblehrco@gmail.com
3489|Ensemble Human Resources Co. Limited|ensemblehrco@gmail.com
3577|Ensemble Human Resources Co. Limited|ensemblehrco@gmail.com

4117|PILIPINO OVERSEAS WORKERS CLUB LIMITED|kkleung2005@gmail.com
1456|SUPER MAID LIMITED|kkleung2005@gmail.com

4121|Helperspro Employment Agency Limited|info@helperspro.com.hk
4122|Helperspro Employment Agency Limited|info@helperspro.com.hk

