govid|english_name|email
67|Wellmark Employment Services Consultant|wesc@netvigator.com
66|Wellmark Employment Services Consultant|wesc@netvigator.com

104|Wintip Employment Services Limited|info@wintip.com.hk
52|Silver Region Development Limited|info@wintip.com.hk

133|C.T. Maids Limited|sin@maidsdot.com
1785|MAIDSDOT.COM LIMITED|sin@maidsdot.com

157|Mabros Employment Agency|greattop@pacific.net.hk
48|Great Top Employment Service Centre|greattop@pacific.net.hk

166|ASIA-ONE EMPLOYMENT AGENCY|admin@asiaone.hk
168|ASIA-ONE EMPLOYMENT AGENCY|admin@asiaone.hk
171|ASIA-ONE EMPLOYMENT AGENCY|admin@asiaone.hk

168|ASIA-ONE EMPLOYMENT AGENCY|admin@asiaone.hk
166|ASIA-ONE EMPLOYMENT AGENCY|admin@asiaone.hk
171|ASIA-ONE EMPLOYMENT AGENCY|admin@asiaone.hk

198|Mrs. MA's Employment Services|masma@netvigator.com
199|Mrs. MA's Employment Services|masma@netvigator.com
277|Romy Employment Services|masma@netvigator.com

218|Megasea Employment Agency Limited|info@megasea.hk
219|Megasea Employment Agency Limited|info@megasea.hk
220|Megasea Employment Agency Limited|info@megasea.hk
221|Megasea Employment Agency Limited|info@megasea.hk
222|Megasea Employment Agency Limited|info@megasea.hk

219|Megasea Employment Agency Limited|info@megasea.hk
218|Megasea Employment Agency Limited|info@megasea.hk
220|Megasea Employment Agency Limited|info@megasea.hk
221|Megasea Employment Agency Limited|info@megasea.hk
222|Megasea Employment Agency Limited|info@megasea.hk

220|Megasea Employment Agency Limited|info@megasea.hk
218|Megasea Employment Agency Limited|info@megasea.hk
219|Megasea Employment Agency Limited|info@megasea.hk
221|Megasea Employment Agency Limited|info@megasea.hk
222|Megasea Employment Agency Limited|info@megasea.hk

221|Megasea Employment Agency Limited|info@megasea.hk
218|Megasea Employment Agency Limited|info@megasea.hk
219|Megasea Employment Agency Limited|info@megasea.hk
220|Megasea Employment Agency Limited|info@megasea.hk
222|Megasea Employment Agency Limited|info@megasea.hk

222|Megasea Employment Agency Limited|info@megasea.hk
218|Megasea Employment Agency Limited|info@megasea.hk
219|Megasea Employment Agency Limited|info@megasea.hk
220|Megasea Employment Agency Limited|info@megasea.hk
221|Megasea Employment Agency Limited|info@megasea.hk

245|Right Choice Overseas Employment Centre Limited|info@rightchoice.hk
244|Right Choice Overseas Employment Centre Limited|info@rightchoice.hk

277|Romy Employment Services|masma@netvigator.com
198|Mrs. MA's Employment Services|masma@netvigator.com
199|Mrs. MA's Employment Services|masma@netvigator.com

328|Home De Fairy Consultants Limited|domestic@netvigator.com
150|KA WO CONSULTANTS LIMITED|domestic@netvigator.com
61|D.D. Domestic Services|domestic@netvigator.com

356|Pessen Technology Limited|pessenpatsy@gmail.com
1297|MRS. HUI EMPLOYMENT AGENCY|pessenpatsy@gmail.com

407|New Town Employment Agency|barry@newtown.on-nets.com
1431|HO MAN EMPLOYMENT AGENCY|barry@newtown.on-nets.com

420|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
421|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
422|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
423|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
424|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
425|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
426|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

421|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
420|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
422|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
423|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
424|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
425|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
426|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

422|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
420|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
421|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
423|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
424|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
425|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
426|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

423|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
420|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
421|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
422|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
424|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
425|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
426|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

425|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
420|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
421|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
422|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
423|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
424|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
426|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

426|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
420|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
421|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
422|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
423|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
424|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
425|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

439|Get Maid Agency|info@gma.hk
438|Get Maid Agency|info@gma.hk
440|Get Maid Agency|info@gma.hk

440|Get Maid Agency|info@gma.hk
438|Get Maid Agency|info@gma.hk
439|Get Maid Agency|info@gma.hk

452|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk
453|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk
454|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk

453|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk
452|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk
454|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk

454|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk
452|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk
453|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk

456|Ming Tak Services Company|mingtak.kiki@yahoo.com
457|Ming Tak Services Company|mingtak.kiki@yahoo.com

489|Bright Essence International Limited|brilliant_stevencho@yahoo.com.hk
533|Brilliant Employment Consultant|brilliant_stevencho@yahoo.com.hk

497|SVC DEVELOPMENT CO.|ivys_agency_hk@yahoo.com
37|Ivy's Agency (H.K.)|ivys_agency_hk@yahoo.com

534|Pawer Express International Company Limited|ckpe@biznetvigator.com
313|C. & K. ENTERPRISES COMPANY LIMITED|ckpe@biznetvigator.com

570|Kasa Maid Agency Limited|connie@josephmaid.com
1149|St. Joseph's Employment Consultants|connie@josephmaid.com

597|Arrow Employment Services|info@arrowes.hk
598|Arrow Employment Services|info@arrowes.hk

614|J C Casa Recruitment Agency|info@jccasa.com
615|J C Casa Recruitment Agency|info@jccasa.com
616|J C Casa Recruitment Agency|info@jccasa.com

615|J C Casa Recruitment Agency|info@jccasa.com
614|J C Casa Recruitment Agency|info@jccasa.com
616|J C Casa Recruitment Agency|info@jccasa.com

616|J C Casa Recruitment Agency|info@jccasa.com
614|J C Casa Recruitment Agency|info@jccasa.com
615|J C Casa Recruitment Agency|info@jccasa.com

670|Chin House Employment Agency Limited|info@chinhouse.com.hk
671|Chin House Employment Agency Limited|info@chinhouse.com.hk

671|Chin House Employment Agency Limited|info@chinhouse.com.hk
670|Chin House Employment Agency Limited|info@chinhouse.com.hk

695|STAR CARE EMPLOYMENT AGENCY|edmond@starcarehk.com
692|STAR CARE EMPLOYMENT AGENCY|edmond@starcarehk.com

712|BIR EMPLOYMENT AGENCY LIMITED|info@bir.com.hk
713|BIR EMPLOYMENT AGENCY LIMITED|info@bir.com.hk

799|BLISS EMPLOYMENT SERVICES LIMITED|customerservice@bliss-agency.com.hk
1469|Mamie Employment Centre Limited|customerservice@bliss-agency.com.hk

911|Grand Royal (AFT) Employment|info@aftemploy.com.hk
1390|Grand Palace Employment Agency Centre|info@aftemploy.com.hk
912|Grand Royal (AFT) Employment|info@aftemploy.com.hk

912|Grand Royal (AFT) Employment|info@aftemploy.com.hk
1390|Grand Palace Employment Agency Centre|info@aftemploy.com.hk
911|Grand Royal (AFT) Employment|info@aftemploy.com.hk

942|YOURMAID SERVICES CENTRE LIMITED|document@yourmaid.com.hk
977|Enjoy Services Centre Limited|document@yourmaid.com.hk

977|Enjoy Services Centre Limited|document@yourmaid.com.hk
942|YOURMAID SERVICES CENTRE LIMITED|document@yourmaid.com.hk

1067|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com
1066|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com
1068|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com
1069|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com

1069|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com
1066|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com
1067|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com
1068|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com

1102|J.C. SO (HONG KONG) RECRUITMENT AGENCY|kitman1000@yahoo.com
1647|OEC OVERSEAS EMPLOYMENT CENTRE|kitman1000@yahoo.com

1109|Asia-Ex Employment Centre|maggie@asia-ex.com.hk
1437|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|maggie@asia-ex.com.hk

1117|SUPER MAID LIMITED|kkleung2005@gmail.com
2714|PILIPINO OVERSEAS WORKERS CLUB LIMITED|kkleung2005@gmail.com

1149|St. Joseph's Employment Consultants|connie@josephmaid.com
570|Kasa Maid Agency Limited|connie@josephmaid.com

1187|JL Employment Centre|jlemployment@outlook.com
1186|JL Employment Centre|jlemployment@outlook.com

1211|Lotus Employment Agency|comment@lotusmaid.com.hk
1212|Lotus Employment Agency|comment@lotusmaid.com.hk
1213|Lotus Employment Agency|comment@lotusmaid.com.hk
1214|Lotus Employment Agency|comment@lotusmaid.com.hk

1212|Lotus Employment Agency|comment@lotusmaid.com.hk
1211|Lotus Employment Agency|comment@lotusmaid.com.hk
1213|Lotus Employment Agency|comment@lotusmaid.com.hk
1214|Lotus Employment Agency|comment@lotusmaid.com.hk

1213|Lotus Employment Agency|comment@lotusmaid.com.hk
1211|Lotus Employment Agency|comment@lotusmaid.com.hk
1212|Lotus Employment Agency|comment@lotusmaid.com.hk
1214|Lotus Employment Agency|comment@lotusmaid.com.hk

1214|Lotus Employment Agency|comment@lotusmaid.com.hk
1211|Lotus Employment Agency|comment@lotusmaid.com.hk
1212|Lotus Employment Agency|comment@lotusmaid.com.hk
1213|Lotus Employment Agency|comment@lotusmaid.com.hk

1221|Ngai Kan Employment Agency|nk.tommychow@gmail.com
1615|CHAMPION EMPLOYMENT|nk.tommychow@gmail.com

1250|SHUN FAT EMPLOYMENT CO|alicewong620@gmail.com
1417|NICOLE'S EMPLOYMENT CONSULTANTS|alicewong620@gmail.com

1272|VIVA EMPLOYMENT SERVICES LIMITED|vivaemployment@gmail.com
1273|VIVA EMPLOYMENT SERVICES LIMITED|vivaemployment@gmail.com

1273|VIVA EMPLOYMENT SERVICES LIMITED|vivaemployment@gmail.com
1272|VIVA EMPLOYMENT SERVICES LIMITED|vivaemployment@gmail.com

1280|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com
1285|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com

1297|MRS. HUI EMPLOYMENT AGENCY|pessenpatsy@gmail.com
356|Pessen Technology Limited|pessenpatsy@gmail.com

1324|Loyalty Team Employment Agency|ngokaho1@gmail.com
1325|Loyalty Team Employment Agency|ngokaho1@gmail.com

1325|Loyalty Team Employment Agency|ngokaho1@gmail.com
1324|Loyalty Team Employment Agency|ngokaho1@gmail.com

1333|HAPPY HOUSE EMPLOYMENT AGENCY|gpedanny@biznetvigator.com
1503|FAVOR MAID EMPLOYMENT AGENCY|gpedanny@biznetvigator.com
1966|GOLDEN PEAK EMPLOYMENT AGENCY|gpedanny@biznetvigator.com

1373|Bandung Enterprises|info@bandung.com.hk
1375|Bandung Enterprises|info@bandung.com.hk
1376|Bandung Enterprises|info@bandung.com.hk

1390|Grand Palace Employment Agency Centre|info@aftemploy.com.hk
911|Grand Royal (AFT) Employment|info@aftemploy.com.hk
912|Grand Royal (AFT) Employment|info@aftemploy.com.hk

1417|NICOLE'S EMPLOYMENT CONSULTANTS|alicewong620@gmail.com
1250|SHUN FAT EMPLOYMENT CO|alicewong620@gmail.com

1420|JET SYSTEM PACIFIC LIMITED|kevin@jetsystem.hk
1421|JET SYSTEM PACIFIC LIMITED|kevin@jetsystem.hk

1421|JET SYSTEM PACIFIC LIMITED|kevin@jetsystem.hk
1420|JET SYSTEM PACIFIC LIMITED|kevin@jetsystem.hk

1431|HO MAN EMPLOYMENT AGENCY|barry@newtown.on-nets.com
407|New Town Employment Agency|barry@newtown.on-nets.com

1436|NAULI EMPLOYMENT AGENCY COMPANY LIMITED|liwing2903@gmail.com
1241|LI WING EMPLOYMENT CENTRE|liwing2903@gmail.com

1439|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|maggie@warmhouse.com.hk
1438|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|maggie@warmhouse.com.hk

1441|KAMPO EMPLOYMENT AGENCY|kampo.agency@gmail.com
1442|KAMPO EMPLOYMENT AGENCY|kampo.agency@gmail.com

1469|Mamie Employment Centre Limited|customerservice@bliss-agency.com.hk
799|BLISS EMPLOYMENT SERVICES LIMITED|customerservice@bliss-agency.com.hk

1473|Excel Famous Domestic Helper Consultant Limited|efdh6688@gmail.com
1474|Excel Famous Domestic Helper Consultant Limited|efdh6688@gmail.com

1474|Excel Famous Domestic Helper Consultant Limited|efdh6688@gmail.com
1473|Excel Famous Domestic Helper Consultant Limited|efdh6688@gmail.com

1503|FAVOR MAID EMPLOYMENT AGENCY|gpedanny@biznetvigator.com
1333|HAPPY HOUSE EMPLOYMENT AGENCY|gpedanny@biznetvigator.com
1966|GOLDEN PEAK EMPLOYMENT AGENCY|gpedanny@biznetvigator.com

1596|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|info@maidbest.com.hk
1677|FIRST CAPITAL RESOURCES GROUP LIMITED|info@maidbest.com.hk
1860|Maid Best Limited|info@maidbest.com.hk
1861|Maid Best Limited|info@maidbest.com.hk

1615|CHAMPION EMPLOYMENT|nk.tommychow@gmail.com
1221|Ngai Kan Employment Agency|nk.tommychow@gmail.com

1630|Ensemble Human Resources Co. Limited|ensemblehrco@gmail.com
1629|Ensemble Human Resources Co. Limited|ensemblehrco@gmail.com
1631|Ensemble Human Resources Co. Limited|ensemblehrco@gmail.com

1631|Ensemble Human Resources Co. Limited|ensemblehrco@gmail.com
1629|Ensemble Human Resources Co. Limited|ensemblehrco@gmail.com
1630|Ensemble Human Resources Co. Limited|ensemblehrco@gmail.com

1647|OEC OVERSEAS EMPLOYMENT CENTRE|kitman1000@yahoo.com
1102|J.C. SO (HONG KONG) RECRUITMENT AGENCY|kitman1000@yahoo.com

1654|HOME CARE EMPLOYMENT AGENCY LIMITED|evashum@homecareagency.com.hk
1653|HOME CARE EMPLOYMENT AGENCY LIMITED|evashum@homecareagency.com.hk
272|Sumber Makmur Trading Co.|evashum@homecareagency.com.hk

1677|FIRST CAPITAL RESOURCES GROUP LIMITED|info@maidbest.com.hk
1596|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|info@maidbest.com.hk
1860|Maid Best Limited|info@maidbest.com.hk
1861|Maid Best Limited|info@maidbest.com.hk

1680|Best of Best (BOB) Employment Centre|admin@shingyan.com
1679|Best of Best (BOB) Employment Centre|admin@shingyan.com

1785|MAIDSDOT.COM LIMITED|sin@maidsdot.com
133|C.T. Maids Limited|sin@maidsdot.com

1860|Maid Best Limited|info@maidbest.com.hk
1596|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|info@maidbest.com.hk
1677|FIRST CAPITAL RESOURCES GROUP LIMITED|info@maidbest.com.hk
1861|Maid Best Limited|info@maidbest.com.hk

1861|Maid Best Limited|info@maidbest.com.hk
1596|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|info@maidbest.com.hk
1677|FIRST CAPITAL RESOURCES GROUP LIMITED|info@maidbest.com.hk
1860|Maid Best Limited|info@maidbest.com.hk

1863|A&F; EMPLOYMENT CENTRE|cwbcentre1002@yahoo.com.hk
1866|A&F; EMPLOYMENT CENTRE|cwbcentre1002@yahoo.com.hk

1866|A&F; EMPLOYMENT CENTRE|cwbcentre1002@yahoo.com.hk
1863|A&F; EMPLOYMENT CENTRE|cwbcentre1002@yahoo.com.hk

1912|TAKEME EMPLOYMENT AGENCY|takemeagency@yahoo.com.hk
1911|TAKEME EMPLOYMENT AGENCY|takemeagency@yahoo.com.hk

1966|GOLDEN PEAK EMPLOYMENT AGENCY|gpedanny@biznetvigator.com
1333|HAPPY HOUSE EMPLOYMENT AGENCY|gpedanny@biznetvigator.com
1503|FAVOR MAID EMPLOYMENT AGENCY|gpedanny@biznetvigator.com

2041|GET ON EMPLOYMENT AGENCY|geton1@get-on.com.hk
2042|GET ON EMPLOYMENT AGENCY|geton1@get-on.com.hk

2152|CITY EMPLOYMENT PARADISE CO.|scenewayemployment@yahoo.com.hk
2275|SCENEWAY EMPLOYMENT PARADISE CO.|scenewayemployment@yahoo.com.hk

2153|TSUEN WAN EMPLOYMENT PARADISE CO.|yuenlongemployment@yahoo.com.hk
2150|CITY EMPLOYMENT PARADISE CO.|yuenlongemployment@yahoo.com.hk

2160|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com
2161|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com
2162|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com

2161|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com
2160|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com
2162|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com

2162|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com
2160|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com
2161|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com

2190|WING MING EMPLOYMENT SERVICES|wingming49@gmail.com
2191|WING MING EMPLOYMENT SERVICES|wingming49@gmail.com
2193|WING MING EMPLOYMENT SERVICES|wingming49@gmail.com

2191|WING MING EMPLOYMENT SERVICES|wingming49@gmail.com
2190|WING MING EMPLOYMENT SERVICES|wingming49@gmail.com
2193|WING MING EMPLOYMENT SERVICES|wingming49@gmail.com

2193|WING MING EMPLOYMENT SERVICES|wingming49@gmail.com
2190|WING MING EMPLOYMENT SERVICES|wingming49@gmail.com
2191|WING MING EMPLOYMENT SERVICES|wingming49@gmail.com

2275|SCENEWAY EMPLOYMENT PARADISE CO.|scenewayemployment@yahoo.com.hk
2152|CITY EMPLOYMENT PARADISE CO.|scenewayemployment@yahoo.com.hk

2282|HONEST HUMAN RESOURCES CENTRE|honesthrmike@gmail.com
2281|HONEST HUMAN RESOURCES CENTRE|honesthrmike@gmail.com

2300|SINCERE COMPANY|service@sia-sincere.com.hk
2301|SINCERE COMPANY|service@sia-sincere.com.hk
2302|SINCERE COMPANY|service@sia-sincere.com.hk
2303|SINCERE COMPANY|service@sia-sincere.com.hk

2302|SINCERE COMPANY|service@sia-sincere.com.hk
2300|SINCERE COMPANY|service@sia-sincere.com.hk
2301|SINCERE COMPANY|service@sia-sincere.com.hk
2303|SINCERE COMPANY|service@sia-sincere.com.hk

2303|SINCERE COMPANY|service@sia-sincere.com.hk
2300|SINCERE COMPANY|service@sia-sincere.com.hk
2301|SINCERE COMPANY|service@sia-sincere.com.hk
2302|SINCERE COMPANY|service@sia-sincere.com.hk

2360|PEACEFUL COMPANY|susy_tsw@yahoo.com
2359|PEACEFUL COMPANY|susy_tsw@yahoo.com

2586|Helpers Market International Recruitment Limited|admin@helpersmarket.hk
2561|WESTLAKE MANPOWER RESOURCES CO.|admin@helpersmarket.hk

2682|JobsMart Asia|hkaloha@126.com
2683|JobsMart Asia|hkaloha@126.com

2683|JobsMart Asia|hkaloha@126.com
2682|JobsMart Asia|hkaloha@126.com

2702|TOP QUALITY EMPLOYMENT AGENCY COMPANY|topquality168@gmail.com
2703|TOP QUALITY EMPLOYMENT AGENCY COMPANY|topquality168@gmail.com

2714|PILIPINO OVERSEAS WORKERS CLUB LIMITED|kkleung2005@gmail.com
1117|SUPER MAID LIMITED|kkleung2005@gmail.com

2930|MY SWEET HOME EMPLOYMENT AGENCY|metro@mysweethome.hk
2932|MY SWEET HOME EMPLOYMENT AGENCY|metro@mysweethome.hk

2932|MY SWEET HOME EMPLOYMENT AGENCY|metro@mysweethome.hk
2930|MY SWEET HOME EMPLOYMENT AGENCY|metro@mysweethome.hk

3011|Merci Employment Agency Limited|superchuiki@hotmail.com
2619|BTI COURIER EXPRESS|superchuiki@hotmail.com

37|Ivy's Agency (H.K.)|ivys_agency_hk@yahoo.com
497|SVC DEVELOPMENT CO.|ivys_agency_hk@yahoo.com

139|Top Maids Employment Agency|topmaids@netvigator.com
143|Top Make Enterprise|topmaids@netvigator.com

143|Top Make Enterprise|topmaids@netvigator.com
