govid|english_name|email
164|ASIA-ONE EMPLOYMENT AGENCY|admin@asiaone.hk
162|ASIA-ONE EMPLOYMENT AGENCY|admin@asiaone.hk
167|ASIA-ONE EMPLOYMENT AGENCY|admin@asiaone.hk

194|Mrs. MA's Employment Services|masma@netvigator.com
195|Mrs. MA's Employment Services|masma@netvigator.com
273|Romy Employment Services|masma@netvigator.com

214|Megasea Employment Agency Limited|info@megasea.hk
215|Megasea Employment Agency Limited|info@megasea.hk
216|Megasea Employment Agency Limited|info@megasea.hk
217|Megasea Employment Agency Limited|info@megasea.hk
218|Megasea Employment Agency Limited|info@megasea.hk

215|Megasea Employment Agency Limited|info@megasea.hk
214|Megasea Employment Agency Limited|info@megasea.hk
216|Megasea Employment Agency Limited|info@megasea.hk
217|Megasea Employment Agency Limited|info@megasea.hk
218|Megasea Employment Agency Limited|info@megasea.hk

216|Megasea Employment Agency Limited|info@megasea.hk
214|Megasea Employment Agency Limited|info@megasea.hk
215|Megasea Employment Agency Limited|info@megasea.hk
217|Megasea Employment Agency Limited|info@megasea.hk
218|Megasea Employment Agency Limited|info@megasea.hk

217|Megasea Employment Agency Limited|info@megasea.hk
214|Megasea Employment Agency Limited|info@megasea.hk
215|Megasea Employment Agency Limited|info@megasea.hk
216|Megasea Employment Agency Limited|info@megasea.hk
218|Megasea Employment Agency Limited|info@megasea.hk

218|Megasea Employment Agency Limited|info@megasea.hk
214|Megasea Employment Agency Limited|info@megasea.hk
215|Megasea Employment Agency Limited|info@megasea.hk
216|Megasea Employment Agency Limited|info@megasea.hk
217|Megasea Employment Agency Limited|info@megasea.hk

241|Right Choice Overseas Employment Centre Limited|info@rightchoice.hk
240|Right Choice Overseas Employment Centre Limited|info@rightchoice.hk

273|Romy Employment Services|masma@netvigator.com
194|Mrs. MA's Employment Services|masma@netvigator.com
195|Mrs. MA's Employment Services|masma@netvigator.com

324|Home De Fairy Consultants Limited|domestic@netvigator.com
147|KA WO CONSULTANTS LIMITED|domestic@netvigator.com
60|D.D. Domestic Services|domestic@netvigator.com

352|Pessen Technology Limited|pessenpatsy@gmail.com
1284|MRS. HUI EMPLOYMENT AGENCY|pessenpatsy@gmail.com

403|New Town Employment Agency|barry@newtown.on-nets.com
1414|HO MAN EMPLOYMENT AGENCY|barry@newtown.on-nets.com

416|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
417|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
418|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
419|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
420|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
421|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
422|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

417|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
416|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
418|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
419|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
420|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
421|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
422|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

418|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
416|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
417|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
419|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
420|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
421|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
422|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

419|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
416|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
417|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
418|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
420|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
421|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
422|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

421|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
416|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
417|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
418|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
419|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
420|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
422|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

422|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
416|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
417|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
418|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
419|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
420|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
421|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

435|Get Maid Agency|info@gma.hk
434|Get Maid Agency|info@gma.hk
436|Get Maid Agency|info@gma.hk

436|Get Maid Agency|info@gma.hk
434|Get Maid Agency|info@gma.hk
435|Get Maid Agency|info@gma.hk

447|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk
448|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk
449|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk

448|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk
447|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk
449|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk

449|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk
447|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk
448|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk

451|Ming Tak Services Company|mingtak.kiki@yahoo.com
452|Ming Tak Services Company|mingtak.kiki@yahoo.com

484|Bright Essence International Limited|brilliant_stevencho@yahoo.com.hk
528|Brilliant Employment Consultant|brilliant_stevencho@yahoo.com.hk

529|Pawer Express International Company Limited|ckpe@biznetvigator.com
309|C. & K. ENTERPRISES COMPANY LIMITED|ckpe@biznetvigator.com

565|Kasa Maid Agency Limited|connie@josephmaid.com
1139|St. Joseph's Employment Consultants|connie@josephmaid.com

592|Arrow Employment Services|info@arrowes.hk
593|Arrow Employment Services|info@arrowes.hk

593|Arrow Employment Services|info@arrowes.hk
592|Arrow Employment Services|info@arrowes.hk

610|J C Casa Recruitment Agency|info@jccasa.com
611|J C Casa Recruitment Agency|info@jccasa.com
612|J C Casa Recruitment Agency|info@jccasa.com

611|J C Casa Recruitment Agency|info@jccasa.com
610|J C Casa Recruitment Agency|info@jccasa.com
612|J C Casa Recruitment Agency|info@jccasa.com

612|J C Casa Recruitment Agency|info@jccasa.com
610|J C Casa Recruitment Agency|info@jccasa.com
611|J C Casa Recruitment Agency|info@jccasa.com

666|Chin House Employment Agency Limited|info@chinhouse.com.hk
667|Chin House Employment Agency Limited|info@chinhouse.com.hk

667|Chin House Employment Agency Limited|info@chinhouse.com.hk
666|Chin House Employment Agency Limited|info@chinhouse.com.hk

704|BIR EMPLOYMENT AGENCY LIMITED|info@bir.com.hk
705|BIR EMPLOYMENT AGENCY LIMITED|info@bir.com.hk

711|SAINT HAPPY MAIDS AGENCY|st.happy@yahoo.com
713|SAINT HAPPY MAIDS AGENCY|st.happy@yahoo.com

713|SAINT HAPPY MAIDS AGENCY|st.happy@yahoo.com
711|SAINT HAPPY MAIDS AGENCY|st.happy@yahoo.com

790|BLISS EMPLOYMENT SERVICES LIMITED|customerservice@bliss-agency.com.hk
1452|Mamie Employment Centre Limited|customerservice@bliss-agency.com.hk

903|Grand Royal (AFT) Employment|info@aftemploy.com.hk
904|Grand Royal (AFT) Employment|info@aftemploy.com.hk

904|Grand Royal (AFT) Employment|info@aftemploy.com.hk
903|Grand Royal (AFT) Employment|info@aftemploy.com.hk

934|YOURMAID SERVICES CENTRE LIMITED|document@yourmaid.com.hk
967|Enjoy Services Centre Limited|document@yourmaid.com.hk

967|Enjoy Services Centre Limited|document@yourmaid.com.hk
934|YOURMAID SERVICES CENTRE LIMITED|document@yourmaid.com.hk

1058|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com
1057|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com
1059|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com
1060|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com

1060|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com
1057|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com
1058|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com
1059|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com

1092|J.C. SO (HONG KONG) RECRUITMENT AGENCY|kitman1000@yahoo.com
1626|OEC OVERSEAS EMPLOYMENT CENTRE|kitman1000@yahoo.com

1099|Asia-Ex Employment Centre|maggie@asia-ex.com.hk
1420|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|maggie@asia-ex.com.hk

1107|SUPER MAID LIMITED|kkleung2005@gmail.com
2660|PILIPINO OVERSEAS WORKERS CLUB LIMITED|kkleung2005@gmail.com

1139|St. Joseph's Employment Consultants|connie@josephmaid.com
565|Kasa Maid Agency Limited|connie@josephmaid.com

1177|JL Employment Centre|jlemployment@outlook.com
1176|JL Employment Centre|jlemployment@outlook.com

1199|Lotus Employment Agency|comment@lotusmaid.com.hk
1200|Lotus Employment Agency|comment@lotusmaid.com.hk
1201|Lotus Employment Agency|comment@lotusmaid.com.hk
1202|Lotus Employment Agency|comment@lotusmaid.com.hk

1200|Lotus Employment Agency|comment@lotusmaid.com.hk
1199|Lotus Employment Agency|comment@lotusmaid.com.hk
1201|Lotus Employment Agency|comment@lotusmaid.com.hk
1202|Lotus Employment Agency|comment@lotusmaid.com.hk

1201|Lotus Employment Agency|comment@lotusmaid.com.hk
1199|Lotus Employment Agency|comment@lotusmaid.com.hk
1200|Lotus Employment Agency|comment@lotusmaid.com.hk
1202|Lotus Employment Agency|comment@lotusmaid.com.hk

1202|Lotus Employment Agency|comment@lotusmaid.com.hk
1199|Lotus Employment Agency|comment@lotusmaid.com.hk
1200|Lotus Employment Agency|comment@lotusmaid.com.hk
1201|Lotus Employment Agency|comment@lotusmaid.com.hk

1208|Ngai Kan Employment Agency|nk.tommychow@gmail.com
1594|CHAMPION EMPLOYMENT|nk.tommychow@gmail.com

1237|SHUN FAT EMPLOYMENT CO|alicewong620@gmail.com
1400|NICOLE'S EMPLOYMENT CONSULTANTS|alicewong620@gmail.com

1259|VIVA EMPLOYMENT SERVICES LIMITED|vivaemployment@gmail.com
1260|VIVA EMPLOYMENT SERVICES LIMITED|vivaemployment@gmail.com

1260|VIVA EMPLOYMENT SERVICES LIMITED|vivaemployment@gmail.com
1259|VIVA EMPLOYMENT SERVICES LIMITED|vivaemployment@gmail.com

1267|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com
1272|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com

1284|MRS. HUI EMPLOYMENT AGENCY|pessenpatsy@gmail.com
352|Pessen Technology Limited|pessenpatsy@gmail.com

1310|Loyalty Team Employment Agency|ngokaho1@gmail.com
1311|Loyalty Team Employment Agency|ngokaho1@gmail.com

1311|Loyalty Team Employment Agency|ngokaho1@gmail.com
1310|Loyalty Team Employment Agency|ngokaho1@gmail.com

1319|HAPPY HOUSE EMPLOYMENT AGENCY|gpedanny@biznetvigator.com
1486|FAVOR MAID EMPLOYMENT AGENCY|gpedanny@biznetvigator.com
1933|GOLDEN PEAK EMPLOYMENT AGENCY|gpedanny@biznetvigator.com

1359|Bandung Enterprises|info@bandung.com.hk
1361|Bandung Enterprises|info@bandung.com.hk
1362|Bandung Enterprises|info@bandung.com.hk

1400|NICOLE'S EMPLOYMENT CONSULTANTS|alicewong620@gmail.com
1237|SHUN FAT EMPLOYMENT CO|alicewong620@gmail.com

1403|JET SYSTEM PACIFIC LIMITED|kevin@jetsystem.hk
1404|JET SYSTEM PACIFIC LIMITED|kevin@jetsystem.hk

1404|JET SYSTEM PACIFIC LIMITED|kevin@jetsystem.hk
1403|JET SYSTEM PACIFIC LIMITED|kevin@jetsystem.hk

1414|HO MAN EMPLOYMENT AGENCY|barry@newtown.on-nets.com
403|New Town Employment Agency|barry@newtown.on-nets.com

1419|NAULI EMPLOYMENT AGENCY COMPANY LIMITED|liwing2903@gmail.com
1228|LI WING EMPLOYMENT CENTRE|liwing2903@gmail.com

1422|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|maggie@warmhouse.com.hk
1421|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|maggie@warmhouse.com.hk

1424|KAMPO EMPLOYMENT AGENCY|kampo.agency@gmail.com
1425|KAMPO EMPLOYMENT AGENCY|kampo.agency@gmail.com

1452|Mamie Employment Centre Limited|customerservice@bliss-agency.com.hk
790|BLISS EMPLOYMENT SERVICES LIMITED|customerservice@bliss-agency.com.hk

1456|Excel Famous Domestic Helper Consultant Limited|efdh6688@gmail.com
1457|Excel Famous Domestic Helper Consultant Limited|efdh6688@gmail.com

1457|Excel Famous Domestic Helper Consultant Limited|efdh6688@gmail.com
1456|Excel Famous Domestic Helper Consultant Limited|efdh6688@gmail.com

1486|FAVOR MAID EMPLOYMENT AGENCY|gpedanny@biznetvigator.com
1319|HAPPY HOUSE EMPLOYMENT AGENCY|gpedanny@biznetvigator.com
1933|GOLDEN PEAK EMPLOYMENT AGENCY|gpedanny@biznetvigator.com

1575|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|info@maidbest.com.hk
1655|FIRST CAPITAL RESOURCES GROUP LIMITED|info@maidbest.com.hk
1832|Maid Best Limited|info@maidbest.com.hk
1833|Maid Best Limited|info@maidbest.com.hk

1594|CHAMPION EMPLOYMENT|nk.tommychow@gmail.com
1208|Ngai Kan Employment Agency|nk.tommychow@gmail.com

1609|Ensemble Human Resources Co. Limited|ensemblehrco@gmail.com
1608|Ensemble Human Resources Co. Limited|ensemblehrco@gmail.com
1610|Ensemble Human Resources Co. Limited|ensemblehrco@gmail.com

1610|Ensemble Human Resources Co. Limited|ensemblehrco@gmail.com
1608|Ensemble Human Resources Co. Limited|ensemblehrco@gmail.com
1609|Ensemble Human Resources Co. Limited|ensemblehrco@gmail.com

1626|OEC OVERSEAS EMPLOYMENT CENTRE|kitman1000@yahoo.com
1092|J.C. SO (HONG KONG) RECRUITMENT AGENCY|kitman1000@yahoo.com

1633|HOME CARE EMPLOYMENT AGENCY LIMITED|evashum@homecareagency.com.hk
1632|HOME CARE EMPLOYMENT AGENCY LIMITED|evashum@homecareagency.com.hk
268|Sumber Makmur Trading Co.|evashum@homecareagency.com.hk

1655|FIRST CAPITAL RESOURCES GROUP LIMITED|info@maidbest.com.hk
1575|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|info@maidbest.com.hk
1832|Maid Best Limited|info@maidbest.com.hk
1833|Maid Best Limited|info@maidbest.com.hk

1658|Best of Best (BOB) Employment Centre|admin@shingyan.com
1657|Best of Best (BOB) Employment Centre|admin@shingyan.com

1758|MAIDSDOT.COM LIMITED|sin@maidsdot.com
130|C.T. Maids Limited|sin@maidsdot.com

1832|Maid Best Limited|info@maidbest.com.hk
1575|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|info@maidbest.com.hk
1655|FIRST CAPITAL RESOURCES GROUP LIMITED|info@maidbest.com.hk
1833|Maid Best Limited|info@maidbest.com.hk

1833|Maid Best Limited|info@maidbest.com.hk
1575|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|info@maidbest.com.hk
1655|FIRST CAPITAL RESOURCES GROUP LIMITED|info@maidbest.com.hk
1832|Maid Best Limited|info@maidbest.com.hk

1835|A&F; EMPLOYMENT CENTRE|cwbcentre1002@yahoo.com.hk
1838|A&F; EMPLOYMENT CENTRE|cwbcentre1002@yahoo.com.hk

1838|A&F; EMPLOYMENT CENTRE|cwbcentre1002@yahoo.com.hk
1835|A&F; EMPLOYMENT CENTRE|cwbcentre1002@yahoo.com.hk

1883|TAKEME EMPLOYMENT AGENCY|takemeagency@yahoo.com.hk
1882|TAKEME EMPLOYMENT AGENCY|takemeagency@yahoo.com.hk

1933|GOLDEN PEAK EMPLOYMENT AGENCY|gpedanny@biznetvigator.com
1319|HAPPY HOUSE EMPLOYMENT AGENCY|gpedanny@biznetvigator.com
1486|FAVOR MAID EMPLOYMENT AGENCY|gpedanny@biznetvigator.com

2008|GET ON EMPLOYMENT AGENCY|geton1@get-on.com.hk
2009|GET ON EMPLOYMENT AGENCY|geton1@get-on.com.hk

2121|CITY EMPLOYMENT PARADISE CO.|scenewayemployment@yahoo.com.hk
2233|SCENEWAY EMPLOYMENT PARADISE CO.|scenewayemployment@yahoo.com.hk

2122|TSUEN WAN EMPLOYMENT PARADISE CO.|yuenlongemployment@yahoo.com.hk
2119|CITY EMPLOYMENT PARADISE CO.|yuenlongemployment@yahoo.com.hk

2129|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com
2130|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com
2131|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com

2130|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com
2129|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com
2131|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com

2131|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com
2129|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com
2130|IN HEART EMPLOYMENT AGENCY LIMITED|info@inheartemployment.com

2158|WING MING EMPLOYMENT SERVICES|wingming49@gmail.com
2159|WING MING EMPLOYMENT SERVICES|wingming49@gmail.com
2161|WING MING EMPLOYMENT SERVICES|wingming49@gmail.com

2159|WING MING EMPLOYMENT SERVICES|wingming49@gmail.com
2158|WING MING EMPLOYMENT SERVICES|wingming49@gmail.com
2161|WING MING EMPLOYMENT SERVICES|wingming49@gmail.com

2161|WING MING EMPLOYMENT SERVICES|wingming49@gmail.com
2158|WING MING EMPLOYMENT SERVICES|wingming49@gmail.com
2159|WING MING EMPLOYMENT SERVICES|wingming49@gmail.com

2233|SCENEWAY EMPLOYMENT PARADISE CO.|scenewayemployment@yahoo.com.hk
2121|CITY EMPLOYMENT PARADISE CO.|scenewayemployment@yahoo.com.hk

2240|HONEST HUMAN RESOURCES CENTRE|honesthrmike@gmail.com
2239|HONEST HUMAN RESOURCES CENTRE|honesthrmike@gmail.com

2258|SINCERE COMPANY|service@sia-sincere.com.hk
2259|SINCERE COMPANY|service@sia-sincere.com.hk
2260|SINCERE COMPANY|service@sia-sincere.com.hk
2261|SINCERE COMPANY|service@sia-sincere.com.hk

2260|SINCERE COMPANY|service@sia-sincere.com.hk
2258|SINCERE COMPANY|service@sia-sincere.com.hk
2259|SINCERE COMPANY|service@sia-sincere.com.hk
2261|SINCERE COMPANY|service@sia-sincere.com.hk

2261|SINCERE COMPANY|service@sia-sincere.com.hk
2258|SINCERE COMPANY|service@sia-sincere.com.hk
2259|SINCERE COMPANY|service@sia-sincere.com.hk
2260|SINCERE COMPANY|service@sia-sincere.com.hk

2316|PEACEFUL COMPANY|susy_tsw@yahoo.com
2315|PEACEFUL COMPANY|susy_tsw@yahoo.com

2542|Helpers Market International Recruitment Limited|admin@helpersmarket.hk
2517|WESTLAKE MANPOWER RESOURCES CO.|admin@helpersmarket.hk

2629|JobsMart Asia|hkaloha@126.com
2630|JobsMart Asia|hkaloha@126.com

2630|JobsMart Asia|hkaloha@126.com
2629|JobsMart Asia|hkaloha@126.com

2648|TOP QUALITY EMPLOYMENT AGENCY COMPANY|topquality168@gmail.com
2649|TOP QUALITY EMPLOYMENT AGENCY COMPANY|topquality168@gmail.com

2660|PILIPINO OVERSEAS WORKERS CLUB LIMITED|kkleung2005@gmail.com
1107|SUPER MAID LIMITED|kkleung2005@gmail.com

2876|MY SWEET HOME EMPLOYMENT AGENCY|metro@mysweethome.hk
2878|MY SWEET HOME EMPLOYMENT AGENCY|metro@mysweethome.hk

2878|MY SWEET HOME EMPLOYMENT AGENCY|metro@mysweethome.hk
2876|MY SWEET HOME EMPLOYMENT AGENCY|metro@mysweethome.hk

2889|Good Hands Employment Agency|admin@philmaid.com
3036|PHILMAID SERVICE COMPANY|admin@philmaid.com

2957|Merci Employment Agency Limited|superchuiki@hotmail.com
2568|BTI COURIER EXPRESS|superchuiki@hotmail.com

136|Top Maids Employment Agency|topmaids@netvigator.com
140|Top Make Enterprise|topmaids@netvigator.com

140|Top Make Enterprise|topmaids@netvigator.com
136|Top Maids Employment Agency|topmaids@netvigator.com

147|KA WO CONSULTANTS LIMITED|domestic@netvigator.com
324|Home De Fairy Consultants Limited|domestic@netvigator.com
60|D.D. Domestic Services|domestic@netvigator.com

176|Good Link Consultants|igoodlink@igoodlink.com
