govid|english_name|fax
404|Tai Ping Employment Agency|27619693
1193|J & P Employment Agency|27619693

467|HERO INDONESIA|37475880
1708|TACKLE STAR|37475880

901|C & D EMPLOYMENT AGENCY|31767419
900|C & D EMPLOYMENT AGENCY|31767419

963|Chen Chen Co|22648201
962|Chen Chen Co|22648201

1193|J & P Employment Agency|27619693
404|Tai Ping Employment Agency|27619693

1206|Liberty Employment Agency|37967729
1207|Liberty Employment Agency|37967729

1774|directhire.hk|30138810
2812|EC5M LIMITED|30138810

2147|POINTS AGENCY|28159750
434|Get Maid Agency|28159750
435|Get Maid Agency|28159750
436|Get Maid Agency|28159750

268|Sumber Makmur Trading Co.|26739277
1632|HOME CARE EMPLOYMENT AGENCY LIMITED|26739277
1633|HOME CARE EMPLOYMENT AGENCY LIMITED|26739277
2241|SUNTEL ENTERPRISES|26739277

1632|HOME CARE EMPLOYMENT AGENCY LIMITED|26739277
1633|HOME CARE EMPLOYMENT AGENCY LIMITED|26739277
2241|SUNTEL ENTERPRISES|26739277
268|Sumber Makmur Trading Co.|26739277

982|MAIDSLAND EMPLOYMENT AGENCY|81489614
981|MAIDSLAND EMPLOYMENT AGENCY|81489614

2241|SUNTEL ENTERPRISES|26739277
1632|HOME CARE EMPLOYMENT AGENCY LIMITED|26739277
1633|HOME CARE EMPLOYMENT AGENCY LIMITED|26739277
268|Sumber Makmur Trading Co.|26739277

